CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
16.706.958/0001-32;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;191909286.97;252642589.69;57655.45;;-96035.91;308085.22;;;191870906.51;252950674.91;191870906.51;252950674.91;4790382.26;4790382.26;;;;;-10950364.7;0;-6159982.44;4790382.26;;;-14241962.08;-14220301.46;;;-8346.68;-8346.68;;;-49339.29;-49339.29;-1123039.52;-1121728.78;-7831.52;;;;-208913.2;-202303.71;;;;;;;;;;;-41.68;-598.32;-2298.04;-2298.04;-15641772.01;-15604916.28;170069152.06;242136140.89;242136140.84;230029333.798;;;169578348.358;-115336115.74;54242232.618;0.700343
16.706.958/0001-32;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;187955974.27;179004732.32;-39861.57;;-240.47;824710.6;;;187915872.23;179829442.92;187915872.23;179829442.92;2991052.42;2991052.42;;;;;-10845005.34;;-7853952.92;2991052.42;;;-14926548.78;-14732679.79;;;-8977.6;-8977.6;;;-49995.9;-49995.9;-1167335.56;-1161191.14;-8088.29;;;;-214658.49;-252485.83;;;;;;;;;;;-24005.6;-23956.6;;;-16399610.22;-16229286.86;163662309.09;166591208.48;408727349.36;388290981.892;;;341893842.992;-283772522.39;58121320.602;0.836484
16.802.320/0001-03;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;141806.25;189075;-398342.28;-372658.73;0;0;0;0;0;0;-815814.38;-809924.17;-1072350.41;-993507.9;0;0;0;0;0;0;0;0;0;0;-1072350.41;-993507.9;117235.22;117235.22;0;0;0;0;0;0;117235.22;117235.22;;;-522199.23;-518126.35;0;0;0;0;0;0;0;0;0;0;0;-55341;0;0;-3444.33;-3444.33;0;0;-6583.49;-6583.49;0;0;-4500;0;0;0;0;0;-1578.59;-11206.59;-538305.64;-594701.76;-1493420.83;-1470974.44;-1407974.44;0;;0;0;0;0;0
16.802.320/0001-03;2024-06-30;1;;;;;;;;;0;0;141806.25;141806.25;-264698.6;-264698.6;0;0;0;0;0;0;-363181.18;-377429.96;-486073.53;-500322.31;;;;;;;;;0;0;-486073.53;-500322.31;82546.49;82546.49;;;;;;;82546.49;82546.49;;;-526273.11;-526531.62;;;;;;;;;0;0;-8682.24;-8682.24;;;-6474.54;-6474.54;;;-6191.8;-6191.8;;;0;0;;;-103.98;-103.98;-4150.82;-4150.82;-551876.49;-552135;-955403.53;-969910.82;-2440885.26;0;;;0;0;0;0
16.802.360/0001-47;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-19803.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19803.69;0;-19803.69;0;0;0;;;0;0;0;0
16.802.360/0001-47;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-19803.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19803.69;0;-19803.69;0;0;0;;;0;0;0;0
16.841.067/0001-99;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;264341.12;192190.63;;;;;;;264341.12;192190.63;264341.12;192190.63;8676.68;8366.98;158.34;;;;;;8835.02;8366.98;;;-66597.83;-66597.83;;;-34732.76;-26049.57;;;;;-34173.72;-34173.72;-4098.81;-17000;;;-1176.21;-13026.74;-4988.9;;;;;;;;;;;;1952.06;-6287.86;-143816.17;-163135.72;129359.97;37421.89;37973.37;36074.7015;;;36281.5815;0;36281.5815;0.955448
16.841.067/0001-99;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;260543.17;192510.89;;;;;;;260543.17;192510.89;260543.17;192510.89;10037.83;10161.23;;;;;;;10037.83;10161.23;;;-66597.84;-66597.84;;;-26049.57;-17366.38;-232.32;-232.32;;;-34173.72;-34173.72;-4233.21;;;;-1118.37;-5033.42;-5589.21;;;;;;;;;;;;-6850.19;-6643.57;-144844.43;-130047.25;125736.57;72624.87;110598.24;105068.328;;;105426.908;-36281.58;69145.328;0.953242
16.915.968/0001-88;2024-03-31;1;108465.19;9210000;0;0;0;0;6000;6000;114465.19;9216000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4200000;-1876735.02;0;15395.77;15395.77;0;0;-1861339.25;4215395.77;-1746874.06;13431395.77;9493.68;8184.62;0;0;0;0;0;0;9493.68;8184.62;0;0;-1878171.81;-1786750.32;-1008707.14;-231486.11;0;0;0;0;0;0;0;0;0;0;0;0;-1820.73;-13097.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2888699.68;-2031334.28;-4626080.06;11408246.11;11408246.12;10837833.814;;0;16039603.524;-16039603.52;0.004;1.405966
16.915.968/0001-88;2024-06-28;1;8948012.82;10850000;0;0;0;0;2324.52;4324.52;8950337.34;10854324.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6000000;11572899.11;0;1944.35;1944.35;0;0;11574843.46;6001944.35;20525180.8;16856268.87;34120.52;27615.82;0;0;0;0;0;0;34120.52;27615.82;0;0;-2053443.1;-1634411.87;-1186946.59;0;0;0;0;0;0;0;0;0;-4202.44;-14431.49;0;0;-13532.41;-44964.77;0;0;0;0;0;0;0;0;0;0;0;0;-31.42;0;-3258155.96;-1693808.13;17301145.36;15190076.56;26598322.67;25268406.5365;;0;32679925.1265;-32679925.13;-0.0035;1.228646
16.924.913/0001-34;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;15781.22;-8507.39;0;0;0;0;15781.22;-8507.39;;;-51000;-51000;0;0;0;0;0;0;0;0;-13225.26;-16090.72;0;0;0;0;-9646.92;-2493.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-73872.18;-69584.44;-58090.96;-78091.83;-78091.83;0;;;0;0;0;0
16.924.913/0001-34;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;15781.22;-8507.39;0;0;0;0;15781.22;-8507.39;;;-51000;-51000;0;0;0;0;0;0;0;0;-13225.26;-16090.72;0;0;0;0;-9646.92;-2493.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-73872.18;-69584.44;-58090.96;-78091.83;-78091.83;0;;;0;0;0;0
16.929.519/0001-99;2024-03-31;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;82338.65;0;0;0;0;0;82338.65;0;82338.65;0;73116.72;73116.72;;;;;;;73116.72;73116.72;;;-22005.7;-20640.68;0;0;0;0;-18100;-18100;;;-879.93;-825.33;-7232.77;0;;;-5145.28;-3470.46;0;0;-3530.92;-3530.92;0;0;-3857.64;0;;;-70.76;0;-968.01;-968.01;-61791.01;-47535.4;93664.36;25581.32;25581.32;24302.254;;;0.004;0;0.004;0
16.929.519/0001-99;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;-445278.44;;;;;;-445278.44;0;-445278.44;0;66764.33;66764.33;;;;;;;66764.33;66764.33;;;-22435.3;-22612.63;;;;;;;;;-897.14;-904.22;-7469.91;-30000;;;-5320.18;-17330.54;;;-7668.35;-7668.35;;;-3984.12;;;;-90.64;-370.28;-502.67;-502.67;-48368.31;-79388.69;-426882.42;-12624.36;12956.96;12309.112;;;0.002;0;0.002;0
17.007.443/0001-07;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;368835.04;368835.04;-441024.55;-441024.55;24000000;24000000;-11054000;-11054000;-9935000;0;-56639.55;-6799347.88;2882170.94;6074462.61;0;0;0;0;0;0;0;0;0;0;2882170.94;6074462.61;200456.18;200456.18;0;0;0;0;0;0;200456.18;200456.18;0;0;-238138.35;-238138.35;0;0;0;0;0;0;0;0;0;0;-9000;0;0;0;-189446.1;-221263.7;0;0;0;0;-8053.5;-8053.5;-2750.01;0;0;0;0;0;-8915.01;-8915.01;-456302.97;-476370.56;2626324.15;5798548.23;5798548.23;5508620.8185;;0;6150518.39;0;6150518.39;1.0607
17.007.443/0001-07;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;-52013.01;-52013.01;-379724.57;-379724.57;0;0;0;0;-4316000;0;-41895.28;1143364.97;-4789632.86;711627.39;0;0;0;0;0;0;0;0;0;0;-4789632.86;711627.39;398283.03;398283.03;0;0;0;0;-91683.8;-91683.8;306599.23;306599.23;0;0;-238138.35;-157204.32;0;0;0;0;0;0;0;0;0;0;-9000;-10800;0;0;-373832.51;-342014.9;0;0;-27760.69;-27760.69;-11283.83;-11283.83;-11999.97;0;0;0;0;0;-324.51;-324.51;-672339.86;-549388.25;-5155373.49;468838.37;6267386.6;5954017.27;;351970.16;8359026.73;-8000000;359026.73;1.333734
17.025.970/0001-44;2024-03-31;1;;;;;;;;;0;0;11095404.12;11095404.12;0;0;0;0;0;0;0;0;0;0;11095404.12;11095404.12;0;0;0;0;0;0;0;0;0;0;11095404.12;11095404.12;0;0;300222.95;0;0;0;-25823.37;0;274399.58;0;;;-154144.58;-149887.39;0;0;0;0;0;0;0;0;0;0;-43120;-43120;0;0;-14462.41;-4191.46;0;0;0;0;0;0;-6450;-6450;0;0;0;0;-219.85;-219.85;-218396.84;-203868.7;11151406.86;10891535.42;10891535.42;10346958.649;;0;10346958.649;-6923172.36;3423786.289;0.95
17.025.970/0001-44;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;22190808.24;22190808.24;0;0;0;0;0;0;0;0;0;0;22190808.24;22190808.24;0;0;0;0;0;0;0;0;0;0;22190808.24;22190808.24;0;0;518513.3;175049.74;0;0;-2566.21;0;515947.09;175049.74;;;-313492.52;-309204.76;0;0;0;0;0;0;0;0;0;0;-43120;-43120;0;0;-24332.28;-56326.13;0;0;0;0;0;0;-6450;-6450;0;0;0;0;-2535.22;-2535.22;-389930.02;-417636.11;22316825.31;21948221.87;21948221.87;20850810.7765;;0;20854818.5965;-17709336.31;3145482.2865;0.950183
17.098.794/0001-70;2024-03-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;3722438.86;3384939.3;165003.4;;;424602.19;-1058.85;;3886383.41;3809541.49;3886383.41;3809541.49;;69110.35;54066.5;;;;;;54066.5;69110.35;;;-468530.84;-419974.64;;;;;;;;;;-44732.91;-19440;-45360;;;-19263.28;;;;;;;;;;;;;;18817.55;-22545.05;-488416.57;-532612.6;3452033.34;3346039.24;3346039.24;3178737.278;;;3178737.278;-2741822.4;436914.878;0.95
17.098.794/0001-70;2024-06-28;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;3458125.63;3458125.65;-6596224.36;;;-1334834.06;367.35;;-3137731.38;2123291.59;-3137731.38;2123291.59;;63339.39;63605.84;;;;;;63605.84;63339.39;;;-475267.25;-434091.87;;;;;;;;;;-44732.91;;-19440;;;-14713.08;-22122.66;;;;;;;;;;;;;-7134.6;-16245.72;-497114.93;-536633.16;-3571240.47;1649997.82;4996037.06;4746235.207;;;4746235.207;-5530917.6;-784682.393;0.95
17.144.039/0001-85;2024-03-28;1;;;;;;;;;0;0;1442380.46;1448463.44;;;;;;;0.01;;37018.07;37018.07;1479398.54;1485481.51;;;;;;;;;0;0;1479398.54;1485481.51;30581.87;30581.87;0;0;0;0;0;0;30581.87;30581.87;;;-198153.74;-200546.28;;;;;;;;;-16439.55;-16272.16;-5880.95;-13000;;;-7964.92;-13509.74;;;-5008.89;-5008.89;;;;;;;;;-88.44;-433.12;-233536.49;-248770.19;1276443.92;1267293.19;1267293;1203928.35;;0;509399.35;-339600;169799.35;0.401959
17.144.039/0001-85;2024-06-30;1;;;;;;;;;0;0;1428064.47;1096038.55;;;;;;;;;-1166476.24;-988534.24;261588.23;107504.31;;;;;;;;;0;0;261588.23;107504.31;39284.89;39284.77;;;;;;;39284.89;39284.77;;;-198153.76;-198153.82;;;;;;;;;-16439.55;-16439.55;-6175;;;;-9488.22;-21494.66;-9000;-9000;-5008.89;-5008.89;;;;;;;;;-643.05;-546.28;-244908.47;-250643.2;55964.65;-103854.12;1163439;1105267.05;;0;1117850.05;-849000;268850.05;0.960815
17.156.502/0001-09;2024-03-31;1;;0;;0;;0;;0;0;0;;0;;0;;0;;0;;0;;0;0;0;1551450.84;12270145.38;5867354.29;0;;0;;0;7418805.13;12270145.38;7418805.13;12270145.38;;574722.84;588828.9;0;;0;;0;588828.9;574722.84;;;-792783.01;-88436.65;-266487.23;-1170623.96;;0;;0;;0;;-88491.48;-16619;-116619;;0;-28940.22;0;;0;;0;;0;;0;;0;;0;76781.44;-639346.01;-1028048.02;-2103517.1;6979586.01;10741351.12;10741351.11;10204283.5545;;0;10741351.1145;-10625868.75;115482.3645;1
17.156.502/0001-09;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10083635.89;-703752.25;0;0;0;0;0;-703752.25;10083635.89;-703752.25;10083635.89;0;1308830.71;5069.18;0;0;0;0;0;5069.18;1308830.71;;;-114295.01;-90325.01;0;-1170623.97;0;0;0;0;0;0;0;-90384.48;-45200;;0;0;-7030.79;-40477.29;0;0;0;0;0;0;0;0;0;0;0;-190;-23229.94;-788770.91;-189755.74;-2180771.66;-888438.81;9211694.94;19782692.18;18793557.571;;0;19782692.181;-10625868.75;9156823.431;1
17.161.979/0001-82;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;3261670.92;3413422.38;0;0;0;0;0;0;0;0;-2709726.06;-677695.01;551944.86;2735727.37;0;0;0;0;0;0;0;0;0;0;551944.86;2735727.37;225760.65;225760.65;0;0;0;0;0;0;225760.65;225760.65;;;-48008.67;-52975.81;0;0;-58677.25;-58677.25;0;0;0;0;0;0;0;-3840;0;0;-10119.3;-10119.3;0;0;-4488;-4488;0;0;0;0;0;0;0;0;-38629.28;-37925.2;-159922.5;-168025.56;617783.01;2793462.46;2793462.46;2653789.337;;0;1981341.447;-1981338.81;2.637;0.709278
17.161.979/0001-82;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;3257607.74;3279815.62;0;0;0;0;0;0;0;0;-1308064.77;-2563616.91;1949542.97;716198.71;0;0;0;0;0;0;0;0;0;0;1949542.97;716198.71;212544.69;212544.69;0;0;0;0;0;0;212544.69;212544.69;;;-46888.61;-48177.92;0;0;-57308.4;-57715.93;0;0;0;0;0;0;-1675;-1675;0;0;-78876.2;-78876.2;0;0;-80933.81;-80933.81;0;0;0;0;0;0;0;0;-47645.36;-49221.1;-313327.38;-316599.96;1848760.28;612143.44;3405605.9;3235325.605;;0;3235341.455;-1981338.82;1254002.635;0.950005
17.198.500/0001-82;2024-03-28;1;;;;;;;;;0;0;1473753.79;1473753.79;;;-3911934.71;-3911934.71;;;26163.55;;;;-2412017.37;-2438180.92;;;;;;;;;0;0;-2412017.37;-2438180.92;353858.42;353858.42;;;;;;;353858.42;353858.42;;;-35935.56;-35409.38;;;-45220.31;-44394.13;;;;;-12677.34;-12488.42;-11195.83;-18576;;;341.88;7631.99;;;;;;;;;;;;;4397314.51;4397314.51;4292627.35;4294078.57;2234468.4;2209756.07;2209756.07;2099268.2665;;;-0.0035;0;-0.0035;0
17.198.500/0001-82;2024-06-28;1;;;;;;;;;0;0;1501143.89;1487448.84;;;553136;553136;;;;;;;2054279.89;2040584.84;;;;;;;;;0;0;2054279.89;2040584.84;556622.66;556622.66;;;;;;;556622.66;556622.66;;;-36604.53;-36604.53;;;-37504.53;-37504.53;;;;;-12677.34;-12677.34;-11563.65;;;;-84684.66;-91974.77;;;;;;;;;;;;;15738114;16162223.84;15555079.29;15983462.67;18165981.84;18580670.17;20790426.24;19750904.928;;;-0.002;0;-0.002;0
17.198.500/0001-82;2024-06-30;1;;;;;;;;;0;0;1501143.89;1487448.84;;;553136;553136;;;;;;;2054279.89;2040584.84;;;;;;;;;0;0;2054279.89;2040584.84;556622.66;556622.66;;;;;;;556622.66;556622.66;;;-36604.53;-36604.53;;;-37504.53;-37504.53;;;;;-12677.34;-12677.34;-11563.65;;;;-84684.66;-91974.77;;;;;;;;;;;;;15738114;16162223.84;15555079.29;15983462.67;18165981.84;18580670.17;20790426.24;19750904.928;;;-0.002;0;-0.002;0
17.216.625/0001-98;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33094.69;33779.68;0;0;0;0;-7446;-7600.12;25648.69;26179.56;;;-21036.36;-21036.36;0;0;-71662.94;-71774.1;0;0;0;0;-12679.02;-12679.02;-3556.3;0;0;0;-7131.62;-4931.15;0;0;0;0;0;0;0;0;0;0;0;0;-24336.09;-24336.07;-140402.33;-134756.7;-114753.64;-108577.14;-108577.14;0;;;0;0;0;0
17.216.625/0001-98;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6441105.87;0;0;0;6441105.87;0;0;0;0;0;0;0;0;0;0;0;6441105.87;0;28860.44;28919.22;0;0;0;0;-6493.31;-6506.53;22367.13;22412.69;;;-21036.35;-21036.35;0;0;-73460.42;-73580.67;0;0;0;0;-12679.02;-12679.02;-4156.2;0;0;0;-9656.7;-11731.28;0;0;0;0;0;0;0;0;0;0;0;0;-23539.88;-23539.88;-144528.57;-142567.2;6318944.43;-120154.51;-228731.65;0;;;0;0;0;0
17.282.011/0001-04;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;4139734.99;4139734.99;0;0;0;0;0;0;0;0;-243923.24;-243923.24;3895811.75;3895811.75;0;0;0;0;0;0;0;0;0;0;3895811.75;3895811.75;300629.8;300629.8;0;0;0;0;-100163.88;-100163.88;200465.92;200465.92;0;0;-998361.3;-998361.3;0;0;-2996.67;-2996.67;0;0;0;0;0;0;-10200;0;0;0;-7589.49;0;0;0;-56684.17;-56684.17;0;0;-8124.99;-15900;0;0;-370;-370;-13649.86;-13649.86;-1097976.48;-1087962;2998301.19;3008315.67;3008315.67;2857899.8865;;0;3008315.67;-13011437.3197;-10003121.6497;1
17.282.011/0001-04;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;4186545.73;4186545.73;0;0;0;0;0;0;0;0;-185703.64;-185703.64;4000842.09;4000842.09;0;0;0;0;0;0;0;0;0;0;4000842.09;4000842.09;188776.12;188776.12;0;0;0;0;-39739.89;-39739.89;149036.23;149036.23;0;0;-1001705.61;-1001705.61;0;0;0;0;0;0;0;0;0;0;-11200;-21400;0;0;-9035.11;-16624.6;0;0;-28806.67;-28806.67;0;0;-8124.99;0;0;0;0;0;-14127.54;-14127.54;-1072999.92;-1082664.42;3076878.4;3067213.9;6075529.57;5771753.0915;;0;6075529.5715;-3036756.25;3038773.3215;1
17.308.805/0001-08;2024-03-31;1;0;0;0;0;0;0;;;0;0;97014.4;166108.16;0;0;0;0;0;0;0;0;-47988.72;-47988.72;49025.68;118119.44;0;0;0;0;0;0;0;0;0;0;49025.68;118119.44;15939.01;15939.01;0;0;0;0;-3586.05;-3586.05;12352.96;12352.96;0;0;-81562.32;-81562.32;0;0;0;0;0;0;0;0;0;0;-7877.49;0;0;0;-26174.07;-23802.36;0;0;-15477.33;-15477.33;0;0;-1589.7;-3179.37;0;0;-2503.23;-2503.23;152787.38;147443.82;17603.24;20919.21;78981.88;151391.61;-73442.14;0;;0;0;0;0;0
17.308.805/0001-08;2024-06-30;1;0;0;0;0;0;0;;;0;0;181273.47;255582.37;0;0;0;0;0;0;0;0;-6341;-6341;174932.47;249241.37;0;0;0;0;0;0;0;0;0;0;174932.47;249241.37;24148.95;24148.95;0;0;0;0;-5433.27;-5433.27;18715.68;18715.68;0;0;-81562.32;-81562.32;0;0;0;0;0;0;0;0;0;0;-7877.49;-31510;0;0;21430.64;19058.93;0;0;-22477.47;-22477.47;-4051.38;-4051.38;-1589.7;0;0;0;-8245.69;-8245.69;-115268.67;-210668.99;-219642.08;-339456.92;-25993.93;-71499.87;-142047.01;0;;0;0;0;0;0
17.311.079/0001-74;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;131700;131700;0;0;0;0;0;0;0;0;0;0;131700;131700;0;0;0;0;0;0;0;0;0;0;131700;131700;49768.66;49768.66;;;;;;;49768.66;49768.66;;;-92560.28;-92560.28;;;;0;;;;;;;;;;;-8556.07;-8556.07;;;;;;;;;;;;;-244758.45;-244758.45;-345874.8;-345874.8;-164406.14;-164406.14;0;0;;0;0;0;0;0
17.311.079/0001-74;2024-06-30;2;0;0;0;0;0;0;0;0;0;0;0;263400;0;0;0;0;0;0;0;0;0;0;0;263400;0;0;0;0;0;0;0;0;0;0;0;263400;;207590.01;;;;;;;0;207590.01;;;;-99348.45;;;;;;;;;;;;-33801.28;;;;-745960.09;;;;;;;;;;;;-187.62;;-128855.91;0;-1008153.35;0;-537163.34;0;0;;0;0;0;0;0
17.311.079/0001-74;2024-09-30;1;0;0;0;0;0;0;0;0;0;0;0;131700;0;0;0;0;0;0;0;0;0;0;0;131700;0;0;0;0;0;0;0;0;0;0;0;131700;;30436.59;;;;;;;0;30436.59;;;;;;;;;;;;;;;;;;;;-692.5;;;;;;;;;;;;;;-269294.37;0;-269986.87;0;-107850.28;0;0;;0;0;0;0;0
17.324.357/0001-28;2024-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;10950059.72;8437518.79;86557.92;51490;;;;;11036617.64;8489008.79;11036617.64;8489008.79;;;478708.07;383962.82;;;;;478708.07;383962.82;;;-385798.95;-239864.84;0;0;0;0;0;0;0;0;-35799.78;-34823.98;-42900;-42900;0;0;-122379.64;-46993.87;0;0;0;0;0;0;0;0;0;0;0;0;-901.48;18537.51;-587779.85;-346045.18;10927545.86;8526926.43;8526926.43;8100580.1085;;;8355726.3585;-5570484.24;2785242.1185;0.979922
17.324.357/0001-28;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;6195812.62;16828293.91;130063.42;-237.35;;27926.13;;;6325876.04;16855982.69;6325876.04;16855982.69;;;943794.62;849049.37;;;;;943794.62;849049.37;;;-732104.44;-643023.52;-226109.78;-226109.78;0;0;0;0;0;0;-72991.1;-72408.68;-42900;-42900;0;0;-247197.09;-147345.51;0;0;0;0;0;0;0;0;0;0;0;0;78673.05;-117.25;-1242629.36;-1131904.74;6027041.3;16573127.32;16573127.32;15744470.954;;137627.67;16710754.994;-13925512.87;2785242.124;1.008304
17.329.029/0001-14;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6357926.33;6114685.74;202411.7;0;0;731285.51;-73793.26;0;6486544.77;6845971.25;6486544.77;6845971.25;159970.78;181856.65;0;0;0;0;0;0;159970.78;181856.65;;;-479004.71;-412574.11;0;0;0;0;0;0;-30990.6;-30990.6;0;0;-22157.44;-16618.08;0;0;-14747.09;-83350.63;0;0;0;0;0;0;0;0;0;0;0;0;-7225.16;-7225.16;-554125;-550758.58;6092390.55;6477069.32;6477069.32;6153215.854;;;5623822.504;-3749215;1874607.504;0.868267
17.329.029/0001-14;2024-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;6025539.06;6030951.84;-11725911.24;0;0;-216524.48;0;0;-5700372.18;5814427.36;-5700372.18;5814427.36;183863.61;230143.15;0;0;0;0;0;0;183863.61;230143.15;;;-458140.2;-449162.31;0;;0;;0;;-46485.9;-46485.9;0;;-46.99;-5586.35;0;;-25475.88;-117128.07;0;;-47.19;-47.19;0;;0;;0;;-103.98;-103.98;-4060.67;-6250.94;-534360.81;-624764.74;-6050869.38;5419805.77;11896875.09;11302031.3355;;;11359412.3555;-9447312.71;1912099.6455;0.954823
17.374.696/0001-19;2024-03-28;1;;;;;;;;;0;0;;5540919.86;;-282063.74;;;;;;;;;0;5258856.12;;;;;;;;;0;0;0;5258856.12;;;;;;;;;0;0;;;;-433805.42;;;;-209215.47;;;;;;-47923.27;;;;;;-1169975.92;;;;-61852;;;;;;;;;;-521713.48;0;-2444485.56;0;2814370.56;2814370.56;2673652.032;;;-700644.158;0;-700644.158;-0.248952
