CNPJ_Fundo;Data_Referencia;Versao;Ativo_Negociado;Natureza_Transacao;Data_Transacao;Valor_Envolvido;Data_Assembleia;Contraparte
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;1372894.2133;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;45063.76;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;1138531.7457;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;4825064.5502;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;722790.7078;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;1057973.5347;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;91523.504;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;238959.2342;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;259871.1572;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;697755.9346;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-25;5653032.5482;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-27;139697.8824;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-27;540025.0476;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-28;127792.65;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-07-31;479341.98;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-07-31;572533.93;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-31;482465.71;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-31;576264.97;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-31;132141.19;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-07-31;13471.74;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-01;38060.5;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-01;103.46;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-02;198063.41;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-03;198173.3272;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-03;865721.8716;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-03;37998.5012;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-04;8487204.39;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-07;842131.21;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-08;144492.37;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-09;893084.1821;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-09;698473.6979;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-10;1661292.85;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-11;860550.39;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-14;2864134.98;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-15;3537569.14;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-16;381672.91;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-17;1100530.76;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-18;36405.49;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-18;38354.35;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-21;147408.72;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-22;1188399.2;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-23;66824.23;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-24;230767.37;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-24;750537.16;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL CAPITAL MARKETS FUNDO DE INVESTIMENTO RENDA FIXA;AQUISIÇÃO;2023-08-25;82052904;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-25;100000000;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-25;16047139.15;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-28;405306.5;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-29;26633.28;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-30;273315.93;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL CAPITAL MARKETS FUNDO DE INVESTIMENTO RENDA FIXA;AQUISIÇÃO;2023-08-31;80000000;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;AQUISIÇÃO;2023-08-31;182319890.01;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-31;102319890.02;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-08-31;182306623.18;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-31;23720.26;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-08-31;1588363.35;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-09-01;224513.69;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-09-01;582486.72;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-09-01;224513.69;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-09-04;661686.7;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-09-04;91673.42;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-09-05;1587734.84;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-09-05;569251.94;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;AQUISIÇÃO;2023-09-06;202504.18;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-09-06;1773.32;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
11.839.593/0001-09;2024-06-01;1;COTAS DE FUNDO - BTG PACTUAL YIELD DI FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO CREDITO PRIVADO;ALIENAÇÃO;2023-09-06;202504.18;2022-07-07;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
