CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.332.266/0001-31;2018-11-01;1;8164710.96;193515.26;0;0;7971195.7;506363947;506363947;0;506005000;0;0;0;358947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4050459.51;3782966.72;0;267492.79;3724031.87;57680.7;0;0;440322.56;0;0;0;603.22;572356.31;4794994.66
00.332.266/0001-31;2018-12-01;1;9225387.67;1291699.86;0;0;7933687.81;508017081.64;508017081.64;0;506005000;1664034.26;0;0;348047.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5511846.18;5256295.62;0;255550.56;4436313.28;58414.56;0;0;427201.4;0;0;0;13363.64;541390.86;5476683.74
00.613.094/0001-74;2018-01-01;1;232704.58;232704.58;0;0;0;10401662.56;10401662.56;10401662.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174964720.64;0;169213279.09;5751441.55;0;0;0;0;0;0;0;0;0;4848794.23;4848794.23
00.613.094/0001-74;2018-02-01;1;67128.76;67128.76;0;0;0;10401662.56;10401662.56;10401662.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175021741.4;0;169317837.44;5703903.96;0;0;0;0;0;0;0;0;0;4836321.57;4836321.57
00.613.094/0001-74;2018-03-01;1;64033.81;64033.81;0;0;0;10401662.56;10401662.56;10401662.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175682771.94;0;170224875.85;5457896.09;0;0;0;0;0;0;0;0;0;4814722.37;4814722.37
00.613.094/0001-74;2018-04-01;1;63352.64;63352.64;0;0;0;10401662.56;10401662.56;10401662.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176287012.94;0;171046086.48;5240926.46;0;0;0;0;0;0;0;0;0;4800451.01;4800451.01
00.613.094/0001-74;2018-05-01;1;62714;62714;0;0;0;10401662.56;10401662.56;10401662.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178037535.23;0;173018268.05;5019267.18;0;0;0;0;0;0;0;0;0;4785578.37;4785578.37
00.613.094/0001-74;2018-06-01;1;145360.26;145360.26;0;0;0;10448497.5;10448497.5;10448497.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180514011.54;0;175678879.72;4835131.82;0;0;0;0;0;0;0;0;0;5086555.31;5086555.31
00.613.094/0001-74;2018-07-01;1;43083.45;43083.45;0;0;0;10448497.5;10448497.5;10448497.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181177770.39;0;176435928;4741842.39;0;0;0;0;0;0;0;0;0;5075580.65;5075580.65
00.613.094/0001-74;2018-08-01;1;94594.87;94594.87;0;0;0;10448497.5;10448497.5;10448497.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181927601.7;0;177433261.5;4494340.2;0;0;0;0;0;0;0;0;0;5059799.33;5059799.33
00.613.094/0001-74;2018-09-01;1;43710.17;43710.17;0;0;0;10448497.5;10448497.5;10448497.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184040167.82;0;179735937.65;4304230.17;0;0;0;0;0;0;0;0;0;5056742.07;5056742.07
00.613.094/0001-74;2018-10-01;1;500;500;0;0;0;10448497.5;10448497.5;10448497.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185213634.45;0;181095783.88;4117850.57;0;0;0;0;0;0;0;0;0;4984739.11;4984739.11
00.613.094/0001-74;2018-11-01;1;51496.33;51496.33;0;0;0;10448497.5;10448497.5;10448497.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184189257.84;0;180337854.82;3851403.02;0;0;0;0;0;0;0;0;0;4967802.07;4967802.07
00.613.094/0001-74;2018-12-01;1;35378.34;35378.34;0;0;0;10482487.9;10482487.9;10482487.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182364606.71;0;178671939.13;3692667.58;0;0;0;0;0;0;0;0;0;6191404.22;6191404.22
00.762.723/0001-28;2018-01-01;1;633999.84;4436.2;0;0;629563.64;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2876925.66;1283257.56;0;1593668.1;559205.8;27242.57;0;0;0;0;0;0;0;0;586448.37
00.762.723/0001-28;2018-02-01;1;639261.1;5767.63;0;0;633493.47;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3350152.9;1295536.38;0;2054616.52;559603.87;27572.1;0;0;0;0;0;0;0;0;587175.97
00.762.723/0001-28;2018-03-01;1;1081939.91;5600.4;0;0;1076339.51;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3294752.45;1243470.34;0;2051282.11;995167.94;27561.44;0;0;0;0;0;0;0;0;1022729.38
00.762.723/0001-28;2018-04-01;1;1078008.01;5560.34;0;0;1072447.67;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3295959.27;1244590.88;0;2051368.39;994605.14;27561.09;0;0;0;0;0;0;0;0;1022166.23
00.762.723/0001-28;2018-05-01;1;1046219;5341.61;0;0;1040877.39;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3280289.76;1230980.52;0;2049309.24;995165.8;39033.99;0;0;0;0;0;0;0;0;1034199.79
00.762.723/0001-28;2018-06-01;1;1052008.92;4348.68;0;0;1047660.24;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3269183.61;1226745.45;0;2042438.16;995164.89;38448.05;0;0;0;0;0;0;0;0;1033612.94
00.762.723/0001-28;2018-07-01;1;1054078.37;5209.21;0;0;1048869.16;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3236016.06;1223071.63;0;2012944.43;994545.55;38441.33;0;0;0;0;0;0;0;0;1032986.88
00.762.723/0001-28;2018-08-01;1;1049624.77;4505.18;0;0;1045119.59;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3193395.78;1216264.8;0;1977130.98;995162.8;27531.92;0;0;0;0;0;0;0;0;1022694.72
00.762.723/0001-28;2018-09-01;1;1056576.93;4556.28;0;0;1052020.65;121423875;121423875;0;121423875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3122323.76;1301043.93;0;1821279.83;995161.88;27517.51;0;0;0;0;0;0;0;0;1022679.39
00.762.723/0001-28;2018-10-01;1;1050994.76;3886.75;0;0;1047108.01;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3133751.24;1310524;0;1823227.24;995160.6;26933.8;0;0;0;0;0;0;0;2250;1024344.4
00.762.723/0001-28;2018-11-01;1;1035305.98;3793.39;0;0;1031512.59;120600000;120600000;0;120600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3120917.3;1300608.13;0;1820309.17;995159;30816.19;0;0;0;0;0;0;0;2250;1028225.19
00.762.723/0001-28;2018-12-01;1;1040810.95;1849.09;0;0;1038961.86;120600000;120600000;0;120600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3154628.33;1298909.07;0;1855719.26;995156.92;41986.7;0;0;0;5656.07;0;0;0;16069.47;1058869.16
00.868.235/0001-08;2018-01-01;1;764621.55;525575.9;0;0;239045.65;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1785935.59;946272.36;0;839663.23;0;32615;0;0;0;0;0;0;0;153806.01;186421.01
00.868.235/0001-08;2018-02-01;1;887970.39;120874.87;0;0;767095.52;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2162333.54;879076.54;0;1283257;564334.21;32615;0;0;0;0;0;0;0;77610.87;674560.08
00.868.235/0001-08;2018-03-01;1;967440.02;646866.92;0;0;320573.1;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2212537.87;1020987.29;0;1191550.58;307293.52;32615;0;0;0;0;0;0;0;102650.5;442559.02
00.868.235/0001-08;2018-04-01;1;870967.42;565822.05;0;0;305145.37;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2450037.95;1059052.72;0;1390985.23;599493.08;32615;0;0;0;0;0;0;46100.05;113139.31;791347.44
00.868.235/0001-08;2018-05-01;1;890343.55;581219.23;0;0;309124.32;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2382649.68;1056355.12;0;1326294.56;688815.22;32615;0;0;0;13945.92;0;0;46100.05;71866.63;853342.82
00.868.235/0001-08;2018-06-01;1;862202.14;662049.44;0;0;200152.7;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2229845.07;922801.19;0;1307043.88;1069698.04;32615;0;0;0;614.71;0;0;46100.05;34999.72;1184027.52
00.868.235/0001-08;2018-07-01;1;740528.09;564147.73;0;0;176380.36;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2247879.21;997593.08;0;1250286.13;576691.06;32615;0;0;0;614.71;0;0;46100.05;30462.25;686483.07
00.868.235/0001-08;2018-08-01;1;842954.02;570268.12;0;0;272685.9;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2231387.58;1022048.01;0;1209339.57;695023.63;32615;0;0;0;614.71;0;0;46100.05;30780.86;805134.25
00.868.235/0001-08;2018-09-01;1;802807.84;529848.53;0;0;272959.31;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2125290.38;947756.64;0;1177533.74;640653.11;32615;0;0;0;3822.31;0;0;46100.05;29101.51;752291.98
00.868.235/0001-08;2018-10-01;1;677403.62;15509.23;0;0;661894.39;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2160627.01;1031071.52;0;1129555.49;446758.67;32615;0;0;0;3201.4;0;0;46100.05;30026.56;558701.68
00.868.235/0001-08;2018-11-01;1;804782.01;13413.72;0;0;791368.29;100250000;100250000;0;100250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2069417.03;898570.68;0;1170846.35;487430.43;32615;0;0;0;392.61;0;0;46100.05;30514.15;597052.24
00.868.235/0001-08;2018-12-01;1;674089.23;588300.29;0;0;85788.94;100250000;100250000;0;100250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872085.59;780537.41;0;1091548.18;506476.53;32615;0;0;0;392.61;0;0;58058.57;29011.13;626553.84
01.201.140/0001-90;2018-01-01;1;9411030.27;10043.36;0;0;9400986.91;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8287941.29;6690354.02;0;1597587.27;6837292.33;65391.6;0;0;0;0;0;0;0;213484.48;7116168.41
01.201.140/0001-90;2018-02-01;1;8070140.41;498577.06;0;0;7571563.35;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7937534.94;6153822.91;0;1783712.03;4883617.56;65413.46;0;0;0;0;0;0;0;213484.48;5162515.5
01.201.140/0001-90;2018-03-01;1;8115516.19;472243.69;0;0;7643272.5;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7928344.68;6094986.2;0;1833358.48;4890106.75;65415.94;0;0;0;0;0;0;0;213484.48;5169007.17
01.201.140/0001-90;2018-04-01;1;8196325.1;34393.34;0;0;8161931.76;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8344547.8;6481801.99;0;1862745.81;4887005.4;65457.62;0;0;0;0;0;0;0;213484.48;5165947.5
01.201.140/0001-90;2018-05-01;1;8275082.48;122549.1;0;0;8152533.38;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8027847.44;6057991.68;0;1969855.76;5186805.83;84943.48;0;0;0;0;0;0;0;213484.48;5485233.79
01.201.140/0001-90;2018-06-01;1;7948539.46;132154.64;0;0;7816384.82;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8123141.76;8093972.64;0;29169.12;8034075.14;84923.25;0;0;0;0;0;0;0;213484.48;8332482.87
01.201.140/0001-90;2018-07-01;1;7478329.99;174583.15;0;0;7303746.84;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8180114.79;8146674.21;0;33440.58;4798343.68;85118.16;0;0;0;0;0;0;0;213484.48;5096946.32
01.201.140/0001-90;2018-08-01;1;8085641.91;238360.72;0;0;7847281.19;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8461605.67;8427201.7;0;34403.97;5200411.54;62922.57;0;0;0;0;0;0;0;213484.48;5476818.59
01.201.140/0001-90;2018-09-01;1;8268751.79;8884.08;0;0;8259867.71;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8480073.13;8294359.8;0;185713.33;5201480.18;61159.67;0;0;0;0;0;0;0;213484.48;5476124.33
01.201.140/0001-90;2018-10-01;1;8548136.8;7715.38;0;0;8540421.42;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6827271.59;6732808.87;0;94462.72;5202547.74;61045.12;0;0;0;0;0;0;0;213484.48;5477077.34
01.201.140/0001-90;2018-11-01;1;9068083.25;8391.13;0;0;9059692.12;894848000;894848000;0;894848000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7151783.47;7112520.31;0;39263.16;5508738.64;17940.98;0;0;0;0;0;0;0;213484.48;5740164.1
01.201.140/0001-90;2018-12-01;1;8353944.55;6773.64;0;0;8347170.91;894848000;894848000;0;894848000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11369610.09;10195100.42;0;1174509.67;6843581.87;71451.39;0;0;0;0;0;0;0;176066.45;7091099.71
01.235.622/0001-61;2018-01-01;2;70545644.83;223447.35;0;10149342.3;60172855.18;1437720796.75;1118094171.45;303608001.7;616712506.26;41958400.02;35040822.91;107714133.77;13060306.79;230977505.39;0;0;0;0;0;0;88514957.73;0;0;0;0;0;0;0;0;0;0;134162.18;540063234.52;18479579.88;485867105.18;35716549.46;0;812344.72;0;73214852.72;4082993.1;0;336356.07;0;8206917.56;6021304.81;92674768.98
01.235.622/0001-61;2018-02-01;2;63016671.98;183191.8;0;10194729.3;52638750.88;1417802168.46;1101009635.87;303880661.79;598218109.49;45010501.95;33959309.59;108369270.31;11571782.74;226953622.8;0;0;0;0;0;0;89704747.61;0;0;0;0;0;0;0;0;0;0;134162.18;562141959.8;18626935.03;505509370.51;38005654.26;0;866850.89;0;73226854.74;3993352.37;0;333538.06;0;6673478.24;7793292.97;92887367.27
01.235.622/0001-61;2018-03-01;2;65064931.64;67771.21;0;10246839.6;54750320.83;1453586722.48;1141866578.54;304258025.98;597326721.73;47612020.83;33742365.44;146873026.44;12054418.12;220852526.78;0;0;0;0;0;0;90733454.98;0;0;0;0;0;0;0;0;0;0;134162.18;570819941.41;18758884.9;511265549.87;40795506.64;0;812528.53;0;73240637.38;3963943.02;0;44191743.46;0;6673478.24;9250075.22;138132405.85
01.235.622/0001-61;2018-04-01;2;62334543.26;146810.13;0;10297742.2;51889990.93;1450077580.38;1142769051.65;304728092.55;621161513.15;27164033.67;30272643.75;146733380.19;12709388.34;217926669.37;0;0;0;0;0;0;89247697.18;0;0;0;0;0;0;0;0;0;0;134162.18;579645011.48;18759710.88;516799869.4;44085431.2;0;813055.93;0;73048532.36;4002952.3;0;44889137.8;0;5669036.43;9655525.2;138078240.02
01.235.622/0001-61;2018-05-01;2;56590359.81;219690.35;0;10348897.8;46021771.66;1470831545.58;1169988143.37;327948712.76;618724804.08;30285359.64;27710112.72;150091311.28;15227842.89;214460666.31;0;0;0;0;0;0;86248573.72;0;0;0;0;0;0;0;0;0;0;134162.18;583986862.31;18922547.27;529883284.1;35181030.94;0;814155.8;0;82420099.31;3986997.04;0;47145947.23;0;2065790.78;10521934.17;146954924.33
01.235.622/0001-61;2018-06-01;2;60168076.45;52368.13;0;10400307.4;49715400.92;1487423772.31;1196837646.97;348345975.95;617918088.88;31966386.14;30478218.71;154226611.68;13902365.61;207075741.45;0;0;0;0;0;0;83376221.71;0;0;0;0;0;0;0;0;0;0;134162.18;577580618.05;5589692.36;533336299.15;38654626.54;0;818520.36;0;101154952.04;-361541.55;0;50614705.85;0;2787952.95;11247710.39;166262300.04
01.235.622/0001-61;2018-07-01;2;42726122.06;88749.44;0;10454439.1;32182933.52;1486668616.63;1196317611.62;349021877.21;621265517.67;33384538.44;30692268.04;149445263.44;12508146.82;203751253.8;0;0;0;0;0;0;86465589.03;0;0;0;0;0;0;0;0;0;0;134162.18;603738924.9;4323749.82;552396131.64;47019043.44;0;816210.5;0;100913391.34;73573.72;0;53473239.1;0;2403652.31;13800101.68;171480168.65
01.235.622/0001-61;2018-08-01;2;33207125.59;193268.86;0;10511332.6;22502524.13;1490238931.22;1205404798.4;249546124.57;619801960.49;34549136.36;35130383.42;254631116.39;11746077.17;200112535.43;0;0;0;0;0;0;84587435.21;0;0;0;0;0;0;0;0;0;0;134162.18;626736436.2;4723189.2;569425789.46;52587457.54;0;817353.55;0;100772263.18;107917.79;0;62066112.52;0;2416004.92;10769822.03;176949473.99
01.235.622/0001-61;2018-09-01;2;54741239.2;531635.03;0;10246025.7;43963578.47;1586615154.2;1306229356.49;300163768.33;619420629.98;36559779.41;34895353.35;298367332.79;16822492.63;194242152.65;0;0;0;0;0;0;86009482.88;0;0;0;0;0;0;0;0;0;0;134162.18;596772094.79;2831631.12;569509437.76;24431025.91;0;822178.35;0;82722130.02;1298930.3;0;104781475.9;0;2659811.19;14179031.1;206463556.86
01.235.622/0001-61;2018-10-01;2;43738863.88;389857.08;0;10299434.9;33049571.9;1636036562.11;1356443275.17;318285428.66;630007843.85;42212028.21;33397808.95;313978632.97;18561532.53;191361736.27;0;0;0;0;0;0;88097388.49;0;0;0;0;0;0;0;0;0;0;134162.18;598959322.21;2772702.21;572458480.9;23728139.1;0;846524.98;0;102580715.47;37196.79;0;115601038.77;0;2411187.31;13229454.22;234706117.54
01.235.622/0001-61;2018-11-01;3;36372481.25;2127390.24;0;10045002.5;24200088.51;1659185640.65;1381636811.86;323972660.75;627053631.13;42605741.78;28707630.16;338668434.4;20628713.64;191690660.95;0;0;0;0;0;0;85858167.84;0;0;0;0;0;0;0;0;0;0;0;615699601.07;3138146.77;590517877.88;22043576.42;0;1533019.4;0;102438561.42;179395.11;0;137644769.36;0;1849228.49;12887400.54;256532374.32
01.235.622/0001-61;2018-12-01;2;85418788.55;758751.05;0;10092592.4;74567445.1;1835749413.81;1452273466.12;344484168.09;616061517.1;50507578.83;26810144.14;379693462.95;34716595.01;299719570.03;0;0;0;0;0;0;83756377.66;0;0;0;0;0;0;0;0;0;0;0;595500998.66;2091409.9;570965272.53;22444316.23;0;1712269.05;0;102446446.09;198840.71;0;172593023.95;0;930897.52;78097565.42;355979042.74
01.356.517/0001-80;2018-01-01;1;2005591.38;317235.44;;;1688355.94;214570469.06;214570469.06;39800759.26;174769709.8;;;;;;;;;;;;;;;;;;;;;;;;10967493.57;9705769.29;899539.09;362185.19;87834219.54;;;604373.47;;1463396.39;;;;476029.53;90378018.93
01.356.517/0001-80;2018-02-01;1;2941912.21;336038.03;;;2605874.18;214808713.52;214808713.52;40038685.72;174770027.8;;;;;;;;;;;;;;;;;;;;;;;;11595975.38;10061460.01;853992.23;680523.14;87314219.54;;;604373.47;;1587775.72;;;;413293.84;89919662.57
01.356.517/0001-80;2018-03-01;1;9706651.86;394038.22;;;9312613.64;214980536.75;214980536.75;40208136.31;174772400.44;;;;;;;;;;;;;;;;;;;;;;;;11451081.37;9919991;801088.85;730001.52;86744219.54;;;604373.47;;1646860.63;;;;437293.36;89432747
01.356.517/0001-80;2018-04-01;1;14190017.76;551742.32;;;13638275.44;215155560.24;215155560.24;40383052.03;174772508.21;;;;;;;;;;;;;;;;;;;;;;;;11505904.51;10038375.89;736462.58;731066.04;86224219.54;;;604373.47;;1658663.14;;;;420387.99;88907644.14
01.356.517/0001-80;2018-05-01;1;16005219.9;455443.1;;;15549776.8;215676646.73;215676646.73;40902927.81;174773718.92;;;;;;;;;;;;;;;;;;;;;;;;11553190.65;10309447.9;650915.49;592827.26;83074219.54;;;604373.47;;1723342.87;;;;452629.66;85854565.54
