CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.332.266/0001-31;2017-01-01;1;2299064.35;1108803.16;0;0;1190261.19;455669598.78;455669598.78;0;455070860.14;0;0;0;598738.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4311737.79;3874091.45;0;437646.34;218218.58;57680.7;0;0;0;180306.67;0;0;603.22;643403.42;1100212.59
00.332.266/0001-31;2017-02-01;1;2934022.42;2297218.63;0;0;636803.79;456009262.06;456009262.06;0;455421423.04;0;0;0;587839.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4247342.91;3521572.39;0;725770.52;111243.24;57680.7;0;0;0;50332.52;0;0;603.22;657841.48;877701.16
00.332.266/0001-31;2017-03-01;1;4126314;1348196.02;0;0;2778117.98;455998362.44;455998362.44;0;455421423.04;0;0;0;576939.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4454840.19;3643292.41;0;811547.78;103164.92;57925.34;0;0;0;35026.8;0;0;603.22;659212.12;855932.4
00.332.266/0001-31;2017-04-01;1;3104598.8;2165085.51;0;0;939513.29;456415227.76;456415227.76;0;454853881;0;0;0;1561346.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3818114.36;3236535.76;0;581578.6;229395.21;57680.7;0;0;0;45505.42;0;0;603.22;751960.8;1085145.35
00.332.266/0001-31;2017-05-01;1;2173488.53;775023.29;0;0;1398465.24;457229777.16;457229777.16;0;454853881;0;0;0;2375896.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4171524.24;3317130.86;0;854393.38;259048.92;57680.7;0;0;0;169685.98;0;0;603.22;714260.33;1201279.15
00.332.266/0001-31;2017-06-01;1;2510224.05;1843224.05;0;0;667000;457321268.52;457321268.52;0;454853881;1923146.98;0;0;544240.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4502445.54;3740186.76;0;762258.78;891947.71;57680.7;0;0;0;85858.47;0;0;603.22;635887.05;1671977.15
00.332.266/0001-31;2017-07-01;1;4313832.18;598702.08;0;0;3715130.1;457764546.14;457764546.14;0;454853881;2377324.22;0;0;533340.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3798416.32;3130542.56;0;667873.76;258226.72;57680.7;0;0;0;214807.56;0;0;603.22;592288.14;1123606.34
00.332.266/0001-31;2017-08-01;1;2626815.25;772148.83;0;0;1854666.42;460155392.22;460155392.22;0;454853881;4779069.92;0;0;522441.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3948717.6;3479724.81;0;468992.79;236051.99;57680.69;0;0;0;123569.87;0;0;603.22;463191.1;881096.87
00.332.266/0001-31;2017-09-01;1;3530332.24;232042.73;0;0;3298289.51;461593484.66;461593484.66;0;454853881;6228061.98;0;0;511541.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4319405.99;3821267.68;0;498138.31;135650.4;57680.68;0;0;0;245384.2;0;0;603.22;260874.63;700193.13
00.332.266/0001-31;2017-10-01;1;3949998.82;439553.58;0;0;3510445.24;463170624.83;463170624.83;0;454853881;7816101.77;0;0;500642.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4438403.08;3988227.41;0;450175.67;127616.99;57680.68;0;0;0;84370.54;0;0;603.22;311617.1;581888.53
00.332.266/0001-31;2017-11-01;2;3231600.74;176448.02;0;0;3055152.72;464604103.09;464604103.09;0;454853881;9260479.65;0;0;489742.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4388097.1;4005955.11;0;382141.99;294109.9;57680.68;0;0;0;28319.33;0;0;603.22;407974.57;788687.7
00.332.266/0001-31;2017-12-01;2;2759062.34;1955465.16;0;0;803597.18;475805842.82;475805842.82;0;475327000;0;0;0;478842.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5987680.6;5610966.43;0;376714.17;731237.19;57680.68;0;0;0;0;0;0;603.22;215182.64;1004703.73
00.613.094/0001-74;2017-01-01;1;142169.75;142169.75;0;0;0;10294376.82;10294376.82;10294376.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178543443.87;0;170151630.84;8391813.03;0;0;0;0;0;0;0;0;0;4465974.42;4465974.42
00.613.094/0001-74;2017-02-01;1;44036.16;44036.16;0;0;0;10294376.82;10294376.82;10294376.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178575720.93;0;170250933.23;8324787.7;0;0;0;0;0;0;0;0;0;4452099.34;4452099.34
00.613.094/0001-74;2017-03-01;1;163751.62;163751.62;0;0;0;10294376.82;10294376.82;10294376.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178336041.78;0;170274531.54;8061510.24;0;0;0;0;0;0;0;0;0;4437427.32;4437427.32
00.613.094/0001-74;2017-04-01;1;138322.69;138322.69;0;0;0;10294376.82;10294376.82;10294376.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176521597.51;0;168658932.68;7862664.83;0;0;0;0;0;0;0;0;0;4426496.25;4426496.25
00.613.094/0001-74;2017-05-01;1;43552.23;43552.23;0;0;0;10294376.82;10294376.82;10294376.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174960763.57;0;167332313.14;7628450.43;0;0;0;0;0;0;0;0;0;4461503.99;4461503.99
00.613.094/0001-74;2017-06-01;1;103478.81;103478.81;0;0;0;10417026.17;10417026.17;10417026.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173695825.76;0;166405654.74;7290171.02;0;0;0;0;0;0;0;0;0;5215051.17;5215051.17
00.613.094/0001-74;2017-07-01;1;103490.99;103490.99;0;0;0;10417026.17;10417026.17;10417026.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172375327.56;0;165332378.58;7042948.98;0;0;0;0;0;0;0;0;0;5203339.54;5203339.54
00.613.094/0001-74;2017-08-01;1;78319.75;78319.75;0;0;0;10417026.17;10417026.17;10417026.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172147908.05;0;165403370.86;6744537.19;0;0;0;0;0;0;0;0;0;5239725.02;5239725.02
00.613.094/0001-74;2017-09-01;1;140968.33;140968.33;0;0;0;10417026.17;10417026.17;10417026.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172404928.61;0;166054339.38;6350589.23;0;0;0;0;0;0;0;0;0;5196598.33;5196598.33
00.613.094/0001-74;2017-10-01;1;49654.49;49654.49;0;0;0;10417026.17;10417026.17;10417026.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172508565.21;0;166329247.5;6179317.71;0;0;0;0;0;0;0;0;0;5195770.74;5195770.74
00.613.094/0001-74;2017-11-01;1;92173.25;92173.25;0;0;0;10417026.17;10417026.17;10417026.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172943245.67;0;167052435.03;5890810.64;0;0;0;0;0;0;0;0;0;4980673.46;4980673.46
00.613.094/0001-74;2017-12-01;1;18810.77;18810.77;0;0;0;10401662.56;10401662.56;10401662.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174153209.02;0;168302080.38;5851128.64;0;0;0;0;0;0;0;0;0;4862589.65;4862589.65
00.762.723/0001-28;2017-01-01;1;1266653.73;6367.21;0;0;1260286.52;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2445130.46;1617302.96;0;827827.5;1243711.02;27018.25;0;0;0;5281.07;0;0;0;0;1276010.34
00.762.723/0001-28;2017-02-01;1;1230366.09;3210.56;0;0;1227155.53;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2517509.05;1617601.11;0;899907.94;1118590.77;27080.63;0;0;0;0;0;0;0;0;1145671.4
00.762.723/0001-28;2017-03-01;2;1331734.81;8918.43;0;0;1322816.38;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2680232.87;1617601.11;0;1062631.76;1299001.22;26924.53;0;0;0;0;0;0;0;0;1325925.75
00.762.723/0001-28;2017-04-01;2;1208938.55;5681.83;0;0;1203256.72;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2811321.24;1670221.46;0;1141099.78;1188451.37;26777.57;0;0;0;0;0;0;0;0;1215228.94
00.762.723/0001-28;2017-05-01;1;1235427.66;3363.47;0;0;1232064.19;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3015927.88;1680324.56;0;1335603.32;1213460.87;27170.87;0;0;0;0;0;0;0;0;1240631.74
00.762.723/0001-28;2017-06-01;1;1240065.23;5654.64;0;0;1234410.59;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3108820.08;1664276.54;0;1444543.54;1214328.08;27018.32;0;0;0;0;0;0;0;0;1241346.4
00.762.723/0001-28;2017-07-01;1;1235535.34;5696.45;0;0;1229838.89;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3148847.14;1658649.54;0;1490197.6;1214997.04;26330.33;0;0;0;0;0;0;0;0;1241327.37
00.762.723/0001-28;2017-08-01;1;1274112.63;5007.3;0;0;1269105.33;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3302339.56;1658367.99;0;1643971.57;1239997.18;26169.96;0;0;0;0;0;0;0;0;1266167.14
00.762.723/0001-28;2017-09-01;1;1290438.24;5596.44;0;0;1284841.8;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3376527.75;1652505.05;0;1724022.7;1249995.98;27254.57;0;0;0;0;0;0;0;0;1277250.55
00.762.723/0001-28;2017-10-01;1;1282756.63;5941.01;0;0;1276815.62;120000000;120000000;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3451850.63;1640715.08;0;1811135.55;1248224.7;27270.32;0;0;0;0;0;0;0;0;1275495.02
00.762.723/0001-28;2017-11-01;1;1285380.11;5034.81;0;0;1280345.3;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3522885.55;1633278.7;0;1889606.85;1248806.44;27600.73;0;0;0;0;0;0;0;0;1276407.17
00.762.723/0001-28;2017-12-01;1;1326086.6;5629.24;0;0;1320457.36;121425000;121425000;0;121425000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2453697.79;569658.34;0;1884039.45;1249567.68;27372.37;0;0;0;5281.07;0;0;0;0;1282221.12
00.868.235/0001-08;2017-01-01;1;1535145.92;540838.43;0;0;994307.49;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1426909.26;734787.42;0;692121.84;318475.3;21435.93;0;0;0;5108.16;0;0;0;137635.48;482654.87
00.868.235/0001-08;2017-02-01;1;907479.15;554816.27;0;0;352662.88;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1421776.15;732938.32;0;688837.83;496386.82;22973.51;0;0;0;0;0;0;0;132193.89;651554.22
00.868.235/0001-08;2017-03-01;1;906558.2;591141.86;0;0;315416.34;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1639666.27;799413.31;0;840252.96;589499.84;22973.51;0;0;0;3384.16;0;0;0;123392.87;739250.38
00.868.235/0001-08;2017-04-01;1;680090.82;531626.94;0;0;148463.88;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1613995.23;810010.6;0;803984.63;379382.96;22973.51;0;0;0;0;0;0;0;94872.58;497229.05
00.868.235/0001-08;2017-05-01;1;609522.7;445615.81;0;0;163906.89;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1688019.67;896165.93;0;791853.74;309459.71;22973.51;0;0;0;0;0;0;0;89659.19;422092.41
00.868.235/0001-08;2017-06-01;1;625810.86;494232.27;0;0;131578.59;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1746430.97;982192.2;0;764238.77;324679.63;32615;0;0;0;2759.02;0;0;0;84440.4;444494.05
00.868.235/0001-08;2017-07-01;1;835106.86;471915.48;0;0;363191.38;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1809779.61;1037175.85;0;772603.76;544769.57;32615;0;0;0;9931.2;0;0;0;84440.4;671756.17
00.868.235/0001-08;2017-08-01;1;1027796.19;17568.16;0;0;1010228.03;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1607931.09;836795.23;0;771135.86;629508.96;32615;0;0;0;13398.41;0;0;0;87683.71;763206.08
00.868.235/0001-08;2017-09-01;1;1062575.88;489532.63;0;0;573043.25;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1570042.2;798906.34;0;771135.86;749465.44;32615;0;0;0;2716.35;0;0;0;84415.58;869212.37
00.868.235/0001-08;2017-10-01;1;930126.04;573253.88;0;0;356872.16;99457300;99457300;0;99457300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1581804.15;810668.29;0;771135.86;629297.27;32615;0;0;0;9931.2;0;0;0;97480.43;769323.9
00.868.235/0001-08;2017-11-01;1;898069.79;17545.9;0;0;880523.89;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1732275.99;961140.13;0;771135.86;599479.03;32615;0;0;0;2452;0;0;0;102052.8;736598.83
00.868.235/0001-08;2017-12-01;1;1028442.45;576974.87;0;0;451467.58;98600000;98600000;0;98600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1629348.88;885865.07;0;743483.81;733024.12;32615;0;0;0;2871.33;0;0;0;128526.35;897036.8
01.201.140/0001-90;2017-01-01;1;10269026.34;785159.7;0;0;9483866.64;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7698429.7;6177149.1;0;1521280.6;5818724.12;57051.08;0;0;0;1342469.68;0;0;0;213484.48;7431729.36
01.201.140/0001-90;2017-02-01;1;8750282.56;540044.44;0;0;8210238.12;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7315231.16;5667106.31;0;1648124.85;8440909.89;56687.36;0;0;0;1163987.15;0;0;0;232383.47;9893967.87
01.201.140/0001-90;2017-03-01;1;8267741.59;433942;0;0;7833799.59;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7430815.08;5815589.8;0;1615225.28;7853695.51;57009.12;0;0;0;985504.62;0;0;0;213484.48;9109693.73
01.201.140/0001-90;2017-04-01;1;8469199.36;290814.15;0;0;8178385.21;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7626081.49;5900972.05;0;1725109.44;8049603.71;56753.77;0;0;0;807022.09;0;0;0;213484.48;9126864.05
01.201.140/0001-90;2017-05-01;1;8818693.02;190923.06;0;0;8627769.96;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7859235.94;6213058.26;0;1646177.68;8244153.65;56800.99;0;0;0;628539.56;0;0;0;213484.48;9142978.68
01.201.140/0001-90;2017-06-01;1;5447414.11;9504.66;0;0;5437909.45;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7877914.39;6074582.49;0;1803331.9;8273660.15;56534.02;0;0;0;450057.03;0;0;0;213484.48;8993735.68
01.201.140/0001-90;2017-07-01;1;5551762.07;9676.81;0;0;5542085.26;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7857142.2;6152258.82;0;1704883.38;4664516.79;56856.53;0;0;0;271574.5;0;0;0;213484.48;5206432.3
01.201.140/0001-90;2017-08-01;1;6045046.21;833568.19;0;0;5211478.02;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7570830.19;5986638.97;0;1584191.22;4885210.09;56870.32;0;0;0;93091.97;0;0;0;213484.48;5248656.86
01.201.140/0001-90;2017-09-01;1;6128138.84;1267391.55;0;0;4860747.29;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7599839.68;5977674.99;0;1622164.69;3793819.66;56978.37;0;0;0;0;0;0;0;213484.48;4064282.51
01.201.140/0001-90;2017-10-01;1;5800848.18;575476.69;0;0;5225371.49;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7989366.54;6462917.25;0;1526449.29;4885129.33;56892.64;0;0;0;0;0;0;0;213484.48;5155506.45
01.201.140/0001-90;2017-11-01;1;6016937;1326686.03;0;0;4690250.97;674020112;674020112;0;674020112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8180969.91;6637726.15;0;1543243.76;4880636.95;56926.99;0;0;0;;0;0;0;213484.48;5151048.42
01.201.140/0001-90;2017-12-01;1;6626207.06;379428.83;0;0;6246778.23;774051000;774051000;0;774051000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11236117.96;9669012.1;0;1567105.86;8370872.61;65567.88;0;0;0;0;0;0;0;213484.48;8649924.97
01.235.622/0001-61;2017-01-01;2;92317211.52;1206505.47;0;0;91110706.05;1405229100.26;1066527518.8;244070728.5;644504604.76;73315913.8;6391459.09;97628117.35;616695.3;259792186.16;0;0;0;0;0;0;78829483.12;0;0;0;0;0;0;0;0;0;0;79912.18;586293726.14;15086939.11;561564727.98;9642059.05;0;842337.91;0;36519987.58;6777250.92;0;0;0;1723495.94;23007540.54;68870612.89
01.235.622/0001-61;2017-02-01;2;82578413.98;828128.3;0;0;81750285.68;1417126167.6;1073879109.11;247017380.61;644324567.6;75073090.54;8914459.96;97852430.68;697179.72;262405729.76;0;0;0;0;0;0;80761416.55;0;0;0;0;0;0;0;0;0;0;79912.18;568962080.48;14922706.51;546593140.41;7446233.56;0;839568.52;0;36518349.45;6709428.69;0;0;0;1723495.94;6772412.03;52563254.63
01.235.622/0001-61;2017-03-01;2;81669042.81;289825.05;0;0;81379217.76;1415662192.26;1069185502.69;248263062.76;645975087.16;75585914.18;4051414.15;94584668.02;725356.42;264491285.36;0;0;0;0;0;0;81905492.03;0;0;0;0;0;0;0;0;0;0;79912.18;553878706.19;15186128.69;534916720.64;3775856.86;0;840041.02;0;36489756.33;6836874.37;0;0;0;1723495.94;5324838.56;51215006.22
01.235.622/0001-61;2017-04-01;2;80377824.36;665811.56;0;0;79712012.8;1407310124.21;1068288370.26;251279789.02;644455765.03;76478506.69;4051414.15;91261841.97;761053.4;256885976.14;0;0;0;0;0;0;82055865.63;0;0;0;0;0;0;0;0;0;0;79912.18;575523991.71;16000606.37;532177958.61;27345426.73;0;833329.15;0;30470370;6757640.16;0;0;0;1723495.94;5662609.26;45447444.51
01.235.622/0001-61;2017-05-01;2;110675151.3;108554.31;0;0;110566596.99;1395992709.5;1068689427.62;251564707.44;645104731.46;76827304.18;3652611.78;90184243.4;1355829.36;246730094.35;0;0;0;0;0;0;80493275.35;0;0;0;0;0;0;0;0;0;0;79912.18;552055815.87;16601553.08;508023502.55;27430760.24;0;840733.14;0;30479573.38;3761158.78;0;0;0;1723495.94;9475506.06;46280467.3
01.235.622/0001-61;2017-06-01;2;107496889.65;970951.65;0;0;106525938;1394378431.63;1070046196.49;255427001.52;645629237.18;78476415.21;3057620.04;86535500.42;920422.12;243455008.08;0;0;0;0;0;0;80797314.88;0;0;0;0;0;0;0;0;0;0;79912.18;555758410.73;16961257.35;510148391.93;28648761.45;0;838515.93;0;27987719.19;6384736.98;0;0;0;1723495.94;4594103.64;41528571.68
01.235.622/0001-61;2017-07-01;2;115012997.68;103402.15;0;0;114909595.53;1397266450.61;1075050587.48;255979707.4;646983169.54;79305883.03;3057620.04;88782190.26;942017.21;239909508.97;0;0;0;0;0;0;82226441.98;0;0;0;0;0;0;0;0;0;0;79912.18;553509195.74;17394559.82;505582122.61;30532513.31;0;1678559.75;0;26755813.27;6474892.79;0;0;0;1723495.94;4706556.08;41339317.83
01.235.622/0001-61;2017-08-01;2;122425181.07;469533.28;0;0;121955647.79;1355928874.74;1034142870.45;257054756.87;605347983.74;82209032.09;2209318.81;86346104.53;975674.41;238876592.83;0;0;0;0;0;0;82829499.28;0;0;0;0;0;0;0;0;0;0;79912.18;609278225.07;17881505.91;558440438.51;32956280.65;0;843518.48;0;26763986.61;5108123.74;0;0;0;1723495.94;5751154.26;40190279.03
01.235.622/0001-61;2017-09-01;2;156506280.14;243943.8;0;0;156262336.34;1377811806.91;1051629150.12;214689385.94;621626344.98;83900206.95;2909318.81;127475236.39;1028657.05;239417468.45;0;0;0;0;0;0;86685276.16;0;0;0;0;0;0;0;0;0;0;79912.18;555026853.94;18131467.4;500390926.31;36504460.23;0;853098.76;0;26770580.07;5109525.13;0;0;0;1723495.94;6005681.49;40462381.39
01.235.622/0001-61;2017-10-01;2;160482576.36;931773.64;0;0;159550802.72;1390077492.65;1067293097.97;217005421.9;622748026.95;85993463.35;2923345.08;125132239.8;13490600.89;236147363.67;0;0;0;0;0;0;86557118.83;0;0;0;0;0;0;0;0;0;0;79912.18;547419671.26;18652716.11;502094772;26672183.15;0;853699;0;26777262.72;5094833.83;0;198876.2;0;1723495.94;5623657.03;40271824.72
01.235.622/0001-61;2017-11-01;2;142804563.31;536038.84;0;0;142268524.47;1341258370.64;1023694819.37;234500725.78;616447558.27;38198772.45;25845383.38;95497452.04;13204927.45;237614785.65;0;0;0;0;0;0;79814603.44;0;0;0;0;0;0;0;0;0;0;134162.18;548029525.64;19142489.63;496352993.97;32534042.04;0;857376.43;0;28283171.3;4002301.68;0;214670.31;0;1451226.11;5761236.23;40569982.06
01.235.622/0001-61;2017-12-01;2;183591907.51;211688.55;0;10092823.6;173287395.36;1406633304.48;1098892418.8;312630193.54;615214360.31;39398710.78;25330654.76;94033776.39;12284723.02;229716589.52;0;0;0;0;0;0;77890133.98;0;0;0;0;0;0;0;0;0;0;134162.18;532720791.38;18972733.81;478080120.49;35667937.08;0;829798.96;0;65335619.49;4865850.72;0;327260.3;0;15451226.11;5817525.17;92627280.75
01.356.517/0001-80;2017-01-01;1;34616074.42;477479.76;;;34138594.66;213061771.11;213061771.11;38760649.89;174301121.22;;;;;;;;;;;;;;;;;;;;;;;;11207764.16;9064066.71;1769351.7;374345.75;119543675.33;;;2404373.47;;1750095.46;;;;468124.13;124166268.39
01.356.517/0001-80;2017-02-01;1;35899663.65;952111.4;;;34947552.25;213243727.35;213243727.35;38760649.89;174483077.46;;;;;;;;;;;;;;;;;;;;;;;;11703747.88;9395861.23;1671662.63;636224.02;119023675.33;;;1604373.47;;1758890.53;;;;412536.24;122799475.57
01.356.517/0001-80;2017-03-01;1;15384692.07;882805.31;;;14501886.76;213259345.31;213259345.31;38760649.89;174498695.42;;;;;;;;;;;;;;;;;;;;;;;;11975140.04;9537840.35;1628661;808638.69;91293675.33;;;1604373.47;;1801143.58;;;;566866.04;95266058.42
01.356.517/0001-80;2017-04-01;1;20444038.03;391773.78;;;20052264.25;213339881.64;213339881.64;38760649.89;174579231.75;;;;;;;;;;;;;;;;;;;;;;;;11737693.98;9350708.19;1578313.26;808672.53;90773675.33;;;1204373.47;;1820308.64;;;;687995.79;94486353.23
01.356.517/0001-80;2017-05-01;1;4026151.7;413557.46;;;3612594.24;213377075.49;213377075.49;38841186.22;174535889.27;;;;;;;;;;;;;;;;;;;;;;;;12016007.03;9305395.96;1547718;1162893.07;69573675.33;;;1004373.47;;1533022.98;;;;554660.28;72665732.06
01.356.517/0001-80;2017-06-01;1;8108123.32;639762.11;;;7468361.21;213559298.22;213559298.22;38841186.22;174718112;;;;;;;;;;;;;;;;;;;;;;;;11274226.1;9438931.86;1492798.54;342495.7;93699427.78;;;804373.47;;1411909.76;;;;6165049.57;102080760.58
01.356.517/0001-80;2017-07-01;1;2220886.86;464773.94;;;1756112.92;213572739.94;213572739.94;38868309.14;174704430.8;;;;;;;;;;;;;;;;;;;;;;;;11171144.89;9439252.98;1410738.49;321153.42;82529427.78;;;604373.47;;1425594.27;;;;6185497.43;90744892.95
01.356.517/0001-80;2017-08-01;1;2057100.33;485579.99;;;1571520.34;213591531.3;213591531.3;38871010.63;174720520.67;;;;;;;;;;;;;;;;;;;;;;;;11172086.83;9491755.9;1357595.56;322735.37;82009427.78;;;604373.47;;1448287.08;;;;1003831.59;85065919.92
01.356.517/0001-80;2017-09-01;1;6396269.54;493573.31;;;5902696.23;213669944.92;213669944.92;38944900.56;174725044.36;;;;;;;;;;;;;;;;;;;;;;;;11407990.01;9774878.22;1309881.84;323229.95;81489427.78;;;604373.47;;1461423.27;;;;536130.62;84091355.14
01.356.517/0001-80;2017-10-01;1;10617917.28;147913.31;;;10470003.97;214019686.35;214019686.35;39164456.77;174855229.58;;;;;;;;;;;;;;;;;;;;;;;;11455642.45;9847072.96;1282902.22;325667.27;80869427.78;;;604373.47;;1449505.67;;;;448771.02;83372077.94
