CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
14.217.108/0001-45;2019-06-01;1;3460818.38;173804.8;3287013.58;0;0;258601302.08;258601302.08;30778000;220126302.08;0;7697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;7188018.95;3655975.62;0;3532043.33;1828950;494678.92;0;0;0;0;0;0;0;367800.47;2691429.39
14.217.108/0001-45;2019-07-01;1;3491945.4;115072.93;3376872.47;0;0;258617989.63;258617989.63;30778000;220142989.63;0;7697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;7238369.94;3682674.84;0;3555695.1;1828950;492968.44;0;0;0;0;0;0;0;481811.31;2803729.75
14.217.108/0001-45;2019-08-01;1;3633282.99;125702.89;3507580.1;0;0;258617989.63;258617989.63;30778000;220142989.63;0;7697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;7079820.96;3503437.01;0;3576383.95;1828950;492195.94;0;0;0;0;0;0;0;466546.78;2787692.72
14.217.108/0001-45;2019-09-01;1;3799921.49;255331.88;3544589.61;0;0;258617989.63;258617989.63;30778000;220142989.63;0;7697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;6936971.49;3383964;0;3553007.49;1828950;484702.64;0;0;0;0;0;0;0;461836.67;2775489.31
14.217.108/0001-45;2019-10-01;1;4035177.44;89504.49;3945672.95;0;0;258723962.12;258723962.12;30778000;220248962.12;0;7697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;6627475.03;3045886.97;0;3581588.06;1828950;481124.09;0;0;0;0;0;0;0;462417.3;2772491.39
14.217.108/0001-45;2019-11-01;1;3595081.75;72237.9;3522843.85;0;0;259025441.69;259025441.69;30778000;220550441.69;0;7697000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;6619246.36;3028323.97;0;3590922.39;1828950;470197.34;0;0;0;0;0;0;0;461839.04;2760986.38
14.217.108/0001-45;2019-12-01;1;3711830.49;113017.75;3598812.74;0;0;281223358.96;281223358.96;32344268.98;241027192.02;0;7851897.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;6470571.33;2809617.91;0;3660953.42;1849500;473567.64;0;0;0;0;0;0;0;469350.13;2792417.77
14.365.190/0001-55;2019-01-01;1;210332.3;622.69;;;209709.61;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53599.38;50981.19;0;2618.19;0;20880.67;0;0;0;0;0;0;0;16693.57;37574.24
14.365.190/0001-55;2019-02-01;1;129480.01;688.83;;;128791.18;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;52256.98;50981.19;0;1275.79;0;20880.67;0;0;0;0;0;0;0;16064.08;36944.75
14.365.190/0001-55;2019-03-01;1;74698.93;1128.07;;;73570.86;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;50981.19;50981.19;0;0;0;20880.67;0;0;0;0;0;0;0;15787.76;36668.43
14.365.190/0001-55;2019-04-01;1;1614973.72;1633.48;;;1613340.24;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;54026.99;50981.19;0;3045.8;0;20880.67;0;0;0;0;0;0;0;16365.87;37246.54
14.365.190/0001-55;2019-05-01;1;1575626.92;1780.12;;;1573846.8;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;52256.98;50981.19;0;1275.79;0;20880.67;0;0;0;0;0;0;0;16887.63;37768.3
14.365.190/0001-55;2019-06-01;1;1532112.72;1039.29;;;1531073.43;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;51441.89;50981.19;0;460.7;1216233.8;20880.67;0;0;0;0;0;0;0;15930.75;1253045.22
14.365.190/0001-55;2019-07-01;1;269703.52;959.29;;;268744.23;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53675.37;50981.19;0;2694.18;0;20880.67;0;0;0;0;0;0;0;17086.23;37966.9
14.365.190/0001-55;2019-08-01;1;215244.28;568.96;;;214675.32;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;52577.11;50981.19;0;1595.92;0;20880.67;0;0;0;0;0;0;0;16768.92;37649.59
14.365.190/0001-55;2019-09-01;1;110438.37;186.81;;;110251.56;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;50981.19;50981.19;0;0;0;20880.67;0;0;0;0;0;0;0;16450.55;37331.22
14.365.190/0001-55;2019-10-01;1;54087.71;321.25;;;53766.46;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53951.93;50981.19;0;2970.74;0;20880.67;0;0;0;0;0;0;0;17066.91;37947.58
14.365.190/0001-55;2019-11-01;1;500597.66;124.85;;;500472.81;78465799.28;78465799.28;0;78465799.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;52366.22;50981.19;0;1385.03;0;20880.67;0;0;0;0;0;0;0;16139.53;37020.2
14.365.190/0001-55;2019-12-01;1;424564.12;311.15;;;424252.97;79546792.85;79546792.85;0;79546792.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;51265.91;50981.19;0;284.72;0;20880.67;0;0;0;0;0;0;0;36253.25;57133.92
14.376.247/0001-11;2019-01-01;1;1754982.04;181.63;0;261205.27;1493595.14;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1004645.01;696522.94;0;308122.07;901388.07;38884.79;0;0;0;0;0;0;0;629338.26;1569611.12
14.376.247/0001-11;2019-02-01;1;1804609.1;198.5;0;261957.17;1542453.43;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;850695.32;646776.38;0;203918.94;905387.68;39198.34;0;0;0;0;0;0;0;511326.43;1455912.45
14.376.247/0001-11;2019-03-01;1;1857159.3;180.02;0;231600.66;1625378.62;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;936181.84;743955.52;0;192226.32;1089402.6;38596.75;0;0;0;0;0;0;0;476408.12;1604407.47
14.376.247/0001-11;2019-04-01;2;1817280.35;203.2;0;207766.49;1609310.66;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;990492.34;732387.01;0;258105.33;1152105.04;39061.83;0;0;0;0;0;0;0;414855.45;1606022.32
14.376.247/0001-11;2019-05-01;1;1758642.62;198.5;0;208688.08;1549756.04;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1070653.8;759902.69;0;310751.11;1189733.57;39484.81;0;0;0;0;0;0;0;356269.99;1585488.37
14.376.247/0001-11;2019-06-01;1;1810914.8;360.69;0;209415.64;1601138.47;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;867871.37;574262.34;0;293609.03;1017676.49;39484.81;0;0;0;0;0;0;0;352493.29;1409654.59
14.376.247/0001-11;2019-07-01;1;1830477.92;299.24;0;210339.6;1619839.08;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;799568.42;567068.96;0;232499.46;1059720.04;41177.64;0;0;0;0;0;0;0;338226.84;1439124.52
14.376.247/0001-11;2019-08-01;1;1808458.87;159.79;0;141037.05;1667262.03;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;911227.61;764413.49;0;146814.12;1154511.92;41839.24;0;0;0;0;0;0;0;267740.29;1464091.45
14.376.247/0001-11;2019-09-01;1;1986835.41;95.31;0;178615.38;1808124.72;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;912438.44;845385.5;0;67052.94;1227789.71;42221.94;0;0;0;0;0;0;0;258019.99;1528031.64
14.376.247/0001-11;2019-10-01;1;2145261.68;192.7;0;283680.37;1861388.61;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;996920.63;968814;0;28106.63;1285652.39;42322.9;0;0;0;0;0;0;0;353809.49;1681784.78
14.376.247/0001-11;2019-11-01;1;2142295.31;81.56;0;284668.62;1857545.13;91898000;91898000;0;91898000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1137935.26;1100784.41;0;37150.85;1338782.76;42273.06;0;0;0;0;0;0;0;353872.65;1734928.47
14.376.247/0001-11;2019-12-01;1;2312740.82;198.9;0;325685.33;1986856.59;92132000;92132000;0;92132000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1167905.02;1114629.9;0;53275.12;1328815.54;42295.04;0;0;0;0;0;0;0;394632.02;1765742.6
14.410.722/0001-29;2019-01-01;1;39477222.8;239296.34;0;0;39237926.46;1602681148.08;1515394497.52;0;1515394497.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9258086.76;;0;78028563.8;;0;0;159404.07;0;0;159404.07;286153.56;537484.32;0;0;0;0;0;0;0;774018.83;1597656.71
14.410.722/0001-29;2019-02-01;1;37106489.38;239677.85;0;0;36866811.53;1603391192.75;1515646123.37;0;1515646123.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9378000.08;;0;78367069.3;;0;0;209521.72;102679.36;0;106842.36;297541.83;480278.21;0;0;0;0;0;0;0;788867.51;1566687.55
14.410.722/0001-29;2019-03-01;1;36010666.6;239541.64;0;0;35771124.96;1603729244.17;1515646123.37;0;1515646123.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9393111.6;;0;78690009.2;;0;0;99029.14;0;0;99029.14;311072.08;462157.98;0;0;0;0;0;0;0;804954.75;1578184.81
14.410.722/0001-29;2019-04-01;1;33484409.76;237166.86;0;0;33247242.9;1604661192.38;1516146086.9;0;1516146086.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9466612.68;;0;79048492.8;;0;0;947989.64;836821.68;0;111167.96;323490.36;511328.46;0;0;0;0;0;0;0;763257.85;1598076.67
14.410.722/0001-29;2019-05-01;1;31769226.04;246930.07;0;0;31522295.97;1605226563.54;1516256509.23;0;1516256509.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9544255.71;;0;79425798.6;;0;0;9055072.49;8950787.48;0;104285.01;331624.7;540198.38;0;0;0;0;0;0;0;822769.68;1694592.76
14.410.722/0001-29;2019-06-01;1;110096255.74;268667.09;0;0;109827588.65;1512029081.77;1502417182.05;0;1502417182.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9611899.72;;0;0;;0;0;17385043.49;17272409.64;0;112633.85;344325.83;474274.32;0;0;0;0;0;0;0;749438.13;1568038.28
14.410.722/0001-29;2019-07-01;1;108180977.92;242276.15;0;0;107938701.77;1512697543.45;1503003070.9;0;1503003070.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9694472.55;;0;0;;0;0;17395752.86;17272409.59;0;123343.27;357385.64;594000.88;0;0;0;0;0;0;0;716507.68;1667894.2
14.410.722/0001-29;2019-08-01;1;107037164.86;227929.29;0;0;106809235.57;1512803344.42;1503029225.54;0;1503029225.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9774118.88;;0;0;;0;0;17210112.76;17093046.91;0;117065.85;369469.82;575971.64;0;0;0;0;0;0;0;709634.22;1655075.68
14.410.722/0001-29;2019-09-01;1;103545476.13;241399.22;0;0;103304076.91;1514430841.08;1504588164.29;0;1504588164.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9842676.79;;0;0;;0;0;17297806.11;17123995.77;0;173810.34;382677.49;551469.52;0;0;0;0;0;0;0;740062.4;1674209.41
14.410.722/0001-29;2019-10-01;1;101764306.1;219364.12;0;0;101544941.98;1514506674.1;1504588164.29;0;1504588164.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9918509.81;;0;0;;0;0;17346452.52;17093046.82;0;253405.7;385357.03;605529.24;0;0;0;0;0;0;0;741169.27;1732055.54
14.410.722/0001-29;2019-11-01;1;100330037.27;209407.76;0;0;100120629.51;1514569885.73;1504588164.29;0;1504588164.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9981721.44;;0;0;;0;0;17402960.79;17093046.78;0;309914.01;398531.82;544837.36;0;0;0;0;0;0;0;634928.33;1578297.51
14.410.722/0001-29;2019-12-01;1;97410352.18;223865.72;0;0;97186486.46;1514633811.04;1504588164.29;0;1504588164.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10045646.75;;0;0;;0;0;17371951.26;17016046.78;0;355904.48;411645.3;592471.44;0;0;0;0;0;0;0;790557.45;1794674.19
14.413.342/0001-48;2019-01-01;1;12286770.05;98267.31;;;12188502.74;333368870.77;333368870.77;;333368870.77;;;;;;;;;;;;;;;;;;;;;;;;;;2456360.94;2455287.49;;1073.45;;242057.58;;;;;;;;121072.45;363130.03
14.413.342/0001-48;2019-02-01;1;14170791.1;25590.81;;;14145200.29;333511273.19;333511273.19;;333511273.19;;;;;;;;;;;;;;;;;;;;;;;;;;2456360.94;2455287.49;;1073.45;;221427.42;;;;;;;;63211.14;284638.56
14.413.342/0001-48;2019-03-01;1;14037113.77;5894.27;;;14031219.5;335736958.11;335736958.11;;335736958.11;;;;;;;;;;;;;;;;;;;;;;;;;;2456360.94;2455287.49;;1073.45;;211625.92;;;;;;;;37889.58;249515.5
14.413.342/0001-48;2019-04-01;1;16195745.77;60251.95;;;16135493.82;335736958.11;335736958.11;;335736958.11;;;;;;;;;;;;;;;;;;;;;;;;;;2456360.94;2455287.49;;1073.45;;235336.39;;;;;;;;32062.2;267398.59
14.413.342/0001-48;2019-05-01;1;18308134.9;5890.22;;;18302244.68;335736958.11;335736958.11;;335736958.11;;;;;;;;;;;;;;;;;;;;;;;;;;2518403.33;2517329.88;;1073.45;;248043.78;;;;;;;;39298.65;287342.43
14.413.342/0001-48;2019-06-01;1;13371944.3;3961.42;;;13367982.88;342794475.24;342794475.24;;342794475.24;;;;;;;;;;;;;;;;;;;;;;;;;;2556539.32;2555465.88;;1073.44;;215522.37;;;;;;;;44926.75;260449.12
14.413.342/0001-48;2019-07-01;1;15633355.95;27784.22;;;15605571.73;342794475.24;342794475.24;;342794475.24;;;;;;;;;;;;;;;;;;;;;;;;;;2556398.75;2555325.3;;1073.45;;262474;;;;;;;;37629.52;300103.52
14.413.342/0001-48;2019-08-01;1;17815446.53;11722.63;;;17803723.9;342794475.24;342794475.24;;342794475.24;;;;;;;;;;;;;;;;;;;;;;;;;;2597453.92;2567718.83;;29735.09;;252669.46;;;;;;;;41168.09;293837.55
14.413.342/0001-48;2019-09-01;1;9948622.71;12345.12;;;9936277.59;352848011.19;342856469.82;;342856469.82;;;;;;;;;;;;9991541.37;;;;;;;;;;;;;;2590826.34;2568256.64;;22569.7;;242645.61;;;;;;;;45466.95;288112.56
14.413.342/0001-48;2019-10-01;1;11668165.76;22528.05;;;11645637.71;353093578.86;343119450.35;;343119450.35;;;;;;;;;;;;9974128.51;;;;;;;;;;;;;;2635064.08;2619659.72;;15404.36;;267247.83;;;;;;;;37305.99;304553.82
14.413.342/0001-48;2019-11-01;1;15464526.63;5198.6;;;15459328.03;353104479.58;343143380;;343143380;;;;;;;;;;;;9961099.58;;;;;;;;;;;;;;676698.98;668460.12;;8238.86;;234001.27;;;;;;;;38845.3;272846.57
14.413.342/0001-48;2019-12-01;1;17514348.3;10283.69;;;17504064.61;353441895.99;343502041.21;;343502041.21;;;;;;;;;;;;9939854.78;;;;;;;;;;;;;;670071.38;668997.93;;1073.45;;246740.23;;;;;;;;28000.16;274740.39
14.422.044/0001-14;2019-01-01;1;9364612.88;0;0;0;9364612.88;202104152.31;0;0;0;0;0;0;0;0;0;0;0;0;0;189743.24;49249256.7;0;0;0;0;0;0;139956504.57;;0;12708647.8;;0;0;6283.13;0;0;6283.13;2899049.91;125549.12;898836.69;0;0;0;0;0;1524213.65;60923.94;5508573.31
14.422.044/0001-14;2019-02-01;1;23298139.87;0;0;0;23298139.87;189388985.92;0;0;0;0;0;0;0;0;0;0;0;0;0;191908.6;37522017.36;0;0;0;0;0;0;138908716.86;;0;12766343.1;;0;0;3060.93;0;0;3060.93;2913358.26;114725.53;872626.58;0;0;0;0;0;1524213.65;282222.9;5707146.92
14.422.044/0001-14;2019-03-01;1;27447124.3;0;0;0;27447124.3;186715710.93;0;0;0;0;0;0;0;0;0;0;0;0;0;194169.6;37502532.26;0;0;0;0;0;0;136197612.87;;0;12821396.2;;0;0;0;0;0;0;2927016.61;109575.85;1264592.32;0;0;0;0;0;1524213.65;384013.51;6209411.94
14.422.044/0001-14;2019-04-01;1;19461179.49;2;0;0;19461177.49;196012320.61;0;0;0;0;0;0;0;0;0;0;0;0;0;196842.62;37107476.95;0;0;0;0;0;0;158708001.04;;0;0;;0;0;6605.35;0;0;6605.35;2942187.18;121615.17;824946.3;0;0;0;0;0;2324558.65;235551.97;6448859.27
14.422.044/0001-14;2019-05-01;1;10302913.4;0;0;0;10302913.4;206659075.61;0;0;0;0;0;0;0;0;0;0;0;0;0;200024.75;40006536.86;0;0;0;0;0;0;166452514;;0;0;;0;0;3060.93;0;0;3060.93;2958164.51;128121.96;1082548.86;0;0;0;0;0;2324558.65;305269.78;6798663.76
14.422.044/0001-14;2019-06-01;1;7046697.69;0;0;0;7046697.69;202286624.79;0;0;0;0;0;0;0;0;0;0;0;0;0;202281.39;40463202.63;0;0;0;0;0;0;161621140.77;;0;0;;0;0;0;0;0;0;0;108623.53;6105.57;0;0;0;0;0;4247757.37;57739.87;4420226.34
14.422.044/0001-14;2019-07-01;1;8417257.85;0;0;0;8417257.85;201046337.7;0;0;0;0;0;0;0;0;0;0;0;0;0;204562.39;40612630.65;0;0;0;0;0;0;160229144.66;;0;0;;0;0;6157.96;0;0;6157.96;0;130952.07;249337.76;0;0;0;0;0;4247757.37;38110.11;4666157.31
14.422.044/0001-14;2019-08-01;1;10207026.14;0;0;0;10207026.14;199637995.94;0;0;0;0;0;0;0;0;0;0;0;0;0;206804.98;40752415.09;0;0;0;0;0;0;158678775.87;;0;0;;0;0;3007.34;0;0;3007.34;0;125247.47;537851.95;0;0;0;0;0;4247757.37;40377.61;4951234.4
14.422.044/0001-14;2019-09-01;1;13240219.97;0;0;0;13240219.97;197062192.67;0;0;0;0;0;0;0;0;0;0;0;0;0;209074.02;40878822.79;0;0;0;0;0;0;155974295.86;;0;0;;0;0;0;0;0;0;0;119593.94;744680.92;0;0;0;0;0;4247757.37;44558.19;5156590.42
14.422.044/0001-14;2019-10-01;1;29876557.98;0;0;0;29876557.98;181651868.2;0;0;0;0;0;0;0;0;0;0;0;0;0;211357.28;41024420.99;0;0;0;0;0;0;140416089.93;;0;0;;0;0;6377.76;0;0;6377.76;0;131398.22;974892.64;0;0;0;0;0;4247757.37;47844.92;5401893.15
14.422.044/0001-14;2019-11-01;1;38717806.54;0;0;0;38717806.54;99429724.67;0;0;0;0;0;0;0;0;0;0;0;0;0;213386.48;55022434.39;0;0;0;0;0;0;44193903.8;;0;0;;0;0;3266.66;0;0;3266.66;0;83834.87;1148678.68;0;0;0;0;0;4247757.37;51357.89;5531628.81
14.422.044/0001-14;2019-12-01;1;41315186.63;0;0;0;41315186.63;97213738.86;0;0;0;0;0;0;0;0;0;0;0;0;0;216125.26;40373803.8;0;0;0;0;0;0;56623809.8;;0;0;;0;0;30944.78;0;0;30944.78;0;77524.47;232978.97;0;0;0;0;0;5030757.54;54096.21;5395357.19
14.423.780/0001-97;2019-01-01;1;17463213.36;53649.67;17409563.69;;;113453940.14;17038698.58;;;;5925886.45;;11112812.13;;;;;;;;;;;;;76373521.65;;20041719.91;;;;;;;3845.52;;;3845.52;;229280.66;;;;;;;;110532.14;339812.8
14.423.780/0001-97;2019-02-01;1;18059274.7;46511.16;18012763.54;;;115907399.75;16635148.4;;;;3006455.91;;13628692.49;;;;;;;;;;;;;79211835.16;;20060416.19;;;;;;;11071.97;;;11071.97;4299999.85;208299.65;;;;;;;;130926.12;4639225.62
14.423.780/0001-97;2019-03-01;1;14874294.2;42120.3;14832173.9;;;113853890.94;15949332.52;;;;2525529.3;;13423803.22;;;;;;;;;;;;;78110489.84;;19794068.58;;;;;;;8077.18;;;8077.18;108646.85;194770.05;;;;;;;;2504449.04;2807865.94
14.423.780/0001-97;2019-04-01;1;13438217.58;40910.4;13397307.18;;;110892437.17;15648671.25;;;;2475134.17;;13173537.08;;;;;;;;;;;;;75772480.68;;19471285.24;;;;;;;11509.45;;;11509.45;650000;210060.42;;;;;;;;2463572.15;3323632.57
14.423.780/0001-97;2019-05-01;1;16994396.81;42483.46;16951913.35;;;102663952.14;15152877.39;;;;2227021.21;;12925856.18;;;;;;;;;;;;;69364519.69;;18146555.06;;;;;;;8111.47;;;8111.47;495000;211008.04;;;;;;;;14651124.77;15357132.81
14.423.780/0001-97;2019-06-01;1;1972188.93;41914.92;1930274.01;;;96513119.71;15141226.62;;2215370.44;;;;12925856.18;;;;;;;;;;;;;63905337.17;;17466555.92;;;;;;;5830.9;;;5830.9;;157007.05;;;;;;;;144083.19;301090.24
14.423.780/0001-97;2019-07-01;1;5448341.32;43014.87;5405326.45;;;93477647.44;14659166.98;;1733310.8;;;;12925856.18;;;;;;;;;;;;;64213081.09;;14605399.37;;;;;;;8420.06;;;8420.06;;179525.64;;;;;;;;186801.52;366327.16
14.423.780/0001-97;2019-08-01;1;6438297.32;24508.27;6413789.05;;;88825595.29;13536595.85;;;;610739.67;;12925856.18;;;;;;;;;;;;;60564655.87;;14724343.57;;;;;;;5812.43;;;5812.43;1000000;172120.43;;;;;;;;185083.17;1357203.6
14.423.780/0001-97;2019-09-01;1;6898288.61;26953.97;6871334.64;;;86888596.61;13530697.87;;;;604841.69;;12925856.18;;;;;;;;;;;;;60485277.27;;12872621.47;;;;;;;2692.39;;;2692.39;1377833.52;156144.03;;;;;;;;2445327.86;3979305.41
14.423.780/0001-97;2019-10-01;1;8455180.8;18218.36;8436962.44;;;81114883.87;13524846.12;;;;598989.94;;12925856.18;;;;;;;;;;;;;55120854.31;;12469183.44;;;;;;;5885.47;;;5885.47;6000000.01;163755.21;;;;;;;;126477.38;6290232.6
14.423.780/0001-97;2019-11-01;1;3098803.97;19446.76;3079357.21;;;81531281.22;13511832.91;;;;593118.68;;12918714.23;;;;;;;;;;;;;55829396.03;;12190052.28;;;;;;;2857.04;;;2857.04;0;132506.32;;;;;;;;128363.92;260870.24
14.423.780/0001-97;2019-12-01;1;3113753.13;31035.76;3082717.37;;;80739261.37;13471661.5;;552947.27;;;;12918714.23;;;;;;;;;;;;;55253164.71;;12014435.16;;;;;;;338.19;;;338.19;;138836.91;;;;;;;;134866.36;273703.27
14.465.810/0001-28;2019-01-01;2;257.8;257.8;;;;103136473.38;0;;;;;;;;;;;;;;;;;;103136473.38;;;;;;;;;;0;;;;;299553.08;;;;;;;;40901.11;340454.19
14.465.810/0001-28;2019-02-01;2;257.8;257.8;;;;103136473.38;0;;;;;;;;;;;;;;;;;;103136473.38;;;;;;;;;;0;;;;;303553.08;;;;;;;;41775.95;345329.03
14.465.810/0001-28;2019-03-01;2;257.8;257.8;;;;103136473.38;0;;;;;;;;;;;;;;;;;;103136473.38;;;;;;;;;;0;;;;;307553.08;;;;;;;;42609.99;350163.07
14.465.810/0001-28;2019-04-01;2;257.8;257.8;;;;103136473.38;0;;;;;;;;;;;;;;;;;;103136473.38;;;;;;;;;;0;;;;;321553.08;;;;;;;;43525.5;365078.58
14.465.810/0001-28;2019-05-01;2;257.8;257.8;;;;103136473.38;0;;;;;;;;;;;;;;;;;;103136473.38;;;;;;;;;;0;;;;;315553.08;;;;;;;;44481.73;360034.81
14.465.810/0001-28;2019-06-01;2;257.8;257.8;;;;113976796.16;0;;;;;;;;;;;;;;;;;;113976796.16;;;;;;;;;;0;;;;;319553.08;;;;;;;;45315.58;364868.66
14.465.810/0001-28;2019-07-01;2;257.8;257.8;;;;113976796.16;0;;;;;;;;;;;;;;;;;;113976796.16;;;;;;;;;;0;;;;;323553.08;;;;;;;;46407.15;369960.23
14.465.810/0001-28;2019-08-01;2;257.8;257.8;;;;113976796.16;0;;;;;;;;;;;;;;;;;;113976796.16;;;;;;;;;;0;;;;;327553.08;;;;;;;;47453.64;375006.72
14.465.810/0001-28;2019-09-01;2;257.8;257.8;;;;113976796.16;0;;;;;;;;;;;;;;;;;;113976796.16;;;;;;;;;;0;;;;;341553.08;;;;;;;;48455.05;390008.13
14.465.810/0001-28;2019-10-01;2;257.8;257.8;;;;113976796.16;0;;;;;;;;;;;;;;;;;;113976796.16;;;;;;;;;;0;;;;;335553.08;;;;;;;;49546.47;385099.55
14.465.810/0001-28;2019-11-01;3;257.8;257.8;;;;113976796.16;0;;;;;;;;;;;;;;;;;;113976796.16;;;;;;;;;;0;;;;;349553.08;;;;;;;;50502.6;400055.68
14.465.810/0001-28;2019-12-01;2;367.42;367.42;;;;113976796.16;0;;;;;;;;;;;;;;;;;;113976796.16;;;;;;;;;;0;;;;;350662.7;;;;;;;;51503.79;402166.49
14.609.653/0001-87;2019-01-01;1;400307.4;1767.08;398540.32;;;84832237.5;84832237.5;;;84832237.5;;;;;;;;;;;;;;;;;;;;;;;;;394422.73;;;394422.73;;100641.88;;;;;;;;41546.58;142188.46
