CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
17.216.625/0001-98;2019-08-01;1;973694.5;200.3;973494.2;;;27965101.73;0;;;;;;;;;;;;;;;;;;;24793472.52;;;;;3171629.21;;;;4660.61;;;4660.61;;4288.66;;;;;;;;64206.35;68495.01
17.216.625/0001-98;2019-09-01;2;920919.34;718.53;920200.81;;;27977776.62;0;;;;;;;;;;;;;;;;;;;24793472.52;;;;;3184304.1;;;;2681.45;;;2681.45;;4087.91;;;;;;;;62928.25;67016.16
17.216.625/0001-98;2019-10-01;1;2303307.63;339.03;2302968.6;;;23545472.52;0;;;;;;;;;;;;;;;;;;;23545472.52;;;;;;;;;3748.87;;;3748.87;;4045.34;;;;;;;;63420.31;67465.65
17.216.625/0001-98;2019-11-01;1;2245857.65;949.24;2244908.41;;;23545472.52;0;;;;;;;;;;;;;;;;;;;23545472.52;;;;;;;;;1835.77;;;1835.77;;7650;;;;;;;;41087.39;48737.39
17.216.625/0001-98;2019-12-01;1;2207029.74;3378.93;2203650.81;;;23545472.52;0;;;;;;;;;;;;;;;;;;;23545472.52;;;;;;;;;177.4;;;177.4;;7650;;;;;;;;43365.09;51015.09
17.282.011/0001-04;2019-01-01;1;3863354.47;197.82;0;0;3863156.65;341690000;341690000;0;341690000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;25546549.92;2594539.43;2789653.69;20162356.8;18399850.05;41300.36;0;0;0;0;142172573.47;0;0;1523473.41;162137197.29
17.282.011/0001-04;2019-02-01;1;3744653.63;462.77;0;0;3744190.86;341690000;341690000;0;341690000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;27195882.46;3046536.33;2789653.69;21359692.44;19396060.15;40674.95;0;0;0;0;141858912.68;0;0;2265498.57;163561146.35
17.282.011/0001-04;2019-03-01;1;2935076.23;197.82;0;0;2934878.41;341692203.4;341692203.4;0;341692203.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;27054709.66;3387668.37;2789653.69;20877387.6;18843023.05;40694.51;0;0;0;0;141796295.06;0;0;2132479.36;162812491.98
17.282.011/0001-04;2019-04-01;1;16930301.59;198.39;0;0;16930103.2;341699570.26;341699570.26;0;341699570.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;14233332.29;3804864.19;2789653.69;7638814.41;14800530.5;40470.63;0;0;0;0;141722319.2;0;0;2055253.18;158618573.51
17.282.011/0001-04;2019-05-01;1;2077324.84;197.82;0;0;2077127.02;341709430.26;341709430.26;0;341709430.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;12424684.17;4425543.24;424000;7575140.93;0;41453.4;0;0;0;0;142135567.69;0;0;647321.12;142824342.21
17.282.011/0001-04;2019-06-01;1;318954.62;157.96;0;0;318796.66;213005020;208280000;0;208280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4725020;0;0;0;;0;0;;0;0;42514439.44;3671256.48;31393105.43;7450077.53;0;40147.64;0;0;0;0;36406695.17;0;0;639470.83;37086313.64
17.282.011/0001-04;2019-07-01;1;4824929.16;292.75;0;0;4824636.41;170269784.56;163200000;0;163200000;0;0;0;0;0;0;0;0;0;0;0;148764.56;0;0;0;6921020;0;0;0;;0;0;;0;0;44587476.89;821822.28;36393105.43;7372549.18;0;42304.55;0;0;0;0;11314238.75;0;0;1144557.21;12501100.51
17.282.011/0001-04;2019-08-01;1;1593437.29;441.35;0;0;1592995.94;172760924.89;163200000;0;163200000;0;0;0;0;0;0;0;0;0;0;0;202504.89;0;0;0;9358420;0;0;0;;0;0;;0;0;44744956.56;1069928.91;36393105.43;7281922.22;318520.64;40183.2;0;0;0;0;10975549.33;0;0;416162.49;11750415.66
17.282.011/0001-04;2019-09-01;2;4997194.72;198.41;0;0;4996996.31;190263799.37;163200000;0;163200000;0;0;0;0;0;0;0;0;0;0;0;15205379.37;0;0;0;11858420;0;0;0;;0;0;;0;0;44611752.27;1040862.49;36393105.43;7177784.35;0;40213.97;0;0;0;0;10635055.49;0;0;389794.84;11065064.3
17.282.011/0001-04;2019-10-01;1;1213936.98;278.45;0;0;1213658.53;192545992.41;163254674.18;0;163254674.18;0;0;0;0;0;0;0;0;0;0;0;14832898.23;0;0;0;14458420;0;0;0;;0;0;;0;0;39114132.57;1050148.19;30972727.43;7091256.95;0;44148.08;0;0;0;0;10286574.8;0;0;211023.95;10541746.83
17.282.011/0001-04;2019-11-01;1;2942610.97;197.82;0;0;2942413.15;195604194.91;163254674.18;0;163254674.18;0;0;0;0;0;0;0;0;0;0;0;15391100.73;0;0;0;16958420;0;0;0;;0;0;;0;0;39283810.6;1038825.21;30972727.43;7272257.96;0;42960.92;0;0;0;0;9931824.01;0;0;87486.92;10062271.85
17.282.011/0001-04;2019-12-01;2;53880137.53;197.82;0;0;53879939.71;219919538.98;152939000;0;152939000;0;0;0;0;0;0;0;0;0;0;0;49499000;0;0;0;17481538.98;0;0;0;;0;0;;0;0;40922502.96;173745.44;33472727.43;7276030.09;16617772.92;43957.53;0;0;0;0;0;0;0;32616443.02;49278173.47
17.308.805/0001-08;2019-01-01;1;4243286.97;4243286.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3228484.47;2966954.31;0;261530.16;0;0;0;0;0;-1733700.61;0;0;0;-262840575.77;-264574276.38
17.308.805/0001-08;2019-02-01;1;5062672.19;5062672.19;0;0;0;263356652.61;263356652.61;0;259226300.88;0;4130351.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3285977.75;2605327.54;0;680650.21;0;0;0;0;0;-1708290.63;0;0;0;4353513.65;2645223.02
17.308.805/0001-08;2019-03-01;1;2346854.05;2346854.05;0;0;0;263356652.61;263356652.61;0;259226300.88;0;4130351.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3350828.49;2755727.13;0;595101.36;0;0;0;0;0;-1682880.65;0;0;0;284851.6;-1398029.05
17.308.805/0001-08;2019-04-01;1;2880047.58;2880047.58;0;0;0;263560701.27;263560701.27;0;259430349.54;0;4130351.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3672287.96;2927435.4;0;744852.56;0;0;0;0;0;-1657470.67;0;0;0;83600.15;-1573870.52
17.308.805/0001-08;2019-05-01;1;1134885.71;1134885.71;0;0;0;263599577.35;263599577.35;0;259469225.62;0;4130351.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3440205.35;237224.3;0;3202981.05;0;0;0;0;0;-1932196.43;0;0;0;21355.71;-1910840.72
17.308.805/0001-08;2019-06-01;1;2227070.9;2227070.9;0;0;0;263668899.01;263668899.01;0;259538547.28;0;4130351.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3914183.67;237224.3;0;3676959.37;0;0;0;0;0;-1869269.48;0;0;0;93169.74;-1776099.74
17.308.805/0001-08;2019-07-01;1;3028440.32;3028440.32;0;0;0;264047274.51;264047274.51;0;259916922.78;0;4130351.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4073042.56;237224.3;0;3835818.26;0;0;0;0;0;-1843859.5;0;0;0;73993.95;-1769865.55
17.308.805/0001-08;2019-08-01;1;3975106.78;3975106.78;0;0;0;264408262.23;264408262.23;0;260275702.5;0;4132559.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3899048.03;237224.3;0;3661823.73;0;0;0;0;0;-2018825.56;0;0;0;-0.01;-2018825.57
17.308.805/0001-08;2019-09-01;1;5176790.47;5176790.47;0;0;0;263766006.18;263766006.18;0;253780006.18;0;9986000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4141123.92;237224.3;0;3903899.62;0;0;0;0;0;-1963838.93;0;0;0;1059;-1962779.93
17.308.805/0001-08;2019-10-01;1;268857233.41;268857233.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;5864810.49;237224.3;0;5627586.19;0;0;0;0;0;-1934262.28;0;0;0;100898.48;-1833363.8
17.308.805/0001-08;2019-11-01;1;266011594.34;266011594.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3753504.23;237224.3;0;3516279.93;0;0;0;0;0;-1904685.63;0;0;0;21334.11;-1883351.52
17.308.805/0001-08;2019-12-01;3;284419361.76;284419361.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4436425.21;237224.3;0;4199200.91;0;0;0;0;0;-1875108.98;0;0;0;30919.51;-1844189.47
17.311.079/0001-74;2019-01-01;1;4756869.15;14536.27;;;4742332.88;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;343329.4;;;343329.4;548144.3;38561.36;;;;;;;;3029.94;589735.6
17.311.079/0001-74;2019-02-01;1;6016665.1;15445.03;;;6001220.07;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;2649.4;;;2649.4;548144.3;35378.25;;;;;;;;3029.94;586552.49
17.311.079/0001-74;2019-03-01;1;7285316.97;14470.18;;;7270846.79;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;127.95;;;127.95;548144.3;34102.1;;;;;;;;3029.94;585276.34
17.311.079/0001-74;2019-04-01;1;7268221.45;11446.08;;;7256775.37;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;5049.15;;;5049.15;548144.3;37853.33;;;;;;;;3029.94;589027.57
17.311.079/0001-74;2019-05-01;1;7255597.56;15327.55;;;7240270.01;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;2205.65;;;2205.65;548144.3;39648.29;;;;;;;;3273.41;591066
17.311.079/0001-74;2019-06-01;1;6721473.69;4605.42;;;6716868.27;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;560.85;;;560.85;0;34232.51;;;;;;;;3029.94;37262.45
17.311.079/0001-74;2019-07-01;1;6682889.82;4026.33;;;6678863.49;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;4532.14;;;4532.14;0;41441.3;;;;;;;;19430.4;60871.7
17.311.079/0001-74;2019-08-01;1;6644768.33;6346.84;;;6638421.49;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;2664.9;;;2664.9;0;39618.43;;;;;;;;21900.46;61518.89
17.311.079/0001-74;2019-09-01;1;6601055.63;5329.4;;;6595726.23;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;106.63;;;106.63;0;37798.84;;;;;;;;16501.05;54299.89
17.311.079/0001-74;2019-10-01;1;6557772.83;0;;;6557772.83;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;4374.38;;;4374.38;0;41381.18;;;;;;;;19802.71;61183.89
17.311.079/0001-74;2019-11-01;1;6509247.38;4731.68;;;6504515.7;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;2429.57;;;2429.57;0;35965.16;;;;;;;;23235.11;59200.27
17.311.079/0001-74;2019-12-01;1;6461097.23;9771.55;;;6451325.68;84154000;84154000;;84154000;;;;;;;;;;;;;;;;;;;;;;;;;;507.3;;;507.3;0;37741.6;;;;;;;;25907.55;63649.15
17.324.357/0001-28;2019-01-01;1;11551071.19;82956.21;11468114.98;;0;181375494.96;1642664;;;;;;1642664;;;;;;;;172745075.23;;;;;;;6987755.73;;;;;;;770591.43;;;770591.43;1200000;63396.23;;;;;;;;93898.57;1357294.8
17.324.357/0001-28;2019-02-01;1;67515201.28;12240.11;67502961.17;;0;191156382.06;5816697.12;;;;;;5816697.12;;;;;;;;178384346.33;;;;;;;6955338.61;;;;;;;819975.52;;;819975.52;1601316;61377.62;;;;;;;;5768443.1;7431136.72
17.324.357/0001-28;2019-03-01;1;46140980.18;148615.56;45992364.62;;0;211467398.53;7283465.55;;;;;;7283465.55;;;;;;;;197254773.94;;;;;;;6929159.04;;;;;;;817913.71;;;817913.71;1601316;76758.54;;;;;;;;302368.33;1980442.87
17.324.357/0001-28;2019-04-01;1;41839849.23;68421.57;41771427.66;;0;212576729.39;11184740.26;;;;;;11184740.26;;;;;;;;194463850;;;;;;;6928139.13;;;;;;;4810693.77;;;4810693.77;1734759;85640.21;;;;;;;;10530.97;1830930.18
17.324.357/0001-28;2019-05-01;1;33175059.95;61306.34;33113753.61;;0;225885430.88;21315286.97;;;;;;21315286.97;;;;;;;;197692669.84;;;;;;;6877474.07;;;;;;;1303045.14;;;1303045.14;2001645;89226.18;;;;;;;;10890.19;2101761.37
17.324.357/0001-28;2019-06-01;1;29313594.91;4644942.86;24668652.05;;0;233981603;10186558.74;;;;;;10186558.74;;;;;;;;216977183.23;;;;;;;6817861.03;;;;;;;897087.78;;;897087.78;2001645;78078.5;;;;;;;;9773.43;2089496.93
17.324.357/0001-28;2019-07-01;1;27641574.01;342134.17;27299439.84;;0;235432993.04;0;;;;;;;;;14626195.27;;;;;214017652.07;;;;;;;6789145.7;;;;;;;1253231.8;;;1253231.8;1868202;95233.87;;;;;;;;817795.34;2781231.21
17.324.357/0001-28;2019-08-01;1;16231080.66;96887.86;16134192.8;;0;242992829.68;0;;;;;;;;;17414019.32;;;;;220068153.68;;;;;;;5510656.68;;;;;;;939820.17;;;939820.17;1734759;90703.23;;;;;;;;11038.2;1836500.43
17.324.357/0001-28;2019-09-01;1;14788183.38;768460.82;14019722.56;;0;245631069.19;0;;;;;;;;;14014088.63;;;;;226154410.33;;;;;;;5462570.23;;;;;;;1136682.24;;;1136682.24;1734759;97546.71;;;;;;;;186487.74;2018793.45
17.324.357/0001-28;2019-10-01;1;19421999.81;22179.82;19399819.99;;0;248403458.84;0;;;;;;;;;13825814.78;;;;;229146516.81;;;;;;;5431127.25;;;;;;;2225443.27;;;2225443.27;1734759;95805.8;;;;;;;;39568.29;1870133.09
17.324.357/0001-28;2019-11-01;1;18990459.51;77499.6;18912959.91;;0;256318677.93;0;;;;;;;;;8810085.3;;;;;242128118.82;;;;;;;5380473.81;;;;;;;1086268.29;;;1086268.29;2268531;85889.73;;;;;;;;38574.93;2392995.66
17.324.357/0001-28;2019-12-01;1;22279983.17;35452.09;22244531.08;;0;279437510.6;0;;;;;;;;;15215575.1;;;;;258869376.38;;;;;;;5352559.12;;;;;;;1384196.13;;;1384196.13;4003290;94302.67;;;;;;;;343624.45;4441217.12
17.329.029/0001-14;2019-01-01;1;2577867.57;8861.61;2569005.96;;;31294497.44;0;;;;;;;;;;;;;;31124303.26;;;;;;;170194.18;;;;;;;1802.59;;;1802.59;165294.19;32389.59;;;;;;;;47103.85;244787.63
17.329.029/0001-14;2019-02-01;1;1637995.08;8860.86;1629134.22;;;32262413.27;0;;;;;;;;;;;;;;32090872.67;;;;;;;171540.6;;;;;;;1011.67;;;1011.67;150681.41;32389.59;;;;;;;;121839.92;304910.92
17.329.029/0001-14;2019-03-01;1;964196.26;8510.77;955685.49;;;33505062.02;0;;;;;;;;;;;;;;33333512.31;;;;;;;171549.71;;;;;;;1554.82;;;1554.82;308073.15;39787.17;;;;;;;;10661.25;358521.57
17.329.029/0001-14;2019-04-01;1;792478.55;8309.87;784168.68;;;33652155.7;0;;;;;;;;;;;;;;33481542.34;;;;;;;170613.36;;;;;;;2004.65;;;2004.65;150193.77;34855.45;;;;;;;;10386.77;195435.99
17.329.029/0001-14;2019-05-01;1;793189.34;16220.54;776968.8;;;33809503.83;0;;;;;;;;;;;;;;33638798.55;;;;;;;170705.28;;;;;;;864.02;;;864.02;150197.05;34855.45;;;;;;;;10382.82;195435.32
17.329.029/0001-14;2019-06-01;1;605051.84;10832.22;594219.62;;;34550694.59;0;;;;;;;;;;;;;;34379952.78;;;;;;;170741.81;;;;;;;150.05;;;150.05;150200.33;34855.45;;;;;;;;8800.71;193856.49
17.329.029/0001-14;2019-07-01;1;418766.54;10277.99;408488.55;;;35058255.77;0;;;;;;;;;;;;;;34888831.84;;;;;;;169423.93;;;;;;;1836.9;;;1836.9;73349.49;34855.45;;;;;;;;9763.98;117968.92
17.329.029/0001-14;2019-08-01;1;8718369.3;1261.63;;171415.31;8545692.36;26523036.16;0;;;;;;;;;;;;;;;;;;26523036.16;;;;;;;;;;2394.1;;;2394.1;73349.65;16363.64;;;;;;;;1969.19;91682.48
17.329.029/0001-14;2019-09-01;1;1351585.37;2078.42;;;1349506.95;34705276.34;0;;;;;;;;;;;;;;34533935.93;;;;;;;171340.41;;;;;;;274404.27;;;274404.27;183141.25;30000;;;;;;;;777432.34;990573.59
17.329.029/0001-14;2019-10-01;1;2644897.55;1000;;;2643897.55;34825708.8;0;;;;;;;0;;;;;;;34655107.41;;;;;;;170601.39;;;;;;;21541.13;;;21541.13;183141.25;26000;;;;;;;;964890.33;1174031.58
17.329.029/0001-14;2019-11-01;1;1370975.72;3000;;;1367975.72;37639954.36;0;;;;;;;;;;;;;;37470193.42;;;;;;;169760.94;;;;;;;34370.82;;;34370.82;366127.25;2063.49;;;;;;;;1179949.99;1548140.73
17.329.029/0001-14;2019-12-01;1;235087.15;1216.27;;;233870.88;43544301.9;0;;;;;;;;;;;;;;43375650.42;;;;;;;168651.48;;;;;;;33076.41;;;33076.41;1032196.29;26000;;;;;;;;2111390.26;3169586.55
17.331.883/0001-15;2019-01-01;2;255195.97;74846.8;0;0;180349.17;56670427.41;56670427.41;0;55670427.41;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;11777.35;0;0;0;53996876.21;0;0;0;75748.46;54084402.02
17.331.883/0001-15;2019-02-01;2;241343.08;80354.24;0;0;160988.84;56350142.63;56350142.63;0;55350142.63;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;9021.87;0;0;0;53590244;0;0;0;77386.08;53676651.95
17.331.883/0001-15;2019-03-01;2;229320.84;67496.85;0;0;161823.99;56029857.85;56029857.85;0;55029857.85;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;9021.87;0;0;0;53183611.79;0;0;0;79408.23;53272041.89
17.331.883/0001-15;2019-04-01;2;215222.07;34352.72;0;0;180869.35;55709573.07;55709573.07;0;54709573.07;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;9021.87;0;0;0;52776979.58;0;0;0;77922.23;52863923.68
17.331.883/0001-15;2019-05-01;1;165038.32;8384.72;0;0;156653.6;54389288.29;54389288.29;0;54389288.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;9021.87;0;0;0;51370347.37;0;0;0;60403.38;51439772.62
17.331.883/0001-15;2019-06-01;1;162122.86;4875.72;0;0;157247.14;54069003.51;54069003.51;0;54069003.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;18043.74;0;0;0;50963715.16;0;0;0;64586.78;51046345.68
17.331.883/0001-15;2019-07-01;1;147962.26;69.7;0;0;147892.56;53748718.73;53748718.73;0;53748718.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;18043.74;0;0;0;50557082.95;0;0;0;63220.25;50638346.94
17.331.883/0001-15;2019-08-01;1;127052.12;1031.13;0;0;126020.99;53428433.95;53428433.95;0;53428433.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;18043.74;0;0;0;50150450.74;0;0;0;65555.97;50234050.45
17.331.883/0001-15;2019-09-01;1;116567.25;984.34;0;0;115582.91;53108149.17;53108149.17;0;53108149.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;18043.74;0;0;0;49743818.53;0;0;0;69783.36;49831645.63
17.331.883/0001-15;2019-10-01;1;102167.81;865.91;0;0;101301.9;52787864.39;52787864.39;0;52787864.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;18043.74;0;0;0;49337186.32;0;0;0;68526.27;49423756.33
17.331.883/0001-15;2019-11-01;1;90319.22;736.5;0;0;89582.72;53467579.61;53467579.61;0;52467579.61;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;18043.74;0;0;0;49930554.11;0;0;0;69701.05;50018298.9
17.331.883/0001-15;2019-12-01;1;80603.05;772.33;0;0;79830.72;53147294.83;53147294.83;0;52147294.83;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;53783688.76;0;0;53783688.76;0;18043.74;0;0;0;49523921.9;0;0;0;72017.1;49613982.74
17.365.105/0001-47;2019-01-01;1;2199200.83;1010.08;0;229418.27;1968772.48;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;19848112.49;8545739.5;0;11302372.99;1918840.77;151442.76;0;0;0;0;0;0;0;4738029.74;6808313.27
17.365.105/0001-47;2019-02-01;2;2463038.87;516.21;0;234708.66;2227814;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;20054323.28;9169044.29;0;10885278.99;1726187.13;149725.82;0;0;0;0;0;0;0;5076400.84;6952313.79
17.365.105/0001-47;2019-03-01;1;3165769.96;938.61;0;235533.46;2929297.89;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;19841595.27;9372853.67;0;10468741.6;2276649.8;148913.45;0;0;0;0;0;0;0;4554052.8;6979616.05
17.365.105/0001-47;2019-04-01;2;6952597.1;507.15;0;234103.77;6717986.18;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;20144463.46;10074700.07;0;10069763.39;6515468.79;148757.87;0;0;0;0;0;0;0;3829267.07;10493493.73
17.365.105/0001-47;2019-05-01;1;5513016.14;516.39;0;234928.16;5277571.59;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;19333243.57;10426564.66;0;8906678.91;4890920.09;148699.19;0;0;0;0;0;0;0;2800252.73;7839872.01
17.365.105/0001-47;2019-06-01;2;5233892.37;540.67;0;235612.35;4997739.35;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;19322888.69;10485843.23;0;8837045.46;3797580.34;151307.33;0;0;0;0;0;0;0;3484486.83;7433374.5
17.365.105/0001-47;2019-07-01;1;4445253.63;479.97;0;247326.93;4197446.73;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;18561681.01;10055071.33;0;8506609.68;3041447.83;152883.29;0;0;0;0;0;0;0;2941239.57;6135570.69
17.365.105/0001-47;2019-08-01;1;5822207.45;385.51;0;248105.34;5573716.6;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;18118893.35;10215143.62;0;7903749.73;3146130.05;156314.65;0;0;0;0;0;0;0;3569173.34;6871618.04
17.365.105/0001-47;2019-09-01;1;5701828.52;463.12;0;136889.36;5564476.04;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;17961999.81;10530375.31;0;7431624.5;2986238.95;157922.77;0;0;0;0;0;0;0;3068818.94;6212980.66
17.365.105/0001-47;2019-10-01;2;5598358.85;383.83;0;107261.51;5490713.51;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;17703249.05;10483695.72;0;7219553.33;3149726.88;163149.93;0;0;0;0;0;0;0;2329088.54;5641965.35
17.365.105/0001-47;2019-11-01;2;5625117.94;226.84;0;107515.25;5517375.85;862400000;862400000;0;862400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;17595928.5;10359901.88;0;7236026.62;3587325.47;172202.29;0;0;0;0;0;0;0;1827739.66;5587267.42
17.365.105/0001-47;2019-12-01;3;4544054.54;246.29;0;107773.17;4436035.08;1055250000;1055250000;0;1055250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;18506694.42;10209485.28;0;8297209.14;3509059.35;182212.82;0;0;0;0;0;0;0;1300787.69;4992059.86
17.374.696/0001-19;2019-01-01;1;433494.3;412513.13;;;20981.17;243245125.71;188500000;;188500000;;;;;;;;;;;20894725.83;33850399.88;;;;;;;;;;;;;;245606.73;245485.62;;121.11;19026.66;63849.15;;;;;;;;149030.78;231906.59
17.374.696/0001-19;2019-02-01;1;404851.85;383773.71;;;21078.14;243069453.54;188500000;;188500000;;;;;;;;;;;20773531.41;33795922.13;;;;;;;;;;;;;;435553.59;428634.76;;6918.83;19013.86;58024.07;;;;;;;;136416.22;213454.15
17.374.696/0001-19;2019-03-01;1;443084.75;442434.37;;;650.38;242793373.85;188500000;;188500000;;;;;;;;;;;20531321.22;33762052.63;;;;;;;;;;;;;;428771.53;428634.76;;136.77;19026.66;55100.15;;;;;;;;154098.04;228224.85
17.374.696/0001-19;2019-04-01;1;260722.55;260722.55;0;0;0;242044107.33;187880431.2;0;187880431.2;0;0;0;0;0;0;0;0;0;0;20463587.53;33700005.25;0;83.35;0;0;0;0;0;;0;0;;0;0;402556.66;402556.66;0;0;0;40540.59;0;0;0;93757.18;0;0;0;103482.82;237780.59
