CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Valores;Causa_Contingencia
14.879.856/0001-93;2017-12-01;1;10133071520168200000;48214.01;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10611162820168200000;75992.52;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10265999420168200000;64953.8;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.103989;62485.78;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.103992;110432.73;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.110198;407880;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel.
14.879.856/0001-93;2017-12-01;1;1042084-71.2015.8.26.0002;91812.72;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel.
14.879.856/0001-93;2017-12-01;1;1036317-52.2015.8.26.0002;98758.32;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;1012941-71.2014.8.26.0002;133138.56;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel.
14.879.856/0001-93;2017-12-01;1;1055987-13.2014.8.26.0002;809586.24;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel.
14.879.856/0001-93;2017-12-01;1;1060749-72.2014.8.26.0002;258202;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel.
14.879.856/0001-93;2017-12-01;1;1068578-04.2014.8.26.0100;10000;Risco de arcar com a indenização pretendida no valor da causa e mais honorários
14.879.856/0001-93;2017-12-01;1;1065636-96.2014.8.26.0100;10000;Em tese, risco de embargos à execução é se entender que débito questionado na execução correspondente é inexigível, bem como arcar com honorários e custas judiciais.
14.879.856/0001-93;2017-12-01;1;1047219-95.2014.8.26.0100;318279;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;1047264-02.2014.8.26.0100;251265;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0070857-17.2013.8.26.0002;47183.52;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;1056226-48.2013.8.26.0100;179247.06;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10554074620158200000;128351;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel.
14.879.856/0001-93;2017-12-01;1;10518946720158200000;30355;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10292231920168200000;30697;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10226583920168200000;140441;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10016969220168200000;289200;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10051378120168200000;33963;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10294942820168200000;406277;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;10022364820158200000;31925;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.101513;36506;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.100543;60739;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.105477;251265;Em tese, risco de embargos à execução é se entender que débito questionado na execução correspondente é inexigível, bem como arcar com honorários e custas judiciais.
14.879.856/0001-93;2017-12-01;1;1020932-73.2016.8.26.0602;176698;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.100424;60637;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.1004;170172;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.101274;142750.2;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel.
14.879.856/0001-93;2017-12-01;1;0.101575;55197;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
14.879.856/0001-93;2017-12-01;1;0.101501;95538;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
15.333.306/0001-37;2017-12-01;1;0197121-72.2016.8.19.0001;3900601.55;Tendo em vista que a ação objetiva a cobrança de alugueis e encargos, eventual perda da demanda implicaria a impossibilidade de exigência de pagamento do crédito que o Fundo entende devido no valor histórico (em 2006) de R$ 3.900.601,55 (três milhões, novecentos mil e seiscentos e um reais e cinquenta e cinco centavos).
15.333.306/0001-37;2017-12-01;1;0399173-57.2017.8.19.0100;1382102.76;Em princípio, sem contingência passiva, na medida em que Fundo/Condomínio do Shopping/Seus antecessores não estão no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento à favor do réu/executado.
15.333.306/0001-37;2017-12-01;1;0310265-58.2015.8.19.0001;82785.65;Eventual perda da demanda implicaria a impossibilidade de cobrar multa contratual no valor histórico (em 2015) de R$925.039,77 (novecentos e vinte e cinco mil e trinta e nove reais e setenta e sete centavos).
18.330.535/0001-96;2017-12-01;1;1032897-65.2017.8.26.0100;21120054.19;Trata-se de embargos opostos à execução de título extrajudicial movida pelo RB Capital Petros FII para cobrar os valores devidos a título de Prêmio de Locação,  conforme previsto na Escritura de Compra e Venda de Imóvel de fração ideal de 52% do imóvel localizado na cidade de Rio Grande/RS. O processo encontra-se em fase de saneamento.
18.330.535/0001-96;2017-12-01;1;1005551-97.2017.8.26.0405;1626958.90;Trata-se de pedido de revisão judicial do cláusula contratual que estabelece a obrigação das autoras pagarem o "Prêmio de Locação" em favor do RB Capital Petros FII, conforme previsto na Escritura de Compra e Venda de Imóvel de fração ideal de 52% do imóvel localizado na cidade de Rio Grande/RS. Atualmente, o processo aguarda a prolação de sentença.
28.152.272/0001-26;2017-12-01;3;N/A;0;N/A
28.152.272/0001-26;2017-12-01;3;N/A;0;N/A
28.152.272/0001-26;2017-12-01;3;N/A;0;N/A
28.152.272/0001-26;2017-12-01;3;N/A;0;N/A
28.152.272/0001-26;2017-12-01;3;N/A;0;N/A
