CNPJ_Fundo;Data_Referencia;Versao;Ativo_Negociado;Natureza_Transacao;Data_Transacao;Valor_Envolvido;Data_Assembleia;Contraparte
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-04;74510;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-05;18308;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-06;12962;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-07;1116568;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-01-08;769543;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-11;858.33;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-12;417476;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-13;326290;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-18;164688.1;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-01-19;19876;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-01-20;2445345.29;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-21;1078.41;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-22;41569.02;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-01-26;260090;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-01-29;1667.65;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-01;4200;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-02;24426;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-04;1324473;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-05;96764.07;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-08;1527446;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-08;760973;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-09;442441;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-10;1297716.91;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-11;80874.94;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-12;116708.5;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-19;1748470.23;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-22;4200;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-23;1090;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-02-24;21226.3;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-24;10348.06;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-25;2250;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-02-26;21904.96;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-02;19992.83;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-03;4599.05;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-04;1275189.49;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-05;33365.04;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-08;879047.52;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-09;441394.29;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-10;93122.96;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-12;48673.81;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-12;6571.53;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-15;444857.9;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-17;868048.6;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-19;1538769.79;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-22;77821.75;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-22;77821.75;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-23;25181.35;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-24;1942.13;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-25;131143.4;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-26;270024.79;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-03-29;1201.09;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-30;74374.16;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-03-31;1874.83;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-05;8733.47;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-05;1844.45;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-06;1844.45;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-07;546692.68;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-08;1359232.75;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-09;449921.09;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-12;293985.78;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-13;55028.27;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-14;138495.46;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-15;6893.76;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-16;328637.76;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-19;1244.4;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-20;154.4;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-20;1002856.17;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-22;70792.21;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-04-23;7824.39;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-04-30;1579.48;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-03;20100.22;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-05-03;18330.25;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-04;1426602.95;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-05;44672.88;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-06;137761.19;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-07;1146470.03;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-05-07;374847.16;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-10;22713.4;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-11;337942.1;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-12;138495.56;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-13;91168.13;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-05-14;6308.5;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-17;158668.32;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-18;55513.85;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-05-20;1570396;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-24;35408.74;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-05-25;51386;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-05-31;3342.8;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-06-01;20587.1;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-02;1146468.53;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-04;1696.79;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-07;24058.34;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-08;305537.6;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-06-08;30723.37;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-09;961089.36;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-06-09;480544.68;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-06-10;873518.23;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-14;138495.56;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-06-15;6571.53;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-16;247247.86;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-06-18;1588483.4;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-21;4599.05;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-23;1942.13;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-24;39876.73;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-25;90055.95;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-06-28;2495.64;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-06-30;1502.81;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-01;967322.41;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-05;13419.78;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-06;39436.3;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-07;45470.42;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-08;39743.71;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-12;695549.76;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-14;252458.87;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-15;94107.41;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-07-20;3178459.42;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-22;860000;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-23;53287.27;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-07-26;100;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-07-26;13458.93;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-07-27;776598.78;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-07-29;280;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;ALIENAÇÃO;2021-07-30;1522.23;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-08-03;4599.05;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
04.722.883/0001-02;2021-12-01;1;BTGP TESOURO SELIC FI RF REFERENCIADO DI;AQUISIÇÃO;2021-08-05;1142280.82;2019-04-29;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
