CNPJ_Fundo;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;Letras_Hipotecarias;LCI;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
01.497.954/0001-14;2016-11-01;1;76085.6;1;0;0;76084.6;124291110;124291110;0;124291110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;851305.58;836867.72;0;14437.86;65002.3;14277.4;0;250194.89;0;66527.19;0;0;207637.63;60743.88;664383.29
01.497.954/0001-14;2016-12-01;1;272365.74;1;0;0;272364.74;124291110;124291110;0;124291110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;828129.2;813433.62;0;14695.58;42502.3;14277.4;0;191054.23;0;133232.23;0;0;207637.63;55152.68;643856.47
01.601.918/0001-59;2016-11-01;2;8146645.96;473359.83;0;0;7673286.13;57600000;57600000;0;57600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95142.35;0;0;95142.35;0;27671.47;0;0;0;0;0;0;0;2523.61;30195.08
01.601.918/0001-59;2016-12-01;1;5890734;523649.18;0;0;5367084.82;57600000;57600000;0;57600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25856.36;29640.81;0;0;0;0;0;0;0;23712.61;79209.78
01.633.741/0001-72;2016-10-01;1;959148.1;10324.62;485850.2;462973.28;0;91204000;91204000;35456000;55748000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585719.02;457248.39;0;128470.63;118310.51;19098.21;0;0;0;0;0;0;0;220605.55;358014.27
01.633.741/0001-72;2016-11-01;1;889505.86;19218.96;490146.28;380140.62;0;91204000;91204000;35456000;55748000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;646975.18;503709.89;0;143265.29;130789.88;18932.19;0;0;0;0;0;0;0;167619.29;317341.36
01.633.741/0001-72;2016-12-01;1;935509.03;22101.05;494770.4;418637.58;0;66196000;66196000;13209000;52987000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;629756.57;498521.93;0;131234.64;45936.22;18212.09;0;0;0;0;0;0;0;137094.17;201242.48
01.636.325/0001-28;2016-11-01;1;4944508.33;4944508.33;0;0;0;205197632.08;205197632.08;0;203939000;197818.48;0;0;1060813.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4051443.92;1596786.92;0;2454657;245199.53;43555.38;0;0;0;1425887.78;0;0;316947.84;1601924.39;3633514.92
01.636.325/0001-28;2016-12-01;2;4586300.66;4586300.66;0;0;0;216151892.17;216151892.17;0;214865305;197818.48;0;0;1088768.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5393056.32;2499788.41;0;2893267.91;307724.24;48955.45;0;0;0;1372730.08;0;0;287409.65;1681449.49;3698268.91
01.657.856/0001-05;2016-11-01;1;915203.72;80214.76;0;692500.98;142487.98;47760229.47;47760229.47;0;47751044.91;0;0;0;9184.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623499.99;598073.45;0;25426.54;325803.25;13535.94;0;0;0;101415.69;0;0;0;54804.93;495559.81
01.657.856/0001-05;2016-12-01;1;932963.35;36773.66;0;700265.92;195923.77;45392644.42;45392644.42;0;45383658;0;0;0;8986.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920541.3;896945.88;0;23595.42;325483.1;15103.96;0;0;0;96067.94;0;0;0;45492.55;482147.55
01.964.775/0001-40;2016-10-01;1;1275832.82;10663.98;1265168.84;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;2048.5;;;;;;;443526.94;4205.46;449780.9
01.964.775/0001-40;2016-11-01;1;1287383.76;9313.98;1278069.78;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;249324.08;;;249324.08;;2724.13;;;;;;;443526.94;6405.87;452656.94
