CNPJ_Fundo;Data_Referencia;Versao;Nome_Prestador;CNPJ_Prestador;Endereco;Telefone
12.401.858/0001-47;2023-12-01;1;FUNDACAO GETULIO VARGAS;33641663000144;PRAIA DE BOTAFOGO, 190,  - BOTAFOGO, RIO DE JANEIRO - RJ - 20000--000;()
12.401.858/0001-47;2023-12-01;1;FERRO CASTRO NEVES  DALTRO BORGES;10319666000160;R RAMOS BATISTA, 198, 7 8 E 9 AND - VILA OLIMPIA, SAO PAULO - SP - 04552-020;(11) 30533300
12.804.013/0001-00;2023-12-01;1;JJ CHAVES CONTADORES SOCIEDADE SIMPLES LTDA.;94154119000162;RUA DONA LAURA, 414 - PORTO ALEGRE/RS;(51) 3388-3677
12.804.013/0001-00;2023-12-01;1;JURERE SC 401 INCORPORAÇÃO IMOBILIÁRIA LTDA.;14630884000172;ROD. JOSE CARLOS MAUX, 5000;
13.551.286/0001-45;2023-12-01;2;CONDOMINIO CENTRO EMPRESARIAL DE SAO PAULO-CENESP;53820585000152;AV MARIA COELHO AGUIAR, 215,  - JD SAO LUIZ, SAO PAULO - SP - 05805-000;(11) 37416198
13.974.819/0001-00;2023-12-01;1;N/A;0;N/A;N/A
14.217.108/0001-45;2023-12-01;1;Perville Engenharia e Empreendimentos Ltda.;75.491.613/0003-05;Rua Dona Francisca, 8300 - Distrito Industrial - Joinville - SC;
14.217.108/0001-45;2023-12-01;1;Furtado e Neto Advogados LTDA.;4158467000115;Rua Ministro Calógeras, 343;(47) 2105-3393
15.006.267/0001-63;2023-12-01;1;n/a;n/a;n/a;n/a
15.006.267/0001-63;2023-12-01;1;n/a;n/a;n/a;n/a
15.006.267/0001-63;2023-12-01;1;n/a;n/a;n/a;n/a
15.006.267/0001-63;2023-12-01;1;n/a;n/a;n/a;n/a
15.006.267/0001-63;2023-12-01;1;n/a;n/a;n/a;n/a
15.333.306/0001-37;2023-12-01;1;CONDOMINIO EDIFICIO GALERIA;15164827000108;RUA DA QUITANDA, 86,  - CENTRO, RIO DE JANEIRO - RJ - 20091--005;()
15.447.108/0001-02;2023-12-01;1;CONDOMINIO CIVIL DO INTERNACIONAL GUARULHOS SHOPPING CENTER;01677206000113;R ENG CAMILO OLIVETTI, 0,  - ITAPEGICAVILA HERM, GUARULHOS - SP - 07042-040;()
15.447.110/0001-73;2023-12-01;1;n/a;n/a;n/a;n/a
15.461.076/0001-91;2023-12-01;1;BSH BRASIL SERVICE & HOLDING LTDA;59.944.710/0001-12;AV.BRIGADEIRO LIMA E SILVA,1768 1A SP;(11)3813-6188
15.461.076/0001-91;2023-12-01;1;COLLIES INTERNATIONAL DO BRASIL CONSULTORIA;02.636.857/0001-28;RUA DAS OLIMPÍADAS Nº 205 1º ANDAR;(11)3323-0001
17.098.794/0001-70;2023-12-01;1;Rio Bravo Investimentos LTDA.;3864607000108;Av. Chedid Jafet, nº 222, Bloco B, 3º andar, cj 32 - Vila Olímpia - São Paulo/SP - Cep nº 04551-065;(11) 3509 6600
17.161.979/0001-82;2023-12-01;2;Godinho e Gontijo Advogados- ME;3514812000162;Rua Paraíba, 1352, Savassi- Belo Horizonte - MG;31-3281.9699
17.161.979/0001-82;2023-12-01;2;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
17.161.979/0001-82;2023-12-01;2;Itaú Corretora de Valores S/A;61194353000164;Av Brig Faria Lima 3400 10º and. São Paulo - SP;11-2740.2575
17.568.605/0001-86;2023-12-01;1;ASSOCIACAO LARGO XIII;11927223000115;R AMADOR BUENO, 219,  - SANTO AMARO, SAO PAULO - SP - 04752-900;(11) 55463000
19.628.741/0001-40;2023-12-01;1;ASSOCIACAO DO MORUMBI TOWN;24550145000124;, ,  - ,  -  -;()
20.019.120/0001-48;2023-06-01;1;n/a;n/a;n/a;n/a
20.173.064/0001-00;2023-06-01;1;FJORD EQUITY INVESTIMENTOS LTDA.;37152222000130;Rua: Augusto, n° 2705 - 2° andar - Cerqueira Cesar;(11) 93761310
20.680.775/0001-62;2023-12-01;1;FREC EMPREENDIMENTOS IMOBILIARIOS LTDA;04409590000161;AV PRES JUSCELINO KUBITSCHEK, 1600, AND 6 SL 3 - VL NOVA CONCEICAO, SAO PAULO - SP - 04543-000;(11) 21967604
20.716.161/0001-93;2023-12-01;1;Banco do Brasil S.A.;191;Avenida chile, 330 - 9º andar - Rio de Janeiro - RJ;(21) 3808-6066
22.003.469/0001-17;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3509-0600
22.211.522/0001-75;2023-12-01;1;Virtus BR Partnes Assessoria Corporativa Ltda;10793363000185;Rua Joaquim Floriano 1120 - Itaim Bibi - CEP: 04534-004;(11) 3576-1500
22.459.737/0001-00;2023-06-01;1;NANNINI E QUINTERO ADVOGADOS ASSOCIADOS;02378425000164;R FRANCISCO LEITAO, 469, CONJ 911 E 912 - PINHEIROS, SAO PAULO - SP - 05414-020;()
23.768.027/0001-24;2023-12-01;1;CONDOMINIO TOP CENTER;08110072000101;AV PAULISTA, 828,  - BELA VISTA, SAO PAULO - SP - 01310-100;()
24.796.967/0001-90;2023-12-01;1;JARDINS SOLUÇÕES EIRELI;1127311900235;Rua Augusta, n. 2840, 17º Andar, bairro Cerqueira César;
24.796.967/0001-90;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;;(11) 3509-0600
26.614.291/0001-00;2023-06-01;1;VÓRTX DTVM;22061500000188;Av. Brig. Faria Lima, 2277 - 2º andar;
26.614.291/0001-00;2023-06-01;1;CM Capital Markets DTVM Ltda;2671743000119;Rua Gomes de Carvalho, 1195 - 4º andar;(11) 3842-1122
26.990.011/0001-50;2023-12-01;1;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;(51) 3388.3677
28.267.555/0001-13;2023-12-01;1;JULIUS BAER FAMILY OFFICE BRASIL GESTÃO DE PATRIMÔNIO LTDA;12695840000103;Rua Elvira Ferraz, nº 68, 10º e 11º andares - Vila Olimpia - São Paulo - SP;(11)2161-2410
28.693.595/0001-27;2023-12-01;1;N/A;0;N/A;N/A
28.737.771/0001-85;2023-06-01;1;n/a;n/a;n/a;n/a
28.737.771/0001-85;2023-06-01;1;n/a;n/a;n/a;n/a
30.048.651/0001-12;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3509-0600
30.567.216/0001-02;2023-12-01;1;Souza Cescon Barrieu FB. Soc Advogados;10687865000121;Rua Funchal, 418 - 11º na. S.Paulo - SP;11-3089.6500
30.567.216/0001-02;2023-12-01;1;JJ Chaves Contadores Sociedade Simples Ltda;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
30.567.216/0001-02;2023-12-01;1;Advocacia Cunha Ferraz;87906000195;Av. Brig Faria Lima, 1461 - 6º andar São Paulo-SP;11-3104.7183
30.578.275/0001-78;2023-12-01;1;FREIRE E MERCON S/C ADVOGADOS ASSOCIADOS;04.016.996/0001-84;AVENIDA GOVERNADOR BLEY, 186 - SALA 1.101 - CENTRO - CEP: 29010150;(27) 3211.1076 
30.629.603/0001-18;2023-06-01;1;n/a;n/a;n/a;n/a
30.629.603/0001-18;2023-06-01;1;n/a;n/a;n/a;n/a
31.887.401/0001-39;2023-12-01;1;Rio Bravo Investimentos LTDA.;3864607000108;Av. Chedid Jafet, nº 222, Bloco B, 3º andar, cj 32 - Vila Olímpia - São Paulo/SP - Cep nº 04551-065;(11) 3509 6600
32.274.197/0001-43;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.864.992/0001-42;R. Alves Guimarães, 1216 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
32.274.553/0001-29;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1216 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
32.892.018/0001-31;2023-06-01;1;Itaú Corretora de Valores S.A. (Escriturador);61194353000164;Avenida Brigadeiro Faria Lima, 3500, 3º Andar, São Paulo -SP;+ 55 (11)2740-2535
32.903.521/0001-45;2023-12-01;1;ITAU CORRETORA DE VALORES S/A ( Escriturador );61.194.353/0001-64;Rua Santa Virginia, 299,CEP: 03084-010 São Paulo - SP;(11) 2740-2906
32.903.702/0001-71;2023-12-01;1;ITAU CORRETORA DE VALORES S/A ( Escriturador );61.194.353/0001-64;Rua Santa Virginia, 299,CEP: 03084-010 São Paulo - SP;(11) 2740-2906
33.354.650/0001-94;2023-12-01;1;GOTLIB MASSARA ROCHA SOCIEDADE DE ADVOGADOS;30221528000151;Av Getulio Vargas, 258, sala 1302 - Funcionários, Belo Horizonte, MG, CEP 30112020;(31) 9659-4926
35.360.651/0001-77;2023-12-01;1;OPPORTUNITY MÉTRICA LTDA;29839743000131;Avenida Presidente Wilson, nº 231, 28º andar, parte, Centro, Rio de Janeiro /RJ;(11) 3039-1200
35.507.610/0001-60;2023-12-01;1;N/A;0;N/A;N/A
35.652.081/0001-99;2023-06-01;1;DMK SOLUCOES EMPRESARIAIS SS LTDA;26608796000153;R ARLINDO SCAVONE, 149, CASA 41 - JARDIM SANTA MARIA, JACAREÍ - SP - 12328-250;()
35.652.081/0001-99;2023-06-01;1;RBR CONSULTORIA FINANCEIRA LTDA.;35850237000146;AV PRES JUSCELINO KUBITSCHEK, 1400, AND 12 CONJ 122 - VILA NOVA CONCEICA, SAO PAULO - SP - 04543-000;(11) 40839144
35.652.081/0001-99;2023-06-01;1;B. INTERNACIONAL REAL ESTATE LTDA;02164894000180;R LIBERO BADARO, 377,  - CENTRO, SAO PAULO - SP - 01009-000;(11) 31012244
35.652.081/0001-99;2023-06-01;1;LOUREIRO FILHO SOCIEDADE DE ADVOGADOS;09413000000198;R MARCONI, 23,  - , SÃO PAULO - SP - 01047--000;()
35.652.081/0001-99;2023-06-01;1;DALO E TOGNOTTI SOCIEDADE DE ADVOGADOS;34712837000185;R PEQUETITA, 215, AND 5 - VILA OLIMPIA, SAO PAULO - SP - 04552-060;()
35.652.081/0001-99;2023-06-01;1;CONAM - CONSULTORIA AMBIENTAL LTDA;06316940000170;R MOURATO COELHO, 90, CONJ 24 - PINHEIROS, SAO PAULO - SP - 05417-000;(11) 36850315
35.652.081/0001-99;2023-06-01;1;HUGO GUALBERTO FERREIRA SERVICOS DE TOPOGRAFIA - ME;28903764000106;Rua FRANCISCO MACIEL 172 - - CIDADE NOVA JACAREI - CEP: 12325210;(12) 96861678
35.652.081/0001-99;2023-06-01;1;AMBPLUS GESTAO AMBIENTAL E EMPRESARIAL LTDA;29734139000140;RUA REPUBLICA ARGENTINA, 57, POMPEIA, SANTOS/SP, CEP: 11065-030;(13) 33020210
35.652.081/0001-99;2023-06-01;1;GEO CORING SERVICOS DE SONDAGENS E ENSAIOS GEOTECNICOS LTDA;26478473000192;AL SUBTENENTEAVIADOR FRANCISCO HIER, 202,  - PARQUE NOVO MUNDO, SAO PAULO - SP - 02187-040;(11) 38041430
35.652.081/0001-99;2023-06-01;1;GRANT THORNTON AUDITORES INDEPENDENTES;10830108000165;AV ENG LUIZ CARLOS BERRINI 1, 105, CONJ 121 TORRE 4 - CIDADE MONCOES, SAO PAULO - SP - 04571-900;(11) 38865100
35.652.081/0001-99;2023-06-01;1;Origem Arqueologia e Patrimônio Cultural;06652577000164;Rua Jorge Barbosa Moreira, 69 - São Jose dos Campos/SP;(12) 33077031
35.652.081/0001-99;2023-06-01;1;DAMASCO PENNA TECNOLOGIA LTDA;04195165000117;AL RIO NEGRO, 1105,  - , BARUERÍ - SP - 06454--000;()
35.652.081/0001-99;2023-06-01;1;CONTESTE ENGENHARIA E TECNOLOGIA LTDA;64757776000133;R LUIZ ANTONIO PADRAO;(11) 22845060
35.652.278/0001-28;2023-06-01;1;LR EMPREENDIMENTOS IMOBILIARIOS LTDA;13644741000157;R JURUPARI, 203,  - SANTA LUCIA, BELO HORIZONTE - MG - 30350-590;(31) 32223831
35.765.826/0001-26;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
35.765.907/0001-26;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
35.819.314/0001-03;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
35.880.201/0001-05;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
36.420.742/0001-13;2023-12-01;1;Daló e Tognotti Advogados;34712837000185;Rua Urussuí, 300 - 1º Andar - Itaim Bibi, São Paulo - SP, 04542-903;011 4304-9010
36.501.249/0001-28;2023-12-01;1;PRISMA REAL ESTATE GESTORA DE RECURSOS LTDA.;36.358.004/0001-93;Av. Brg. Faria Lima, 2.601 - 11 andar - Jardim Paulistano;(11) 4858-3744
36.642.275/0001-76;2023-06-01;1;THOREOS CONSULTORIA LTDA - EPP;08646359000142;AL OSCAR NIEMEYER, 222, SLS 404 A 409 - VALE DO SERENO, NOVA LIMA - MG - 34006-049;(31) 999212020
36.642.275/0001-76;2023-06-01;1;GRANT THORNTON AUDITORES INDEPENDENTES;10830108000165;AV ENG LUIZ CARLOS BERRINI 1, 105, CONJ 121 TORRE 4 - CIDADE MONCOES, SAO PAULO - SP - 04571-900;(11) 38865100
36.642.356/0001-76;2023-06-01;2;n/a;n/a;n/a;n/a
37.180.091/0001-02;2023-12-01;2;Banco do Brasil S.A.;191;Avenida chile, 330 - 9º andar - Rio de Janeiro - RJ;(21) 3808-6066
38.293.921/0001-62;2023-12-01;1;n/a;n/a;n/a;n/a
38.294.086/0001-85;2023-12-01;1;COND. ROCHAVERA CORPORATE TOWERS;11523063000149;Av. das Nações Unidas, 14171 - Vila Gertrudes, São Paulo - SP, 04794-000;(11) 35242500
38.294.086/0001-85;2023-12-01;1;n/a;n/a;n/a;n/a
39.347.413/0001-82;2023-12-01;1;Banco Daycoval S.A;62232889000190;Avenida Paulista,1793;(11) 3138-8871
39.347.413/0001-82;2023-12-01;1;Furtado e Neto Advogados;4158467000115;Rua Ministro Calógeras, 343;(47) 2105-3393
39.347.413/0001-82;2023-12-01;1;Coinvalores CCVM LTDA.;336036000140;Av. Brigadeiro Faria Lima, 1800;(11) 3035-4141
39.347.413/0001-82;2023-12-01;1;MHA Engenharia LTDA;47283189000130;Alameda Araguaia,2104;(11) 99204-9772
39.714.024/0001-48;2023-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
40.011.279/0001-23;2023-06-01;1;ÍTACA DESENVOLVIMENTO IMOBILIÁRIO LTDA.;42164824000147;Rua Tabapuã, 1227 - Conjunto 202 - 20º Andar - Itaim Bibi, São Paulo - SP, 04533-014;(11) 3667-8241
40.225.262/0001-79;2023-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
40.346.049/0001-15;2023-12-01;1;Novaes & Roselli Sociedade de Advogados;05.048.507/0001-39;Av Brigadeiro Faria Lima, 2954 - 6º andar;11 3079 5111
40.346.049/0001-15;2023-12-01;1;Colliers Technical Services Ltda;43.262.770/0001-15;Av. das Nações Unidas, 14.171 - 8º Andar - Conj. 803;11 3323 0000
40.414.001/0001-05;2023-12-01;1;n/a;n/a;n/a;n/a
40.886.241/0001-02;2023-12-01;1;n/a;n/a;n/a;n/a
41.076.710/0001-82;2023-12-01;1;n/a;n/a;n/a;n/a
41.088.534/0001-07;2023-12-01;1;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES;61562112000120;AV FRANCISCO MATARAZZO 1 400, 0, 9 10 13 14 15 16 E 17 AND TORRE TORI - AGUA BRANCA, SAO PAULO - SP - 05001-100;(11) 996192832
41.088.534/0001-07;2023-12-01;1;n/a;n/a;n/a;n/a
41.114.606/0001-35;2023-12-01;2;Banco Daycoval;62232889000190;Av. Paulista, 1793 - 2º andar - Bela Vista - São Paulo - SP.;(11) 3138-0500
41.114.606/0001-35;2023-12-01;2;Freitas Leite Advogados;61.197.;Rua Elvira Ferraz,250;(11) 3728-8100
41.114.606/0001-35;2023-12-01;2;Coinvalores CVVM LTDA;336036000140;Av. Brigadeiro Faria Lima, 1800;(11) 3035-4143
41.199.975/0001-78;2023-12-01;1;n/a;n/a;n/a;n/a
41.199.975/0001-78;2023-12-01;1;n/a;n/a;n/a;n/a
41.199.975/0001-78;2023-12-01;1;n/a;n/a;n/a;n/a
41.978.168/0001-53;2023-12-01;1;N/A;0;N/A;N/A
42.592.257/0001-20;2023-12-01;2;Banco do Brasil S.A.;191;Av República do Chile, 330 - 9º   andar - Rio de Janeiro - RJ;(21) 3808-3466
42.592.476/0001-09;2023-06-01;1;LESTE FINANCIAL SERVICES GESTÃO DE RECURSOS LTDA;17.036.001/0001-99;Rua Dias Ferreira, n° 190, 6° andar, Leblon, Rio de Janeiro/RJ;(21) 3544-4739
42.869.869/0001-17;2023-12-01;1;Primeiro Oficial de Registro de Imóveis;45.565.678/0001-50;Rua Tabatinguera, 140 loja 01;011 3101-4455
43.008.233/0001-43;2023-06-01;1;BTG PACTUAL GESTORA DE RECURSOS LTDA.;09631542000137;AV BRIG FARIA LIMA, 3477, 14 AND - PARTE - ITAIM BIBI, SAO PAULO - SP - 04538-133;(11) 25269958
43.010.844/0001-26;2023-12-01;1;n/a;n/a;n/a;n/a
43.164.799/0001-64;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
43.619.218/0001-31;2023-12-01;1;Fenix Consultoria e Sistemas Empresariais Ltda;20.867.202/0001-42;Rua Funchal, 263, Conj 32;011 3106-2021
43.619.218/0001-31;2023-12-01;1;KVM Terceirização em Tecnologia Ltda;26.650.141/0001-43;Rua Alice Macuco Alvez, 51;011 4710-5200
43.741.150/0001-69;2023-12-01;2;FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;36.266.751/0001-00;R DR EDUARDO DE SOUZA ARANHA 99, ANDAR 10 CONJ 101, VILA NOVA CONCEICAO, SAO PAULO - SPCEP: 04543-120;(11) 3330-6300
43.862.625/0001-75;2023-12-01;1;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
44.107.380/0001-33;2023-12-01;1;N/A;N/A;N/A;N/A
44.395.062/0001-15;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
44.428.541/0001-90;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
44.625.657/0001-10;2023-12-01;1;TRINUS CAPITAL DTVM S.A.;02.276.653/0001-23;R 72, nº 325, QUADRAC14 LOTE 10-13 EDIF TREND OFFICE HOME ANDAR 12, JD GOIAS, GOIANIA - GOCEP: 74805-480;(62) 3773-1500
44.669.639/0001-30;2023-12-01;1;N/A;N/A;N/A;N/A
45.188.033/0001-45;2023-12-01;1;NEGRAO FERRARI E BUMLAI CHODRAUI SOCIEDADE DE ADVO;10336302000199;AL.CAMPINAS, 728,  - , SÃO PAULO - SP - 01404--001;()
45.188.033/0001-45;2023-12-01;1;ASA ASSET 2 GESTAO DE RECURSOS LTDA.;19807960000196;AL SANTOS, 2159, CONJ 52 - CERQUEIRA CESAR, SAO PAULO - SP - 01419-100;(11) 31858900
45.188.033/0001-45;2023-12-01;1;LBDI Desenvolvimento Imobiliário Ltda.;46062785000128;Rua Afonso Braz, 900;(11) 99742889
45.188.033/0001-45;2023-12-01;1;Dozzi Imobiliária EIRELI;21838934000177;Rua Afonso Braz, 473;(11) 71010503
45.188.199/0001-61;2023-12-01;1;CLAUDIO MANDELBLATT ADVOGADOS ASSOCIADOS;08.719.210/0001-46;Rua Rainha Guilhermina, 249 - Leblon, Rio de Janeiro - RJ, 22441120;(21) 3816-9933
45.188.199/0001-61;2023-12-01;1;ENGIMOB ENGENHARIA E EMPREENDIMENTOS IMOBILIARIOS LTDA;03.009.717/0001-92;Rua Edson Dia, n 67, Pinheiros, São Paulo - Sp, 05421060;(11) 3087-6688
45.188.199/0001-61;2023-12-01;1;GALDINO E COELHO SOCIEDADE DE ADVOGADOS;15.812.002/0001-52;Avenida Brigadeiro Faria Lima, n 3900, ANDAR 11 - ITAIM BIBI,São Paulo - Sp, 04538-132;(11) 3041-1500
45.188.199/0001-61;2023-12-01;1;ESTRUTURAL VIGILANCIA E SEGURANCA LTDA;49.932.105/0001-78;Rua São Januario, n 659, São Cristovão, Rio de Janeiro - RJ, 20921-004;(21) 97257-2657
47.085.640/0001-05;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
47.136.369/0001-90;2023-12-01;1;VITRA CONSULTORIA CONTABIL LTDA;47293710000110;AL. RIO NEGRO 503, SALA 320- ALPHAVILLE - SÃO PAULO/SP;(11) 2664-6400
48.916.699/0001-60;2023-12-01;1;n/a;n/a;n/a;n/a
48.916.699/0001-60;2023-12-01;1;n/a;n/a;n/a;n/a
48.916.699/0001-60;2023-12-01;1;n/a;n/a;n/a;n/a
48.916.699/0001-60;2023-12-01;1;n/a;n/a;n/a;n/a
48.978.859/0001-04;2023-06-01;1;BRPR GESTÃO DE RECURSOS  LTDA.;48730767000100;Avenida das Nações Unidas, nº 12.901, Torre Oeste, 16º andar, conjunto 1602, Brooklin Novo, CEP 04578-910;(11) 32011000
49.184.940/0001-77;2023-12-01;1;n/a;n/a;n/a;n/a
49.184.940/0001-77;2023-12-01;1;n/a;n/a;n/a;n/a
49.184.940/0001-77;2023-12-01;1;n/a;n/a;n/a;n/a
50.492.450/0001-17;2023-12-01;1;Tauil & Chequer Advogados Associado a Mayer Browm LLP;07.763.665/0001-04;Av Nossa Senhora dos Navegantes, 451 - 17° andar cj 1703;027 2123-0777
50.492.450/0001-17;2023-12-01;1;Pinheiro Guimaraes Advogados;42.591.727/0001-30;Av Rio Branco, 181 27° andar;021 4501-5000
50.522.058/0001-73;2023-12-01;1;FL2 PARTNERS GESTORA DE RECURSOS LTDA;34771772000149;R TABAPUA, 1123, CONJ 185 E 186 - ITAIM BIBI, SAO PAULO - SP - 04533-014;(11) 30440951
50.522.058/0001-73;2023-12-01;1;EUQUEROINVESTIR GESTAO DE RECURSOS LTDA;32288914000196;R LUIZ GONZAGA WERNER, 45,  - BATEAS, BRUSQUE - SC - 88355-365;(11) 986810007
50.555.700/0001-10;2023-12-01;1;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36864992000142;R. Alves Guimarães, 1212 - Pinheiros, São Paulo - SP, 05410-002;(11) 3133-0350
50.659.134/0001-97;2023-12-01;1;Tauil & Chequer Advogados Associado a Mayer Browm LLP;07.763.665/0001-04;Av Nossa Senhora dos Navegantes, 451 - 17° andar cj 1703;027 2123-0777
50.659.134/0001-97;2023-12-01;1;Pinheiro Guimaraes Advogados;42.591.727/0001-30;Av Rio Branco, 181 27° andar;021 4501-5000
50.659.134/0001-97;2023-12-01;1;Barbosa, Mussnich e Aragão - Advogados;02.853.076/0001-95;Av. Pres. Juscelino Kubitschek, 1455 / 10º E 11º andares;011 2179-4600
51.646.298/0001-42;2023-12-01;1;BTG Pactual Serviços Financeiros S.A. DTVM;59.281.253/0001-23;Praia de Botafogo, 501, 5º andar, parte, Torre Corcovado, Botafogo, Rio de Janeiro/RJ;
51.710.043/0001-00;2023-12-01;3;JJ CHAVES CONTADORES S/S;94154119000162;Roa Dona Laura, 414 - Porto Alegre - RS;51-3388.3677
