CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
11.664.201/0001-00;2023-12-01;1;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 93ª Série;Renda;4619775.7;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - QAMI11  Emissão  Série;Renda;170280;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - QAMI11  Emissão  Série;Renda;170860;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - QAMI11  Emissão  Série;Renda;169840;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - SUNO MULTIESTRATÉGIA FII - SNME11 1ª Emissão 1ª Série;Renda;10000009.5;Capital
11.664.201/0001-00;2023-12-01;1;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 338ª Série;Renda;20096402.11;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - QAMI11  Emissão  Série;Renda;212075;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - QAMI11  Emissão  Série;Renda;211050;Capital
11.664.201/0001-00;2023-12-01;1;HABITASEC SECURITIZADORA S.A.  6ª Emissão 2ª Série;Renda;20454278.18;Capital
11.664.201/0001-00;2023-12-01;1;HABITASEC SECURITIZADORA S.A.  6ª Emissão 1ª Série;Renda;20439427.58;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - ALIANZA MULTIESTRATÉGIA FII - ALZM11  Emissão  Série;Renda;51478173.51;Capital
11.664.201/0001-00;2023-12-01;1;HABITASEC SECURITIZADORA S.A.  6ª Emissão 2ª Série;Renda;20507311.17;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - FII RBR PRIVATE CRÉDITO IMOBILIÁRIO - RBRY11  Emissão  Série;Renda;10000048.5;Capital
11.664.201/0001-00;2023-12-01;1;HABITASEC SECURITIZADORA S.A.  6ª Emissão 1ª Série;Renda;20489564.82;Capital
11.664.201/0001-00;2023-12-01;1;HABITASEC SECURITIZADORA S.A.  6ª Emissão 2ª Série;Renda;20573795.2;Capital
11.664.201/0001-00;2023-12-01;1;HABITASEC SECURITIZADORA S.A.  6ª Emissão 1ª Série;Renda;20528709.46;Capital
11.664.201/0001-00;2023-12-01;1;OPEA SECURITIZADORA S.A. 1ª Emissão 542ª Série;Renda;10890003.88;Capital
11.664.201/0001-00;2023-12-01;1;Cotas de FII - EQI RECEBÍVEIS IMOBILIÁRIOS FII - EQIR11  Emissão  Série;Renda;10000008.45;Capital
11.664.201/0001-00;2023-12-01;1;OPEA SECURITIZADORA S.A. 223ª Emissão 1ª Série;Renda;44000000;Capital
11.664.201/0001-00;2023-12-01;1;Compromissada 20J0837185  Emissão  Série;Renda;3907710.22;Capital
11.664.201/0001-00;2023-12-01;1;Compromissada 22A0226257  Emissão  Série;Renda;12286316.51;Capital
11.664.201/0001-00;2023-12-01;1;Compromissada 20A0978038  Emissão  Série;Renda;7370591.26;Capital
11.664.201/0001-00;2023-12-01;1;Compromissada 20A0978038  Emissão  Série;Renda;5075116.2;Capital
11.664.201/0001-00;2023-12-01;1;Compromissada 20G0703191  Emissão  Série;Renda;17268891.75;Capital
11.664.201/0001-00;2023-12-01;1;Compromissada 21D0737500  Emissão  Série;Renda;19669224.94;Capital
11.664.201/0001-00;2023-12-01;1;OPEA SECURITIZADORA S.A. 232ª Emissão 1ª Série;Renda;66816000;Capital
11.728.688/0001-47;2023-12-01;1;Ações da CLERC ENERGIA - EMPREENDIMENTO S.A.;Aplicação em ativos-alvo do fundo;18682640.71;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;DCC - DISTRIBUTION CENTER CAJAMAR;Aplicação em ativos-alvo do fundo;359611054.55;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;DCB - DISTRIBUTION CENTER BARUERI;Aplicação em ativos-alvo do fundo;466730209.7;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;DCR - DISTRIBUTION CENTER RODOANEL;Aplicação em ativos-alvo do fundo;304868798.7;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;CLE - CENTRO LOGÍSTICO EMBU;Aplicação em ativos-alvo do fundo;241442436.92;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;HGLG ITUPEVA G200 (Fração de imóvel);Aplicação em ativos-alvo do fundo;18130343.57;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;HGLG CONE MM2 (Terreno para desenvolvimento);Aplicação em ativos-alvo do fundo;25807118.38;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;HGLG ITAPEVI;Aplicação em ativos-alvo do fundo;79697321.26;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;FIIB11;Aplicação em ativos-alvo do fundo;305113.61;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;HSLG11;Aplicação em ativos-alvo do fundo;3909599.6745;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;LGCP11;Aplicação em ativos-alvo do fundo;43440024.59;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;PATL11;Aplicação em ativos-alvo do fundo;8740534.6099;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;PNDL11;Aplicação em ativos-alvo do fundo;23225079.87;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;XPLG11;Aplicação em ativos-alvo do fundo;1130.4;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;CRI - OPEA SECURITIZADORA S/A;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;39227983.86;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;CRI - RB CAPITAL SECURITIZADORA S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;6988639.45;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;CRI - TRUE  SECURITIZADORA S/A;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;100748123.55;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;CRI - VIRGO COMPANHIA SECURITIZADORA;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;82663735.77;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;LCI - BANCO ABC;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;20000000;Caixa do fundo
11.728.688/0001-47;2023-12-01;1;LCI - CAIXA ECONOMICA FEDERAL;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;300000000;Caixa do fundo
11.839.593/0001-09;2023-06-01;2;CRI 20I0573995;Lucro na Venda;7250000.00;Capital
11.839.593/0001-09;2023-06-01;2;Galpao Campinas - Air Liquide;Renda;20260000.00;Capital
11.839.593/0001-09;2023-06-01;2;Feira de Santana - CDD AMBEV;Renda;40102000.00;Capital
11.839.593/0001-09;2023-06-01;2;Galpao Santa Luzia;Renda;59114000.00;Capital
11.839.593/0001-09;2023-06-01;2;Loja Dengo;Renda;29031000.00;Capital
11.839.593/0001-09;2023-06-01;2;Galpao Camacari;Renda;51288000.00;Capital
11.839.593/0001-09;2023-06-01;2;Imovel Cotia - Symrise;Renda;51288000.00;Capital
11.839.593/0001-09;2023-06-01;2;City Gate Cabreuva I;Renda;105310000.00;Capital
11.839.593/0001-09;2023-06-01;2;Galpao Extremo Sul Vila Romana - G03;Renda;47600000.00;Capital
11.839.593/0001-09;2023-06-01;2;Galpao Extremo Sul Vila Romana - G02;Renda;51740000.00;Capital
11.839.593/0001-09;2023-06-01;2;Galpao Extremo Sul Vila Romana - G01;Renda;49630000.00;Capital
11.839.593/0001-09;2023-06-01;2;City Gate Cabreuva I;Renda;105310000.00;Capital
12.005.956/0001-65;2023-06-01;1;LCI POS LIQ ANTECIPA - CDI D 95;Alocação do Caixa do Fundo;25000000;Capital
12.005.956/0001-65;2023-06-01;1;ITAQUAQ INVEST IMOB E PAR SA;SPE Investida do Fundo;45000;Capital
12.005.956/0001-65;2023-06-01;1;N.L.P.S.P.E. EMPREENDIMENTOS E;SPE Investida do Fundo;2800000;Capital
12.005.956/0001-65;2023-06-01;1;RT 105 EMPREENDIMENTOS E PARTI;SPE Investida do Fundo;6000000;Capital
12.005.956/0001-65;2023-06-01;1;CRI 21E0669785;Alocação do Caixa do Fundo;59806015.25;Capital
12.358.507/0001-09;2023-12-01;1;FAZENDA ARIZONA E OUTRAS;Aplicação em ativo alvo do Fundo;6028391.603115;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA ILHA;Aplicação em ativo alvo do Fundo;1538508.548055;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA ILHA GRANDE II;Aplicação em ativo alvo do Fundo;160877.2165;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA LAGOA ANJOS / GENIPAPEIRO;Aplicação em ativo alvo do Fundo;4474907.07;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA PAU BRASIL;Aplicação em ativo alvo do Fundo;4512170.94324;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA SAPÉ;Aplicação em ativo alvo do Fundo;19832.4161;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA TERRENO RURAL;Aplicação em ativo alvo do Fundo;130180.365;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA MARCACAO;Aplicação em ativo alvo do Fundo;1140855.528384;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA RIACHO DO SALTO IV;Aplicação em ativo alvo do Fundo;946718.773;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA SANTA EMILIA;Aplicação em ativo alvo do Fundo;75206.6315;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA MUZUMBO II;Aplicação em ativo alvo do Fundo;3286052.16432;Aporte de cotista
12.358.507/0001-09;2023-12-01;1;FAZENDA PASSATEMPO;Aplicação em ativo alvo do Fundo;89023966.0559944;Aporte de cotista
13.320.290/0001-00;2023-12-01;1;13.874_FAZ. BOM JESUS;Beneficios futuros;371659.09;Capital
13.320.290/0001-00;2023-12-01;1;169.491_TERRENO JUNDIAÍ-LOTE 5;Beneficios futuros;17775905.8;Capital
13.320.290/0001-00;2023-12-01;1;169.492_TERRENO JUNDIAÍ-LOTE 6;Beneficios futuros;7132884.93;Capital
13.320.290/0001-00;2023-12-01;1;169.493_TERRENO JUNDIAÍ-LOTE 7;Beneficios futuros;2598940.93;Capital
13.320.290/0001-00;2023-12-01;1;5385 - FAZ. SANTA CLARA;Beneficios futuros;1;Capital
13.320.290/0001-00;2023-12-01;1;5.389 - FAZ. LAGOA;Beneficios futuros;9684708.43;Capital
13.320.290/0001-00;2023-12-01;1;HANGAR_(SALA 711);Beneficios futuros;297330;Capital
13.320.290/0001-00;2023-12-01;1;HANGAR_(SALA 712);Beneficios futuros;211395;Capital
13.320.290/0001-00;2023-12-01;1;HANGAR_(SALA 713);Beneficios futuros;176562;Capital
13.320.290/0001-00;2023-12-01;1;HANGAR_(SALA 714);Beneficios futuros;180183;Capital
13.320.290/0001-00;2023-12-01;1;HANGAR_(SALA 715);Beneficios futuros;192984;Capital
13.371.132/0001-71;2023-12-01;1;LFT;Liquidez;13592699.09;Recursos em caixa
13.584.584/0001-31;2023-12-01;1;Cemitério Morumby;Construção de 60 jazigos;240000;SPE Cortel
13.598.226/0001-88;2023-12-01;1;ID 181;Propriedade para venda;942856.46;Integralização de ativos
13.598.226/0001-88;2023-12-01;1;ID 155;Propriedade para venda;2449900.97;Integralização de ativos
13.974.819/0001-00;2023-12-01;1;N/A;N/A;0;N/A
14.088.246/0001-71;2023-12-01;1;COMPROMISSADA;-;384294.3;APLICAÇÃO DO COTISTA
14.413.342/0001-48;2023-12-01;1;LCI_23L01803035;Benefícios futuros;19999999.99;Recursos próprios / emissão de cotas
15.006.267/0001-63;2023-12-01;1;EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;118000.00;Capital
15.006.267/0001-63;2023-12-01;1;FII MULTI RENDA URBA;Lucro na Venda;992250.00;Capital
15.006.267/0001-63;2023-12-01;1;FII CAPITÂNIA SHOPP;Lucro na Venda;175967.99;Capital
15.006.267/0001-63;2023-12-01;1;V2 RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;560390.36;Capital
15.006.267/0001-63;2023-12-01;1;V2 RENDA IMOBILIÁRIA FII;Lucro na Venda;40000000.00;Capital
15.006.267/0001-63;2023-12-01;1;Edificio Iguatemi Alphaville - Itower;Renda;19936875.00;Capital
15.006.267/0001-63;2023-12-01;1;Edificio Box 298;Renda;11257411.76;Capital
15.006.267/0001-63;2023-12-01;1;Edificio Modulo Reboucas;Renda;29297233.45;Capital
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 8ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;311445892.61;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 13ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;280301303.35;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 14ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;249156714.09;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 39ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;218012124.83;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 40ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;186887469.81;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 65 da 4ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;166070023.3;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 29ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;141966466.98;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 2 da 33ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;140089646.29;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 5 da 33ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;140047600;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 176ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;65000000;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 153ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;59664554.86;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;57000000;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 154ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;56290798.19;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 7 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;41250000;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 8ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;28188252.29;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 13ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;27368839.8;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 2 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;21713419;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 6 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;14199999;Emissão de Cotas
16.706.958/0001-32;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 3 da 96ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10804000;Emissão de Cotas
