CNPJ_Fundo;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
00.332.266/0001-31;2019-12-01;1;5049;868076;0.310010645862054;0.53636202360162;0.46363797639838;1;169672;0.0605939183950568;0;1;2;663943;0.237109882366974;0;1;1;456494;0.163024896175168;0;1;1;641964;0.229260657200742;0;1;;;;;;;;;;;;;;;
00.613.094/0001-74;2019-12-01;1;381;89491;0.1181;0.4022;0.5978;1;54168;0.0714;0;1;1;88986;0.1173;0;1;1;121738;0.1605;0;1;2;404017;0.5327;0;1;;;;;;;;;;;;;;;
00.762.723/0001-28;2019-12-01;1;3501;470149;0.1811;0.999;0.001;2;343673;0.1325;0;1;;;;;;1;454425;0.1752;0;1;;;;;;;;;;;;;;;;1;1326032;0.5112;0;1
00.868.235/0001-08;2019-12-01;1;3;2100;0.0387;1;0;2;6056;0.1115;0;1;;;;;;1;9084;0.167243537815745;0;1;;;;;;;;;;;;;;;;1;37076;0.6826;0;1
01.201.140/0001-90;2019-12-01;1;21779;2674429;0.2191;0.1922;0.0269;3;2249272;0.183571243559298;0.0761801476634431;0.107391095895855;;;;;;;;;;;;;;;;;;;;;;;;;;1;7289132;0.5973;0;0.5973
01.235.622/0001-61;2019-12-01;3;42;14147;0.0179;0.0179;0;8;74671;0.0946;0;0.0946;6;347268;0.4399;0;0.4399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;353396;0.4476;0;0.4476;0;0;0;0;0
01.497.954/0001-14;2019-12-01;1;4;576863;0.066276;0.008667;0.057609;;;;;;;;;;;;;;;;1;1740799;0.2;0.2;0;;;;;;;;;;;1;6386332;0.733724;0;0.733724
01.601.918/0001-59;2019-12-01;1;3;3150;0.0063;0;0.0063;2;71680;0.1434;0;0.1434;;;;;;1;100000;0.2;0;0.2;1;131798;0.2636;0;0.2636;1;193372;0.3867;0;0.3867;;;;;;;;;;
01.633.741/0001-72;2019-12-01;1;341;68207;0.134263;0.074247;0.060016;2;89886;0.176938;;0.176938;1;54947;0.108162;;0.108162;2;184850;0.363872;;0.363872;1;110118;0.216764;;0.216764;;;;;;;;;;;;;;;
01.636.325/0001-28;2019-12-01;1;;;;;;;;;;;1;25000;0.107016882983459;;0.107016882983459;;;;;;1;52091;0.222984658059655;;0.222984658059655;2;156517;0.669998458956885;;0.669998458956885;;;;;;;;;;
01.657.856/0001-05;2019-12-01;1;3755;2494684;0.594;0.5702;0.0238;6;1705316;0.406;0.2514;0.1546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.027.437/0001-44;2019-12-01;1;7;5115;0.0365;1;0;2;27545;0.1968;1;0;2;37340;0.2667;0.44;0.56;;;;;;;;;;;;;;;;1;70000;0.5;0;1;;;;;
02.508.235/0001-14;2019-12-01;1;2;890;0.052;0.052;;3;3898;0.228;0.1543;0.0737;1;12312;0.72;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;
03.251.720/0001-18;2019-12-01;1;1037;182032;0.24271;0.218711;0.023999;4;227267;0.303023;0.157761;0.145261;2;190701;0.254268;;0.254268;1;150000;0.2;;0.2;;;;;;;;;;;;;;;;;;;;
03.507.519/0001-59;2019-12-01;1;2716;559486;0.9188;0.94;0.06;1;49464;0.0812;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.683.056/0001-86;2019-12-01;1;20297;2976666;1;0.660232;0.339768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.855.441/0001-63;2019-12-01;1;1;1219857;0.00845885450868296;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;142990804;0.991541145491317;0;1
04.066.582/0001-60;2019-12-01;1;2803;200000;1;0.9567;0.0433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.141.645/0001-03;2019-12-01;1;50561;56959214;0.8251;0.8108;0.0143;1;4390722;0.0636;0.0636;;1;7683564;0.1113;;0.1113;;;;;;;;;;;;;;;;;;;;;;;;;
04.722.883/0001-02;2019-12-01;1;704;645615;0.164;0.1251;0.0389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3289947;0.836;0;0.836
04.782.236/0001-88;2019-12-01;1;1;36036;0.0106;;0.0106;;;;;;;;;;;1;630379;0.1868;;0.1868;;;;;;;;;;;;;;;;1;2709069;0.8026;;0.8026
05.437.916/0001-27;2019-12-01;1;1870;259816;0.6768;0.5797;0.0971;4;124120;0.3232;0.1759;0.1473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.562.312/0001-02;2019-12-01;2;3876;74671;0.7125;0.6907;0.0218;3;30129;0.2875;0.2875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.175.262/0001-73;2019-12-01;1;680;220640;0.9349;0.9283;0.0066;1;15360;0.0651;0.0651;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.000.400/0001-46;2019-12-01;2;6601;123326;0.9487;0.9197;0.029;1;6674;0.0513;0.0513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.122.725/0001-00;2019-12-01;1;4162;90332;0.8125;0.6473;0.1652;1;7418;0.0667;0;0.0667;1;13427;0.1208;0;0.1208;;;;;;;;;;;;;;;;;;;;;;;;;
07.224.019/0001-60;2019-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2022;1;290525;0.2022;0;0.3152;1;452759;0.3152;0;0.4826;1;693319;0.4826;0;0;0;0;0;0;
07.583.627/0001-61;2019-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;224952;1;0;1
07.789.135/0001-27;2019-12-01;1;58;70139;0.1555;0.9756;0.0344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;380966;0.872969743722748;0;1
08.014.513/0001-63;2019-12-01;1;4926;1052174;0.9191;0.9063;0.0128;1;92626;0.0809;0;0.0809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.098.114/0001-28;2019-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3568083;1;0;1
08.417.532/0001-30;2019-12-01;1;1;465;0.01;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46506;0.99;;1
08.431.747/0001-06;2019-12-01;1;51710;8895562;0.8896;0.7898;0.2102;2;1104438;0.1104;0.5134;0.4866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.693.497/0001-82;2019-12-01;1;49;1952;0.0035;0.0035;;4;206700;0.3759;0.3759;;;;;;;1;108355;0.197;0.197;;;;;;;;;;;;1;233081;0.4236;;0.4236;;;;;
08.696.175/0001-97;2019-06-01;1;3428;46319;0.049958;0.999;0.001;733;46330;0.04997;0.998554;0.001446;396;46376;0.050019;0.997844;0.002156;254;46322;0.049961;1;0;317;92494;0.09976;1;0;194;92984;0.100289;1;0;121;92707;0.09999;1;0;183;463630;0.500053;0.922951;0.077049
