CNPJ_Fundo;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
03.683.056/0001-86;2016-12-01;3;127307321;3882;0.919124901616695;0.846560096885551;0.153439903114449;11201951;1;0.0808750983833053;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.855.441/0001-63;2016-12-31;1;1;1219857;0.00845885450868296;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;142990804;0.991541145491317;1;0
04.066.582/0001-60;2016-12-01;1;1027;200000;1;0.959;0.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.141.645/0001-03;2016-12-31;1;1771;56959214;0.8251;0.7841;0.041;1;4390722;0.0636;0.0636;;1;7683564;0.1113;;0.1113;;;;;;;;;;;;;;;;;;;;;;;;;
04.722.883/0001-02;2016-12-01;1;742;645615;0.164;0.1367;0.0273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3289947;0.836;0;0.836
04.782.236/0001-88;2016-12-31;1;1;36036;0.0153;;0.0153;;;;;;1;290379;0.1233;;0.1233;;;;;;;;;;;;;;;;;;;;;1;2029069;0.8614;;0.8614
05.437.916/0001-27;2016-12-31;1;290565;290565;0.818493;0.681473;0.137028;64435;64435;0.181507;;0.1815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.562.312/0001-02;2016-12-01;2;1796;74612;0.7119;0.6863;0.0256;3;30188;0.2881;0.2881;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.175.262/0001-73;2016-12-31;1;443;220640;0.9349;0.9622;0.0378;1;15360;0.0651;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.000.400/0001-46;2016-12-01;1;3494;123340;0.948769;0.911685;0.037085;1;6660;0.051231;0.051231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.122.725/0001-00;2016-12-01;1;2437;89343;0.8533;0.7942;0.0591;;;;;;1;15357;0.1467;0;0.1467;;;;;;;;;;;;;;;;;;;;;;;;;
07.224.019/0001-60;2016-12-01;1;;;;;;;;;;;1;201839;0.1239;0;0.1239;1;288672;0.1772;0;0.1772;1;449872;0.2761;0;0.2761;;;;;;1;688897;0.4228;0;0.4228;;;;;
07.352.632/0001-63;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40000;1;0;1
07.583.627/0001-61;2016-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;224952;1;0;1
07.789.135/0001-27;2016-12-01;1;54;70147;0.1555;0.127;0.0285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;380966;0.8445;0;0.8445
08.014.513/0001-63;2016-12-01;1;3428;1026419;0.8966;0.8885;0.0081;;;;;;1;118381;0.1034;0;0.1034;;;;;;;;;;;;;;;;;;;;;;;;;
08.098.114/0001-28;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3568083;1;0;1
08.417.532/0001-30;2016-12-01;1;1;465;0.01;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46506;0.99;;1
08.431.747/0001-06;2016-12-31;1;4830;537492;1;0.8721;0.1279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.693.497/0001-82;2016-12-01;1;46;1946;0.0035;1;0;4;206700;0.3758;1;0;1;61998;0.1127;0;1;1;108355;0.197;1;0;0;0;0;0;0;1;171085;0.311;0;1;0;0;0;0;0;0;0;0;0;0
08.706.065/0001-69;2016-12-01;1;4630;851210;0.7607;0.6248;0.1359;;;;;;2;267750;0.2393;0;0.2393;;;;;;;;;;;;;;;;;;;;;;;;;
08.924.783/0001-01;2016-12-01;1;21856;16475223;0.857;0.7396;0.1174;2;2749314;0.143;0.0502;0.0928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.006.914/0001-34;2016-12-01;1;2460;1608997;0.8689;0.9878;0.0122;2;242849;0.1311;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.072.017/0001-29;2016-12-31;1;6366;738310;1;0.8625;0.1375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.150.967/0001-24;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;68613;1;;1
09.276.964/0001-31;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1115263;1;0;1
09.326.861/0001-39;2016-12-01;1;701;395941;0.4002;0.3698;0.0304;;;;;;2;257090;0.2599;0;0.2599;;;;;;;;;;;1;336308;0.3399;0;0.3399;;;;;;;;;;
09.350.920/0001-04;2016-12-01;1;43;173399;0.1767;0.1767;;12;808073;0.8233;0.8233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.552.812/0001-14;2016-12-01;1;5384;1306088;0.8938;0.8739;0.0199;;;;;;1;155192;0.1062;0;0.1062;;;;;;;;;;;;;;;;;;;;;;;;;
10.347.505/0001-80;2016-12-01;1;269;193519.20994;1;0.97;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.347.985/0001-80;2016-12-01;1;24.43;2710000;1;0.8002;0.1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.348.185/0001-83;2016-12-01;1;641;936225.523130111;0.8849;0.8849;0;0;0;0;0;0;1;121746.29817661;0.1151;0;0.1151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.375.382/0001-91;2016-12-01;1;752;23605;0.4918;0.4905;0.0013;1;3201;0.0667;0.0667;0;;;;;;;;;;;;;;;;;;;;;1;21194;0.4415;0;0.4415;;;;;
10.427.246/0001-06;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5736508;1;0;1
10.456.799/0001-89;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;31219;0.5;0;0.5;;;;;
10.456.810/0001-00;2016-12-01;1;175;11778;0.03;0.03;0;4;136030;0.29;0.2936;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;315469;0.68;0;0.68
10.522.648/0001-81;2016-12-30;3;51;10486;1;0.17634;0;1;4730;1;0.07954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44250;1;0;0.74412
10.869.155/0001-12;2016-12-01;1;2499;100000;0.4198;0.4051;0.0147;1;19000;0.0796;0;0.0796;;;;;;;;;;;;;;;;;;;;;;;;;;1;119477;0.5006;0;0.5006
10.991.914/0001-15;2016-12-01;1;637;41889;0.61136;0.56582;0.04554;2;9500;0.13865;0.07297;0.06568;0;0;0;0;0;0;0;0;0;0;1;17129;0.24999;0;0.24999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.993.386/0001-33;2016-12-01;1;1;26546;0.02;0;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1300754;0.98;0;0.98
11.026.627/0001-38;2016-12-01;1;5405;3504657;0.8313;0.7797;0.0516;2;711238;0.1687;0;0.1687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.044.355/0001-07;2016-12-31;1;;;;;;;;;;;;;;;;;;;;;1;3534.4259285;0.25;;1;;;;;;;;;;;1;10604.5935862;0.75;;1
11.160.521/0001-22;2016-12-31;2;1266;950690;0.9079;0.8778;0.1222;1;96400;0.0921;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.179.118/0001-45;2016-12-01;1;1935;566523;0.8822;0.8801;0.0021;;;;;;1;75645;0.1178;0;0.1178;;;;;;;;;;;;;;;;;;;;;;;;;
11.233.841/0001-65;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1310444.48;1;0;1;;;;;
11.260.134/0001-68;2016-12-31;1;3135;117129;0.7099;0.9005;0.0995;2;20199;0.1224;0;1;0;0;0;0;0;1;27672;0.1677;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.268.335/0001-01;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;153.427;1;0;1
11.274.415/0001-70;2016-12-01;1;;;;;;2;11842;0.1999;0.1999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.281.322/0001-72;2016-12-01;1;1800;166900;0.8559;0.6608;0.1951;1;28100;0.1441;0;0.1441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.326.746/0001-06;2016-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17450;1;;1
11.602.654/0001-01;2016-12-01;1;2350;167000;1;0.9656;0.0344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.664.201/0001-00;2016-12-01;1;2;102000;0.0601946766660647;0.0177043166664896;0.0424903599995751;4;83528;0.0492935387506182;0.0317503313657936;0.0175432073848246;6;77227;0.0455750421067665;0.0455750421067665;0;10;79728;0.0470509919728628;0.0470509919728628;0;33;167546;0.098876248006789;0.098876248006789;0;50;169245;0.0998789024740012;0.0998789024740012;0;70;168799;0.0996156982995594;0.0982583673551285;0.00135733094443087;3758;846429;0.499514901723338;0.49867925797668;0.00083564374665831
11.701.400/0001-40;2016-12-31;1;2;880962.53;0.0662;1;0;;;;;;2;3584330.65;0.2695;1;0;;;;;;3;8834706.82;0.6643;0;1;;;;;;;;;;;;;;;
11.728.688/0001-47;2016-12-31;4;6838;340100;1;0.9372;0.0628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.769.604/0001-13;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;600400;1;0;1
11.839.593/0001-09;2016-12-31;1;2416;1562037;0.9471;0.8802;0.1198;1;87282;0.0529;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.093.377/0001-11;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;775946;1;0;1
12.323.955/0001-69;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1021896;1;0;1
12.323.987/0001-64;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;559142;1;0;1
12.324.242/0001-10;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0
12.358.507/0001-09;2016-12-01;2;43;235511;0.5884;0;0;10;164724;0.4116;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.516.185/0001-70;2016-12-01;1;46;465916;0.4392;0.2788;0.1604;5;594920;0.5608;0.5608;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.659.641/0001-31;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;47600;0.8964;0.8964;0
12.681.340/0001-04;2016-12-01;1;4624;1590000;1;0.9948;0.0052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.804.013/0001-00;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;50000;1;0;1
12.809.972/0001-00;2016-12-31;1;66;102713;0.5988;0.8631;0.1369;6;68807;0.4012;0.8584;0.1416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.811.222/0001-73;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;125519.6504;1;0;1
12.834.763/0001-17;2016-12-31;1;227;43695;0.6612;0.6612;0;1;4853;0.0734;0.0734;0;1;17537;0.2654;0;0.2654;;;;;;;;;;;;;;;;;;;;;;;;;
12.887.506/0001-43;2016-12-01;1;770;48357;0.90223;0.87984;0.02239;1;5240;0.09777;0;0.09777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.927.767/0001-40;2016-12-01;1;1;100000;0.00093;0;0.00093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;107768800;0.99907;0;0.99907
12.948.291/0001-23;2016-12-01;1;801;77580;0.85;0.01;0.99;2;13520;0.15;0.44;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.969.125/0001-03;2016-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;467;1;0;1
12.978.943/0001-72;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100;1;;1
12.989.974/0001-29;2016-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4735662339.00747;1;0;1
13.012.312/0001-67;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100;1;;1
13.020.465/0001-56;2016-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;297.7;1;0;1
13.022.993/0001-44;2016-12-01;1;2086;1710790;0.7957;0.6272;0.1685;3;439210;0.2043;0.0582;0.1461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.022.994/0001-99;2016-12-01;1;53;55126;0.0716;0.0716;0;5;286862;0.3727;0.2863;0.0864;0;0;0;0;0;0;0;0;0;0;1;195809;0.2544;0;0.2544;1;231911;0.3013;0;0.3013;0;0;0;0;0;0;0;0;0;0
13.125.823/0001-95;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;174.829;1;0;1
13.320.290/0001-00;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;47495.88;1;0;1
13.371.132/0001-71;2016-12-29;2;3902;5315600;0.8237;0.7861;0.0376;1;339131;0.0526;0.0526;0;1;798213;0.1237;0;0.1237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.464.208/0001-03;2016-12-01;1;74;32925;0.7137;0.9954;0.0046;1;3600;0.078;1;0;2;9610;0.2083;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
13.500.306/0001-59;2016-12-01;2;1628;101664;1;0.9;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.551.286/0001-45;2016-12-01;1;1311;647708;0.2197;0.1552;0.0645;1;180936;0.0613;0;0.0613;;;;;;;;;;;;;;;;;;;;;;;;;;1;2120604;0.719;0;0.719
13.555.918/0001-49;2016-12-01;1;25;26865.84218127;0.2767;0.0427;0.234;4;29158.32557214;0.3003;0;0.3003;;;;;;;;;;;2;41074.01591383;0.423;0;0.423;;;;;;;;;;;;;;;
13.568.181/0001-07;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46807.07857835;1;;1
13.584.584/0001-31;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;38399844;1;0;0
13.652.006/0001-95;2016-12-31;1;1654;848597;0.78719573283859;0.997;0.003;;;;;;;;;;;;;;;;1;229403;0.21280426716141;0;1;;;;;;;;;;;;;;;
13.703.596/0001-38;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1053.9971;1;0;1
13.726.079/0001-84;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;73703.8737;1;0;0;;;;;
13.811.400/0001-29;2016-12-01;2;3850;817880;0.7782;0.7432;0.035;1;88000;0.0837;;1;1;145093;0.1381;;1;;;;;;;;;;;;;;;;;;;;;;;;;
13.842.683/0001-76;2016-12-01;1;6;7776.63;0.1816;0;0;4;13309.29;0.3108;0;0;2;11822.63;0.2761;0;0;;;;;;1;9908.8;0.2314;0;0;;;;;;;;;;;;;;;
13.873.457/0001-52;2016-12-31;1;2837;641426;0.852393355481728;0.999295029961227;0.000704970038773352;2;111074;0.147606644518272;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.920.018/0001-53;2016-12-01;1;;;;;;;;;;;;;;;;1;6759.48991188;0.1824;;0.1824;1;9123.654983;0.2462;;0.2462;;;;;;;;;;;1;21175.46207912;0.5714;;0.5714
13.966.653/0001-71;2016-12-01;1;1171;1239049;0.8414;0.6981;0.1433;2;233679;0.1586;0;0.1586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.974.819/0001-00;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2.1143;1;0;1
14.069.202/0001-02;2016-12-01;1;13;21381.82267258;0.1913;0;0.1913;2;15881.07486844;0.1422;0;0.1422;;;;;;1;17493.43134035;0.1566;0;0.1566;;;;;;;;;;;;;;;;1;56976.63481876;0.5099;0;0.5099
14.074.706/0001-02;2016-12-01;2;1;92956.67524914;0.0108;0;0.0108;1;685183.03474194;0.0804;0;0.0804;1;879857.5868656;0.1032;0;0.1032;;;;;;;;;;;;;;;;;;;;;1;6868796.82207043;0.8056;0;0.8056
14.074.721/0001-50;2016-12-01;1;;;;;;;;;;;;;;;;1;10000;0.1893;0;0.1893;;;;;;;;;;;;;;;;1;42830.13640495;0.8107;0;0.8107
14.088.246/0001-71;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;230.69976;1;0;0
14.149.745/0001-21;2016-12-01;1;1;1000;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;623046661.029231;0.4757;;0.4757;1;686690000;0.5243;;0.5243
14.217.108/0001-45;2016-12-31;1;210557;210557;0.307382;0.163045;0.144337;48226;48226;0.070403;;0.070403;;;;;;;;;;;173324;173324;0.253028;;0.253;252893;252893;0.369187;;0.3692;;;;;;;;;;
14.365.190/0001-55;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;51452.82613825;1;;1
14.376.247/0001-11;2016-12-01;1;1282;892460;0.8939;0.8457;0.0482;;;;;;1;105945;0.1061;0;0.1061;;;;;;;;;;;;;;;;;;;;;;;;;
14.413.342/0001-48;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;2;3971.418;0.5;;0.5;;;;;;1;3971.418;0.5;;0.5;;;;;
14.422.044/0001-14;2016-12-01;1;253;135014.6394;0.9;1;0;1;14985.3606;0.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.609.653/0001-87;2016-12-01;1;7;12900.2;0.1575;0;0;9;44557.98;0.5441;0;0;1;8230;0.1005;0;0;1;16211.82;0.1979;0;0;;;;;;;;;;;;;;;;;;;;
14.665.312/0001-29;2016-12-01;1;;;;;;;;;;;1;4547187.41;0.1222;0;1;;;;;;;;;;;;;;;;;;;;;1;32672840.17;0.8778;0;1
14.721.889/0001-00;2016-12-01;1;45;4201632;0.5353;1;0;8;3647564;0.4647;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.733.211/0001-48;2016-12-31;1;86;86771;0.2271;0.19;0.0371;1;37200;0.0974;;0.0974;;;;;;;;;;;;;;;;;;;;;;;;;;1;258046;0.6755;;0.6755
14.788.458/0001-61;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;426100;1;0;1
14.788.492/0001-36;2016-12-01;1;413;970811;0.64;0.52;0.12;2;174819;0.1152;0.1152;0;;;;;;;;;;;1;371348;0.2448;0;0.2448;;;;;;;;;;;;;;;
14.793.782/0001-78;2016-12-01;2;1523;537435;0.7243;0.9993;0.0007;;;;;;;;;;;;;;;;1;204565;0.2757;0;1;;;;;;;;;;;;;;;
14.879.856/0001-93;2016-12-01;1;1630;1411097;0.6348;0.5441;0.0907;2;268763;0.1209;0;0.1209;2;543200;0.2443;0;0.2443;;;;;;;;;;;;;;;;;;;;;;;;;
15.006.267/0001-63;2016-12-01;1;3237;1387000;0.9455;0.8665;0.079;1;80000;0.0545;0.0545;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.006.286/0001-90;2016-12-01;1;5976;244986700;0.915495889387145;0.996319223690815;0.00368077630918517;1;22613300;0.084504110612855;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.098.422/0001-19;2016-12-01;1;46;83857;0.0621;1;0;10;1266143;0.9379;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.254.249/0001-09;2016-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41069801.0387;0.38663;0;0.38663;0;0;0;0;0;1;65155198.9612;0.61337;0;0.61337
15.296.696/0001-12;2016-12-31;1;1428;1668094;0.9346;0.7824;0.2176;1;116734;0.0654;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.333.306/0001-37;2016-12-01;1;4007;2743389;0.7197;0.571;0.1487;2;666476;0.1748;0;0.1748;1;402190;0.1055;0;0.1055;;;;;;;;;;;;;;;;;;;;;;;;;
15.348.117/0001-38;2016-12-01;1;;;;;;3;333.3333;1;0;0.3333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.394.563/0001-89;2016-12-01;1;1165;95056;0.88;0.4;0.6;2;12425;0.12;0.95;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.447.110/0001-73;2016-12-01;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;142000000;1;;1
15.461.076/0001-91;2016-12-01;1;5;198096;0.1077;;1;1;153809;0.0835;;1;2;390470;0.212;;1;2;599296;0.3254;;1;1;500000;0.2714;;1;;;;;;;;;;;;;;;
15.463.207/0001-70;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10000;1;;1
15.489.509/0001-17;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;31900;1;0;0.5
15.538.445/0001-05;2016-12-01;2;2163;1584513;0.8813;0.7492;0.1321;;;;;;1;213487;0.1187;;0.1187;;;;;;;;;;;;;;;;;;;;;;;;;
15.570.431/0001-60;2016-12-31;1;493;415851;0.5941;0.3557;0.6443;2;91436;0.1306;0;1;2;192713;0.2753;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
15.576.907/0001-70;2016-12-01;1;4234;372000;0.9194;0.6441;0.2753;1;33000;0.0815;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.769.670/0001-44;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;437862;0.8488;0.5157;0.3331
15.799.397/0001-09;2016-12-01;1;1590;932874;0.5138;0.4359;0.0779;3;384824;0.2119;0;0.2119;1;186291;0.1026;0;0.1026;1;311707;0.1717;0;0.1717;;;;;;;;;;;;;;;;;;;;
15.862.591/0001-83;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7500;1;;1
16.543.264/0001-21;2016-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5479.07606483;1;;1
16.543.270/0001-89;2016-12-01;2;8;139388.13549057;0.2152;0;0.2152;5;222365.76489209;0.3434;0;0.3434;1;73148.86930423;0.1129;0;0.1129;2;212730.684858;0.3285;0;0.3285;;;;;;;;;;;;;;;;;;;;
16.671.412/0001-93;2016-12-01;1;2797;1346197;0.9356;0.7834;0.1522;1;92656;0.0644;;0.0644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.802.320/0001-03;2016-12-01;1;4984;2200877;0.9115;0.8031;0.1084;1;213693;0.0885014723118402;0;0.0885014723118402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.841.067/0001-99;2016-12-01;1;2;2000;0.0761;0;0;2;4300;0.1636;0;0;0;0;0;0;0;0;0;0;0;0;2;11991;0.4561;0;0;1;8000;0.3043;0;0;0;0;0;0;0;0;0;0;0;0
16.875.388/0001-04;2016-12-31;1;259;71622;0.5988;0.9811;0.0189;1;6000;0.0502;0;1;3;41982;0.351;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.915.840/0001-14;2016-12-01;1;7188;4205976;0.7469;0.5687;0.1782;2;821580;0.1459;0.0533;0.0926;1;603956;0.1072;;0.1072;;;;;;;;;;;;;;;;;;;;;;;;;
16.915.868/0001-51;2016-12-01;1;1510;766664;0.61129;0.49164;0.11965;6;487500;0.3887;0;0.3887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.915.968/0001-88;2016-12-01;1;982;132006;0.3288;1;0;0;0;0;0;0;0;0;0;0;0;1;68909;0.1715;0;1;2;200702;0.4997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.924.913/0001-34;2016-12-01;1;51;64803000;0.7705;0.7555;0.015;3;19297000;0.2295;0.2295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
