CNPJ_Fundo;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
07.224.019/0001-60;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;296832;0.20223015098178;0;0.20223015098178;1;462589;0.315159562690379;0;0.315159562690379;1;708372;0.482610286327841;0;0.482610286327841;0;0;0;0;0
07.583.627/0001-61;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;224952;1;0;1
07.789.135/0001-27;2022-12-01;3;62;94350.3469457778;0.198500109562908;0.6415;0.3585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;380966;0.8015;0;1
08.014.513/0001-63;2022-12-01;2;6692;1293286;1;0.893220061146568;0.106779938853432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.098.114/0001-28;2022-06-01;1;133;1492291;0.1752;0.0123;0.1629;2;982386;0.1153;0;0.1153;;;;;;;;;;;;;;;;;;;;;;;;;;1;6043387;0.7095;0;0.7095
08.417.532/0001-30;2022-12-01;1;1;465;0.01;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46506;0.99;;1
08.431.747/0001-06;2022-12-01;2;91108;8726612;0.8727;0.8413;0.1587;2;1273388;0.1273;0.459;0.541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.693.497/0001-82;2022-12-01;1;48;21392.6637122;0.0376;0.00343;0.034143;4;206700;0.2629;0.262932;;;;;;;1;108355;0.1903;0.190253;;;;;;;;;;;;1;233082;0.4093;;0.409253;;;;;
08.696.175/0001-97;2022-06-01;1;8360;927162;1;0.9587;0.0413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.706.065/0001-69;2022-12-01;1;25638;1251029;0.831676777077897;0.820837308248434;0.0108394688294637;0;0;0;0;0;0;0;0;0;0;1;253196;0.168323222922103;0;0.168323222922103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.924.783/0001-01;2022-12-01;1;156821;23537225;0.883589102597841;0.663749265059256;0.219839837538585;2;3100977;0.116410897402159;0.0516475173512086;0.0647633800509509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.006.914/0001-34;2022-12-01;1;9809;1608937;0.8689;0.776844285878697;0.223155714121303;2;242849;0.1311;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.072.017/0001-29;2022-12-01;1;138126;11817767;1;0.8985;0.1015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.150.967/0001-24;2022-12-01;1;60;16752.9745;0.2285;0.2175;0.011;6;42052;0.5737;0.3833;0.1904;;;;;;1;14500;0.1978;;0.1978;;;;;;;;;;;;;;;;;;;;
09.276.964/0001-31;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1206204.15662318;1;;1
09.326.861/0001-39;2022-12-01;1;1814;276137;0.270524429657888;0.999764609595961;0.000235390404038575;1;100994;0.098941265563357;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;643616;0.630534304778755;0;1
09.350.920/0001-04;2022-12-01;1;41;120150;0.1224;0.1224;0;13;861322;0.8776;0.8776;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.517.273/0001-82;2022-12-01;1;4758;1608552.27203363;1;0.884487;0.115513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.552.812/0001-14;2022-12-01;1;36231;8093651;0.731787038800129;0.571463071189656;0.160323967610472;1;613777;0.0554946158802284;0;0.0554946158802284;0;0;0;0;0;0;0;0;0;0;1;2352690;0.212718345319643;0;0.212718345319643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.347.505/0001-80;2022-12-01;1;60;6391;0.1019;0.998037291462218;0.00196270853778214;0;0;0;0;0;3;21716;0.3462;1;0;1;9532;0.1519;1;0;0;0;0;0;0;0;0;0;0;0;1;25096;0.4;1;0;0;0;0;0;0
10.347.985/0001-80;2022-12-01;1;1200;1022674;0.325692356687898;0.847572149091499;0.152427850908501;1;264318;0.0841777070063694;0;1;1;445456;0.141864968152866;0;1;;;;;;2;1407552;0.448264968152866;0;1;;;;;;;;;;;;;;;
10.375.382/0001-91;2022-12-01;1;805;19847;0.304252514103507;0.998438051090845;0.00156194890915504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;45385;0.695747485896492;0;1
10.427.246/0001-06;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6246649.000016;1;0;1
10.456.799/0001-89;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;31824;1;0;1;;;;;
10.456.810/0001-00;2022-12-01;1;354;12334;0.0266233808283165;0.999918923301443;8.10766985568348E-05;4;136045;0.293658005901437;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;314898;0.679718613270247;0;1
10.522.648/0001-81;2022-12-01;1;51;10486;0.1579;0.1579;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;55920;0.8421;0;0.8421
10.869.155/0001-12;2022-12-01;1;4028;100363;0.408788943966307;0.369120983410247;0.0396679605560602;1;19560;0.0796699156460147;0;0.0796699156460147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;125590;0.511541140387678;0;0.511541140387678
10.991.914/0001-15;2022-12-01;1;4121;1046825;0.6111;0.5366;0.0745;2;237899.9999975;0.1389;0.0732;0.0657;0;0;0;0;0;0;0;0;0;0;1;428225;0.25;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.026.627/0001-38;2022-12-01;1;309704;25186378;1;0.948701238423405;0.0512987615765951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.044.355/0001-07;2022-12-01;2;47;627495;0.3889;1;0;8;986064;0.6111;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.160.521/0001-22;2022-12-01;1;80121;14558123;0.9442;0.7703;0.1739;1;859983;0.0558;0;0.0558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.179.118/0001-45;2022-12-01;1;4782;580129;0.903391324388633;0.881496742285508;0.0218945821031257;1;62039;0.0966086756113665;0;0.0966086756113665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.233.841/0001-65;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1529229.79;1;0;1
11.260.134/0001-68;2022-12-01;1;8940;1069301;0.61;0.5054;0.1046;0;0;0;0;0;0;0;0;0;0;1;269874;0.1539;0;0.1539;1;413882;0.2361;0;0.2361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.268.335/0001-01;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;219.5256925;1;0;1
11.274.415/0001-70;2022-12-01;1;4132;1125655;1;0.87544052129649;0.12455947870351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.281.322/0001-72;2022-12-01;1;1024;54131;0.2776;0.9127;0.0873;2;30844;0.1582;0.6315;0.3685;;;;;;;;;;;;;;;;;;;;;;;;;;1;110025;0.5642;;1
11.326.746/0001-06;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17450;1;0;1
11.425.077/0001-20;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44260.099084;1;0;1
11.602.654/0001-01;2022-12-01;1;3829;3131645;0.901449621618821;0.855274164438214;0.0461754571806069;1;342365;0.0985503783811791;0;0.0985503783811791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.664.201/0001-00;2022-12-01;1;117856;15592424;1;0.8716;0.1284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.728.688/0001-47;2022-12-01;1;334810;23456675;1;0.9068;0.0932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.769.604/0001-13;2022-12-01;1;7238;27240428;0.3622;0.066;0.2962;;;;;;;;;;;;;;;;3;47957707;0.6378;;0.6378;;;;;;;;;;;;;;;
11.827.568/0001-05;2022-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26421565.4296645;1;;1
11.839.593/0001-09;2022-06-01;1;132531;12421198;1;0.840047393174153;0.159952606825847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.945.604/0001-27;2022-06-01;1;1016;94065;0.743461663096828;0.935735927284325;0.0642640727156753;2;17458;0.137982817353367;0;1;1;15000;0.118555519549805;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
12.005.956/0001-65;2022-06-01;1;235260;24157121;1;0.94;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.323.955/0001-69;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3817746;1;0;1
12.358.507/0001-09;2022-12-01;1;51;244419;0.6107;1;0;6;155816;0.3893;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.401.858/0001-47;2022-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;1;0
12.401.858/0001-47;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;0;1
12.516.185/0001-70;2022-12-01;1;125315;12862186;0.7764;0.7127;0.0637;1;906783;0.0547;0;0.0547;;;;;;1;2796782;0.1689;0;0.1689;;;;;;;;;;;;;;;;;;;;
12.681.340/0001-04;2022-12-01;1;9267;1590000;1;0.9407;0.0593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.804.013/0001-00;2022-12-01;1;59;764327;0.4496;0.4496;;7;935669;0.5504;0.5504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.809.972/0001-00;2022-12-01;1;275;719385;0.4108;0.9542;0.0458;5;632696;0.3613;0.8011;0.1989;2;399060;0.2279;0.444;0.556;;;;;;;;;;;;;;;;;;;;;;;;;
12.811.222/0001-73;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;125512.22217263;1;1;
12.887.506/0001-43;2022-12-01;1;602;38049;0.7099;0.7033;0.0066;1;2760;0.0515;0;0.0515;0;0;0;0;0;0;0;0;0;0;1;12788;0.2386;0;0.2386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.927.767/0001-40;2022-12-01;1;1;100000;0.0003;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;290822157.28;0.9997;0;0.9997
12.948.291/0001-23;2022-12-01;1;3323;599269;0.657814;0.617198;0.040616;5;311731;0.342186;0.148189;0.193997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.969.125/0001-03;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;467;1;0;1
12.978.943/0001-72;2022-06-01;1;443;4419437;0.315857042901281;0.701803193483695;0.298196806516305;6;7228581;0.516626488630199;0.682619451867524;0.317380548132476;0;0;0;0;0;1;2343872;0.16751646846852;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.989.974/0001-29;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4735662339.00747;1;0;1
13.000.836/0001-38;2022-06-01;1;25;4.46737222;0.186336510175223;0;0;;;;;;1;3.48330984;0.145290736361478;0;0;2;8.78545538;0.366446092958275;0;0;;;;;;1;7.23861778;0.301926660505024;0;0;;;;;;;;;;
13.012.312/0001-67;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7784.3465113;1;0;1
13.020.465/0001-56;2022-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;297.7;1;0;1
13.022.994/0001-99;2022-12-01;1;54;112636;0.1431;0.0004;0.1427;4;237131;0.3012;0.2148;0.0864;;;;;;;;;;;1;200274;0.2544;0;0.2544;1;237215;0.3013;0;0.3013;;;;;;;;;;
13.125.823/0001-95;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;866.2949;1;0;1
13.320.290/0001-00;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;106299.4607;1;0;1
13.371.132/0001-71;2022-12-01;1;84892;19190416;0.9241;0.7555;0.2445;1;1576912;0.0759;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.500.306/0001-59;2022-12-01;1;3646;101644;1;0.6904;0.3096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.551.286/0001-45;2022-12-01;1;1858;466233;0.158085383121392;0.143325688446682;0.0147596946747103;1;181475;0.0615326347597761;0;0.0615326347597761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2301540;0.780381982118832;0;0.780381982118832
13.555.918/0001-49;2022-12-01;1;50;58824.12;0.4057;0.0374;0.3683;4;40837.43;0.2815;0;0.2815;1;18848.87;0.1299;0;0.1299;1;26513.44;0.1829;0;0.1829;;;;;;;;;;;;;;;;;;;;
13.568.181/0001-07;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;90868.01216867;1;0;1
13.584.584/0001-31;2022-12-01;1;11931;17635496;0.3759;0.0421;0.3338;;;;;;1;5662979;0.1207;;0.1207;;;;;;2;23613439;0.5034;;0.5034;;;;;;;;;;;;;;;
13.598.226/0001-88;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;84198.4;1;0;1
13.703.596/0001-38;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1064.38551926;1;0;1
13.726.079/0001-84;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;269242.04880972;1;0;1;;;;;
13.842.683/0001-76;2022-12-01;1;3;1807.1943014;0.069324;0;0;2;2947.6682247;0.113073;0;0;2;6641.8186308;0.254782;0;0;1;4763.1607067;0.182716;0;0;;;;;;1;9908.8020553;0.380104;0;0;;;;;;;;;;
13.873.457/0001-52;2022-12-01;1;12645;2101500;0.93281;0.596602;0.336208;1;151371;0.06719;0;0.0672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.920.018/0001-53;2022-12-01;1;22;17076.00541432;0.4216;0.249485997165541;0.172131990919421;2;4373.75933162;0.107991041524209;0.107991041524209;;1;4987.67543824;0.123149040567066;0.123149040567066;;2;14063.69092714;0.347241929823763;0.182054685898122;0.165187243925641;;;;;;;;;;;;;;;;;;;;
13.974.819/0001-00;2022-12-01;1;5297;2164948;0.8725;0.5241;0.3484;2;316336;0.1275;0;0.1275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.056.001/0001-62;2022-06-01;1;954;5636202;0.4361;0.436;0.0001;8;7288792;0.5639;0.5639;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.074.706/0001-02;2022-12-01;1;16;4990428.24278672;0.1205;;0.1205;;;;;;;;;;;1;6844754;0.1654;;0.1654;;;;;;;;;;;;;;;;1;29554210.7396945;0.7141;;0.7141
14.080.689/0001-16;2022-06-01;1;813;264266;0.2769;0.2457;0.0312;8;690038;0.7231;0.6497;0.0734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.088.246/0001-71;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;230.69976;1;0;1
14.149.745/0001-21;2022-12-01;1;1;1000;0.07;0;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;1;623046661.029232;0.4057;0;0.4757;1;686690000;0.5243;0;0.5243
14.217.108/0001-45;2022-12-01;1;16980;577158;0.842566;0.795908;0.046658;;;;;;1;107842;0.1574;;0.1574;;;;;;;;;;;;;;;;;;;;;;;;;
14.365.190/0001-55;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;53912.41;1;;1
14.376.247/0001-11;2022-12-01;1;1424;713053;0.71419213645765;0.496281569102719;0.217910567354931;2;130091;0.130298826628472;0;0.130298826628472;0;0;0;0;0;1;155261;0.155509036913878;0;0.155509036913878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.410.722/0001-29;2022-06-01;1;68849;13263387;0.8331;0.9303;0.0697;1;853906;0.0537;1;0;1;1802397;0.1132;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
14.413.342/0001-48;2022-12-01;1;;;;;;;;;;;;;;;;;;;;;2;12972;0.5;0;0.5;;;;;;1;12972;0.5;0;0.5;;;;;
14.423.780/0001-97;2022-06-01;1;5865;16195895;0.87;0.84;0.03;2;2351266;0.13;0;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
