CNPJ_Fundo;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
08.014.513/0001-63;2018-12-01;1;3856;1023517;0.8941;0.8788;0.0173;0;0;0;0;0;1;121283;0.1059;0.1059;0.1059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.098.114/0001-28;2018-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3568083;1;0;1
08.417.532/0001-30;2018-12-01;1;1;465;0.01;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;46506;0.99;;1
08.431.747/0001-06;2018-12-01;1;10731;4850851;0.9025;0.8569;0.1431;1;524069;0.0975;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.693.497/0001-82;2018-12-01;1;46;1946;0.0035;1;0;4;206700;0.3758;1;0;1;61998;0.1127;0;1;1;108355;0.197;1;0;0;0;0;0;0;1;171085;0.311;0;1;0;0;0;0;0;0;0;0;0;0
08.696.175/0001-97;2018-06-01;1;3892;927162;1;0.9482;0.0518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.706.065/0001-69;2018-12-01;1;12650;997906;0.8918;0.871;0.0208;0;0;0;0;0;1;121054;0.1082;0;0.1082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.924.783/0001-01;2018-12-01;3;41794;16503571;0.8585;0.7445;0.114;2;2720966;0.1415;0.0518;0.0897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.006.914/0001-34;2018-12-01;1;3882;1608937;0.86885687655053;0.77;0.23;2;242849;0.13114312344947;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.072.017/0001-29;2018-12-01;1;20614;7383100;1;0.996992335306103;0.00300766469389735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.150.967/0001-24;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;69052.45;1;;1
09.276.964/0001-31;2018-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1147615;1;0;1
09.326.861/0001-39;2018-12-01;1;762;345.084;0.3488;0.3089;0.0399;1;53.47;0.054;0.054;0;2;254.477;0.2572;0;0.2573;0;0;0;0;0;0;0;0;0;0;1;336.308;0.3399;0;0.3399;0;0;0;0;0;0;0;0;0;0
09.350.920/0001-04;2018-12-01;1;43;173399;0.1767;0.1767;;12;808073;0.8233;0.8233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.552.812/0001-14;2018-12-01;1;5724;1075824;0.7362;0.7272;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;385456;0.2638;0;0.2638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.347.505/0001-80;2018-12-01;1;205;170630.8;0.8817;0.0219;0.9781;2;22888.41;0.1183;0.5876;0.4124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.347.985/0001-80;2018-12-01;1;2040;2199217;0.8115;0.8049;0.1951;3;510783;0.1885;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.348.185/0001-83;2018-12-01;1;539;779269.55;0.7366;1;0;1;56768.27;0.0537;1;0;0;0;0;0;0;0;0;0;0;0;1;221933.99;0.2098;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.375.382/0001-91;2018-12-01;2;776;21752;0.3906;0.3746;0.016;1;3510;0.063;0.063;0;;;;;;;;;;;;;;;;;;;;;1;30429;0.5464;0;0.5464;;;;;
10.410.463/0001-85;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1000000;1;0;0
10.427.246/0001-06;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5912713;1;0;1
10.456.799/0001-89;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;15609;0.4999;0;0.4999;1;15610;0.5;0;0.5
10.456.810/0001-00;2018-12-01;1;260;11778;0.0254;1;0;4;136030;0.2936;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;315469;0.681;0;1
10.522.648/0001-81;2018-12-01;1;51;10486;0.1765;0.1765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48922;0.8235;0;0.8235
10.841.506/0001-87;2018-12-01;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.869.155/0001-12;2018-12-01;1;3763;100000;0.4193;0.410672;0.00865492;1;19000;0.0796;0;0.0796;;;;;;;;;;;;;;;;;;;;;;;;;;1;119447;0.501;0;0.501
10.991.914/0001-15;2018-12-01;1;907;41889;0.61136;0.56626;0.0451;2;9500;0.13865;0.07297;0.06568;0;0;0;0;0;0;0;0;0;0;1;17129;0.24999;0;0.24999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.026.627/0001-38;2018-04-01;1;16003;5647976;0.949341618368763;0.930219060500783;0.0191225578679794;1;301385;0.0507;0;0.0507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.026.627/0001-38;2018-12-01;1;20131;5949473;1;0.943005203990337;0.0569947960096634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.044.355/0001-07;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;14420.98669625;1;;1
11.160.521/0001-22;2018-12-01;1;6611;2442332;0.9406;0.9968;0.0032;1;154154;0.0594;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.179.118/0001-45;2018-12-01;1;2771;539137;0.8396;0.8374;0.0022;;;;;;1;103031;0.1604;0;0.1604;;;;;;;;;;;;;;;;;;;;;;;;;
11.233.841/0001-65;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;647430.42867674;0.4853;;1;1;686652;0.5147;;1
11.260.134/0001-68;2018-12-01;1;5525;1276755;0.773790909090909;0.995294117647059;0.00470588235294118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;373245;0.226209090909091;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.268.335/0001-01;2018-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;156.7160539;1;0;1
11.274.415/0001-70;2018-12-01;1;1019;49092;0.8286;0.7877;0.0409;2;10153;0.1714;0.1714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.281.322/0001-72;2018-12-01;1;1633;101257;0.5193;0.4345;0.0848;4;47543;0.2438;0.1026;0.1412;0;0;0;0;0;0;0;0;0;0;1;46200;0.2369;0;0.2369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.326.746/0001-06;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;17450;1;0;1
11.602.654/0001-01;2018-12-01;1;2636;167000;1;0.9702;0.0298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.701.400/0001-40;2018-12-01;1;2;880962.53;0.0662;1;0;;;;;;2;3584330.65;0.2695;1;0;;;;;;3;8834706.82;0.6643;0;1;;;;;;;;;;;;;;;
11.728.688/0001-47;2018-12-01;1;35099;7881340;1;0.99760676942363;0.0023932305763697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.769.604/0001-13;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;603170;1;0;0
11.839.593/0001-09;2018-12-01;1;2653;1867464;1;0.9962;0.0037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.945.604/0001-27;2018-06-01;1;426;94023;0.7431;0.9323;0.0677;2;17500;0.1383;0;1;1;15000;0.1186;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
12.005.956/0001-65;2018-06-01;1;24197;15524207;1;0.96;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.005.956/0001-65;2018-10-01;1;28785;15524207;100;0.998193503560882;0.0018064964391176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.323.955/0001-69;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1021896;1;0;1
12.358.507/0001-09;2018-12-01;1;47;206397;0.515689532399715;1;0;7;193838;0.484310467600285;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.401.858/0001-47;2018-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10;1;0;1
12.516.185/0001-70;2018-12-01;1;42;460429;0.434;0.2132;0.2207;3;222203;0.2095;0;0.2095;1;115102;0.1085;0;0.1085;2;263102;0.248;0;0.2481;;;;;;;;;;;;;;;;;;;;
12.659.641/0001-31;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;42779;0.8056;0.8056;0
12.681.340/0001-04;2018-12-01;1;5222;1590000;1;0.9123;0.0877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.804.013/0001-00;2018-12-01;1;59;47033;0.368;1;0;9;80767;0.632;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.809.972/0001-00;2018-12-01;1;75;786681;0.4587;1;0;7;928519;0.5413;0.719;0.281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.811.222/0001-73;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;125519.650443;1;0;1
12.887.506/0001-43;2018-12-01;1;625;42813;0.798795;0.73325;0.065545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10784;0.201205;0;0.201205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.927.767/0001-40;2018-12-01;1;1;100000;0.0003;0;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;290822157.28;0.9997;0;0.9997
12.948.291/0001-23;2018-12-01;1;1307;775800;0.851592;0.72583;0.125762;2;135200;0.148408;0.064764;0.083644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.969.125/0001-03;2018-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;467;1;0;1
12.978.943/0001-72;2018-12-01;1;1;100;0.0002;;0.0002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;610000;0.9998;;0.9998
12.989.974/0001-29;2018-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4735662339.00747;1;0;1
13.000.836/0001-38;2018-06-01;1;21;4.9;0.2048;0;0;2;4.61;0.1926;0;0;;;;;;2;9.41;0.393183;0;0;1;5.01;0.2094;0;0;;;;;;;;;;;;;;;
13.012.312/0001-67;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100;1;;1
13.020.465/0001-56;2018-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;297.7;1;0;1
13.022.993/0001-44;2018-12-01;1;4335;1803382;0.8388;0.7081;0.1307;1;129497;0.0602;0;0.0602;1;217121;0.101;0;0.101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.022.994/0001-99;2018-12-01;1;58;59232;0.0752;0.0642;0.011;5;290535;0.369;0.2826;0.0864;;;;;;;;;;;1;200274;0.2544;0;0.2544;1;237215;0.3014;0;0.3014;;;;;;;;;;
13.125.823/0001-95;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;183.35412;1;0;1
13.320.290/0001-00;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;85715.53354146;1;;1
13.371.132/0001-71;2018-12-01;3;16331;7230605;0.8947;0.8677;0.027;0;0;0;0;0;1;851186;0.1053;0;0.1053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.464.208/0001-03;2018-12-01;1;70;32265;0.6994;0.9954;0.0046;1;3600;0.078;1;0;2;10270;0.2226;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
13.500.306/0001-59;2018-12-01;1;2255;101664;1;0.9244079;0.0755921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.551.286/0001-45;2018-12-01;1;2848;466233;0.15808538;0.15363882;0.00444655;1;181475;0.06153263;0;0.06153263;;;;;;;;;;;;;;;;;;;;;;;;;;1;2301540;0.78038198;0;0.78038198
13.555.918/0001-49;2018-12-01;1;28;34858.28;0.3557;0.0423;0.3134;3;23334.82;0.2383;0;0.2383;;;;;;;;;;;2;39471.28;0.4058;0;0.4058;;;;;;;;;;;;;;;
13.568.181/0001-07;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100;1;;1
13.584.584/0001-31;2018-12-01;2;148;45508186;0.5318;0;0;2;13079899;0.1528;0;0;;;;;;;;;;;;;;;;1;26989212;0.3154;0;0;;;;;;;;;;
13.652.006/0001-95;2018-12-01;3;1865;683123;0.6337;0.92;0.08;;;;;;;;;;;;;;;;;;;;;1;394877;0.3663;0;1;;;;;;;;;;
13.703.596/0001-38;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1057.00530891;1;0;1
13.726.079/0001-84;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;162371.69;1;0;0;;;;;
13.842.683/0001-76;2018-12-01;1;8;10575.92885151;0.1793;0;0;6;25441.02069824;0.4314;0;0;2;13051.44260396;0.2213;0;0;1;9908.8020553;0.168;0;0;;;;;;;;;;;;;;;;;;;;
13.873.457/0001-52;2018-12-01;1;5336;713551;0.9482;0.9306;0.0176;1;38949;0.0518;0.0518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.920.018/0001-53;2018-12-01;1;;;;;;;;;;;;;;;;1;6759.48991188;0.1824;;0.1824;1;9123.654983;0.2462;;0.2462;;;;;;;;;;;1;21175.46207912;0.5714;;0.5714
13.966.653/0001-71;2018-12-01;1;1718;1094019;0.7429;0.6463;0.0966;4;378709;0.2571;0;0.2571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.974.819/0001-00;2018-12-01;2;10;186622;0.1758;0.05;0.1258;1;53192;0.0501;0;0.0501;1;119351.25;0.1124;0;0.1124;2;358053.75;0.3372;0;0.3372;;;;;;1;344475;0.3245;0;0.3245;;;;;;;;;;
14.056.001/0001-62;2018-06-01;1;71;22544804;0.4361;1;0;8;29155175;0.5639;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.069.202/0001-02;2018-12-01;1;13;21381.82267258;0.1913;0;0.1913;2;15881.07486844;0.1422;0;0.1422;;;;;;1;17493.43134035;0.1566;0;0.1566;;;;;;;;;;;;;;;;1;56976.63481876;0.5099;0;0.5099
14.074.706/0001-02;2018-12-01;1;5;579147.8;0.0355;0.0214;0.0141;;;;0;;1;2242689.46;0.1374;0;0.1374;;;;;;;;;;;;;;;;;;;;;1;13095787;0.8021;0;0.8021
14.074.721/0001-50;2018-12-01;1;;;;;;;;;;;;;;;;1;10000;0.189;0;0.189;;;;;;;;;;;;;;;;1;42918.7;0.811;0;0.811
14.080.689/0001-16;2018-06-01;1;580;333977;0.34997;0.9931;1;7;620327;0.65;0.0069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.088.246/0001-71;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;230.69976;1;0;0
14.149.745/0001-21;2018-12-01;1;1;1000;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1;623046661.029231;0.4757;;0.4757;1;686690000;0.5243;;0.5243
14.217.108/0001-45;2018-12-01;1;6247;414667;0.6054;0.4907;0.5093;1;48226;0.070403;;0.070403;;;;;;2;222107;0.3242;;0.3242;;;;;;;;;;;;;;;;;;;;
14.365.190/0001-55;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;51452.82613825;1;;1
14.376.247/0001-11;2018-12-01;1;1144;818825;0.8202;0.7572;0.063;1;71200;0.0713;0;0.0713;1;108353;0.1085;0;0.1085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.410.722/0001-29;2018-06-01;1;28334;15919690;1;0.8482;0.1518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.413.342/0001-48;2018-12-01;1;;;;;;;;;;;;;;;;;;;;;1;6486;0.25;;0.25;;;;;;;;;;;1;19458;0.75;;0.75
14.422.044/0001-14;2018-12-01;1;309;187121.04;0.9137;1;0;1;17682.55271;0.0863;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.423.780/0001-97;2018-06-01;1;1277;16195895;0.87;0.84;0.03;2;2351266;0.13;0.05;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
