CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 610;SetorN;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;Setor1;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;Setor2;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;Setor3;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;SetorN;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;Setor1;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;Setor2;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;Setor3;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;SetorN;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;Setor1;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;Setor2;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;Setor3;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;SetorN;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;Setor1;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;Setor2;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;Setor3;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;SetorN;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;Setor1;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;Setor2;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;Setor3;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;SetorN;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;Setor1;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;Setor2;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;Setor3;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;SetorN;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;Setor1;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;Setor2;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;Setor3;0;0
43.671.358/0001-59;2024-03-31;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 501;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 501;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 501;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 501;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 502;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 502;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 502;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 502;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 503;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 503;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 503;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 503;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 504;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 504;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 504;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 504;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 505;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 505;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 505;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 505;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 506;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 506;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 506;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 506;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 507;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 507;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 507;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 507;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 508;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 508;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 508;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 508;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 517;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 517;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 517;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 517;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 518;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 518;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 518;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 518;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 519;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 519;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 519;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 519;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 520;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 520;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 520;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 520;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 604;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 604;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 604;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 604;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 605;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 605;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 605;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 605;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 606;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 606;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 606;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 606;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 609;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 609;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 609;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 609;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 610;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 610;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 610;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 610;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 611;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 713;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 714;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 715;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 716;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 717;SetorN;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;Setor1;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;Setor2;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;Setor3;0;0
43.671.358/0001-59;2024-06-30;1;CONDOMÍNIO PEDROSO ALVARENGA - STUDIO 718;SetorN;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL FRANCO ROCHA;Setor1;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL FRANCO ROCHA;VarejoSetor2;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL FRANCO ROCHA;Setor3;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL FRANCO ROCHA;SetorN;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL MAUÁ SP;Setor1;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL MAUÁ SP;VarejoSetor2;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL MAUÁ SP;Setor3;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL MAUÁ SP;SetorN;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL VALINHOS SP;Setor1;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL VALINHOS SP;VarejoSetor2;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL VALINHOS SP;Setor3;0;0
43.740.825/0001-55;2024-03-28;1;IMÓVEL VALINHOS SP;SetorN;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL FRANCO ROCHA;Setor1;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL FRANCO ROCHA;VarejoSetor2;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL FRANCO ROCHA;Setor3;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL FRANCO ROCHA;SetorN;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL MAUÁ SP;Setor1;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL MAUÁ SP;VarejoSetor2;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL MAUÁ SP;Setor3;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL MAUÁ SP;SetorN;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL VALINHOS SP;Setor1;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL VALINHOS SP;VarejoSetor2;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL VALINHOS SP;Setor3;0;0
43.740.825/0001-55;2024-06-28;1;IMÓVEL VALINHOS SP;SetorN;0;0
43.790.197/0001-12;2024-03-31;1;EDIFICIO VIA CITTA;Serviços;0;0
43.790.197/0001-12;2024-06-30;1;EDIFICIO VIA CITTA;Serviços;0;0
43.867.361/0001-42;2024-03-31;1;JK 1455;Comércio;0.938062;0.938062
43.867.361/0001-42;2024-03-31;1;JK 1455;Serviço;0.061938;0.061938
43.867.361/0001-42;2024-03-31;1;JK 1455;Industria;0;0
43.867.361/0001-42;2024-06-30;1;JK 1455;Comércio;0.938062;0.938062
43.867.361/0001-42;2024-06-30;1;JK 1455;Serviço;0.061938;0.061938
43.867.361/0001-42;2024-06-30;1;JK 1455;Industria;0;0
43.867.799/0001-20;2024-03-31;1;Miss Silvia Morizono;Comércio;0;0
43.867.799/0001-20;2024-03-31;1;Miss Silvia Morizono;Serviços;0.368357;0.368357
43.867.799/0001-20;2024-03-31;1;Miss Silvia Morizono;Indústria;0.631643;0.631643
43.867.799/0001-20;2024-06-30;1;Miss Silvia Morizono;Comércio;0;0
43.867.799/0001-20;2024-06-30;1;Miss Silvia Morizono;Serviços;0.368357;0.368357
43.867.799/0001-20;2024-06-30;1;Miss Silvia Morizono;Indústria;0.631643;0.631643
43.951.744/0001-02;2024-03-31;1;Edifício Ventura;Serviços;0.242994;0.242994
43.951.744/0001-02;2024-03-31;1;Edifício Ventura;Comércio;0;0
43.951.744/0001-02;2024-03-31;1;Edifício Ventura;Indústria;0.247799;0.247799
43.951.744/0001-02;2024-06-30;1;Edifício Ventura;Serviços;0.242994;0.242994
43.951.744/0001-02;2024-06-30;1;Edifício Ventura;Comércio;0;0
43.951.744/0001-02;2024-06-30;1;Edifício Ventura;Indústria;0.247799;0.247799
43.951.785/0001-90;2024-03-31;2;Faria Lima Square;Comercio;0;0
43.951.785/0001-90;2024-03-31;2;Faria Lima Square;Serviços;0.922161;0.922161
43.951.785/0001-90;2024-03-31;2;Faria Lima Square;Industria;0.077839;0.077839
43.951.785/0001-90;2024-06-30;1;Faria Lima Square;Comercio;0;0
43.951.785/0001-90;2024-06-30;1;Faria Lima Square;Serviços;0.922161;0.922161
43.951.785/0001-90;2024-06-30;1;Faria Lima Square;Industria;0.077839;0.077839
43.951.817/0001-58;2024-03-31;1;Edifício Parque da Cidade;Serviços;0.88737;0.88737
43.951.817/0001-58;2024-03-31;1;Edifício Parque da Cidade;Indústria;0.11263;0.11263
43.951.817/0001-58;2024-06-30;1;Edifício Parque da Cidade;Serviços;0.88737;0.88737
43.951.817/0001-58;2024-06-30;1;Edifício Parque da Cidade;Indústria;0.11263;0.11263
43.951.851/0001-22;2024-03-31;1;Edifício Torre Nações Unidas;Serviços;0.699937;0.699937
43.951.851/0001-22;2024-03-31;1;Edifício Torre Nações Unidas;Indústria;0.300063;0.300063
43.951.851/0001-22;2024-03-31;1;Edifício Torre Nações Unidas;Comércio;0;0
43.951.851/0001-22;2024-06-30;1;Edifício Torre Nações Unidas;Serviços;0.699937;0.699937
43.951.851/0001-22;2024-06-30;1;Edifício Torre Nações Unidas;Indústria;0.300063;0.300063
43.951.851/0001-22;2024-06-30;1;Edifício Torre Nações Unidas;Comércio;0;0
43.951.941/0001-13;2024-03-31;1;Faria Lima Financial Center;Comercio;0;0
43.951.941/0001-13;2024-03-31;1;Faria Lima Financial Center;Serviços;0.860241;0.860241
43.951.941/0001-13;2024-03-31;1;Faria Lima Financial Center;Industria;0.139759;0.139759
43.951.941/0001-13;2024-06-30;1;Faria Lima Financial Center;Comercio;0;0
43.951.941/0001-13;2024-06-30;1;Faria Lima Financial Center;Serviços;0.860241;0.860241
43.951.941/0001-13;2024-06-30;1;Faria Lima Financial Center;Industria;0.139759;0.139759
43.951.970/0001-85;2024-03-31;1;Edifício Parque da Cidade;Serviços;0.735937;0.735937
43.951.970/0001-85;2024-03-31;1;Edifício Parque da Cidade;Indústria;0.192832;0.192832
43.951.970/0001-85;2024-03-31;1;Edifício Parque da Cidade;Comércio;0.071232;0.071232
43.951.970/0001-85;2024-06-30;1;Edifício Parque da Cidade;Serviços;0.735937;0.735937
43.951.970/0001-85;2024-06-30;1;Edifício Parque da Cidade;Indústria;0.192832;0.192832
43.951.970/0001-85;2024-06-30;1;Edifício Parque da Cidade;Comércio;0.071232;0.071232
44.002.561/0001-03;2024-03-31;1;MT76424;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT76424;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT76424;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT76424;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT154324;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT154324;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT154324;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT154324;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT45592;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT45592;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT45592;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT45592;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT55763;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT55763;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT55763;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT55763;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT58817;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT58817;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT58817;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT58817;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT71279;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT71279;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT71279;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT71279;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT11995;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT11995;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT11995;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT11995;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT16508;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT16508;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT16508;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT16508;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT286460;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT286460;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT286460;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT286460;SetorN;0;0
44.002.561/0001-03;2024-03-31;1;MT30499;Setor1;0;0
44.002.561/0001-03;2024-03-31;1;MT30499;Setor2;0;0
44.002.561/0001-03;2024-03-31;1;MT30499;Setor3;0;0
44.002.561/0001-03;2024-03-31;1;MT30499;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT76424;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT76424;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT76424;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT76424;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT154324;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT154324;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT154324;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT154324;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT45592;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT45592;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT45592;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT45592;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT55763;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT55763;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT55763;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT55763;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT58817;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT58817;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT58817;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT58817;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT71279;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT71279;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT71279;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT71279;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT11995;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT11995;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT11995;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT11995;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT16508;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT16508;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT16508;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT16508;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT286460;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT286460;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT286460;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT286460;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT30499;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT30499;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT30499;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT30499;SetorN;0;0
44.002.561/0001-03;2024-06-30;1;MT14277;Setor1;0;0
44.002.561/0001-03;2024-06-30;1;MT14277;Setor2;0;0
44.002.561/0001-03;2024-06-30;1;MT14277;Setor3;0;0
44.002.561/0001-03;2024-06-30;1;MT14277;SetorN;0;0
44.625.694/0001-28;2024-03-31;1;Fazenda Xingu (Matrícula 22.874);Agronegócio;1;0.664959
44.625.694/0001-28;2024-03-31;1;Fazenda Xingu I (Matrícula 22.875);Agronegócio;1;0.180091
44.625.694/0001-28;2024-03-31;1;Fazenda Xingu II (Matrícula 14.782);Agronegócio;1;0.090531
