CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
00.332.266/0001-31;2024-03-31;1;Via Parque Shopping;Comércio;0.816299;0.802213
00.332.266/0001-31;2024-03-31;1;Via Parque Shopping;Serviço;0.183701;0.18053
00.332.266/0001-31;2024-06-30;1;Via Parque Shopping;Comércio;0.697249;0.679161
00.332.266/0001-31;2024-06-30;1;Via Parque Shopping;Serviço;0.302751;0.294897
00.762.723/0001-28;2024-03-31;1;CTI;Serviço;1;0.94864
00.762.723/0001-28;2024-03-31;1;CTI;Comércio;0;0
00.762.723/0001-28;2024-06-30;1;CTI;Serviço;1;0.945985
00.762.723/0001-28;2024-06-30;1;CTI;Comércio;0;0
00.868.235/0001-08;2024-03-31;1;Hotel;Serviço;1;0.013477
00.868.235/0001-08;2024-03-31;1;Medcenter;Serviço;0.916648;0.884024
00.868.235/0001-08;2024-03-31;1;Medcenter;Comércio;0.083352;0.080386
00.868.235/0001-08;2024-06-30;1;Hotel;Serviço;1;0.035902
00.868.235/0001-08;2024-06-30;1;Medcenter;Serviço;0.918246;0.893901
00.868.235/0001-08;2024-06-30;1;Medcenter;Comércio;0.081754;0.079587
01.201.140/0001-90;2024-03-31;1;Grand Plaza Shopping;Comércio;0.751921;0.739504
01.201.140/0001-90;2024-03-31;1;Grand Plaza Shopping;Serviço;0.248079;0.243982
01.201.140/0001-90;2024-06-30;2;Grand Plaza Shopping;Comércio;0.775;0.756579
01.201.140/0001-90;2024-06-30;2;Grand Plaza Shopping;Serviço;0.225;0.219695
01.235.622/0001-61;2024-03-28;1;Av Mem de Sá;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Barão de Mesquita;ENSINO;1;0.015942
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;COMÉRCIO;0.152994;0.00369
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;CONSULTORIA;0;0
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;CONTABILIDADE;0.162905;0.003929
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;ENGENHARIA;0;0
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;FINANCEIRO;0.144606;0.003487
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;LOGISTICA;0;0
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;TELECOMUNICAÇÃO;0.113511;0.002737
01.235.622/0001-61;2024-03-28;1;Cardeal Leme;TI;0.425985;0.010273
01.235.622/0001-61;2024-03-28;1;Carioca;COMERCIO;0.275818;0.006973
01.235.622/0001-61;2024-03-28;1;Carioca;FINANCEIRO;0.724182;0.018308
01.235.622/0001-61;2024-03-28;1;CESBOM;ENSINO;1;0.055478
01.235.622/0001-61;2024-03-28;1;Citta America;COMERCIO;0.002166;0.000946
01.235.622/0001-61;2024-03-28;1;Citta America;ENSINO;0.764812;0.334109
01.235.622/0001-61;2024-03-28;1;Citta America;ACADEMIA;0.233022;0.101796
01.235.622/0001-61;2024-03-28;1;Citta Office;MIDIA;1;0.036146
01.235.622/0001-61;2024-03-28;1;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Dom Gerado 46;LOGÍSTICA;1;0.005477
01.235.622/0001-61;2024-03-28;1;Dom Gerado 42;MIDIA;1;0.012118
01.235.622/0001-61;2024-03-28;1;Golden Corporate;ENGENHARIA;0.558045;0.011308
01.235.622/0001-61;2024-03-28;1;Golden Corporate;MÍDIA;0;0
01.235.622/0001-61;2024-03-28;1;Golden Corporate;SEGUROS;0.441955;0.008955
01.235.622/0001-61;2024-03-28;1;Ícono Parque;COMÉRCIO;0.814701;0.011091
01.235.622/0001-61;2024-03-28;1;Ícono Parque;HOSPITALAR;0;0
01.235.622/0001-61;2024-03-28;1;Ícono Parque;IMOBILIÁRIO;0.054273;0.000739
01.235.622/0001-61;2024-03-28;1;Ícono Parque;ESTÉTICA;0.131027;0.001784
01.235.622/0001-61;2024-03-28;1;Largo de Santa Rita;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Marechal Camara;TI;1;0.007324
01.235.622/0001-61;2024-03-28;1;Presidente Antonio Carlos;FINANCEIRO;1;0.005423
01.235.622/0001-61;2024-03-28;1;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Rio Branco 45;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2024-03-28;1;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2024-03-28;1;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Uruguaiana, 76;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Uruguaiana, 78;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;São Pedro da Aldeia;ÁGUA E ESGOTO;1;0.01153
01.235.622/0001-61;2024-03-28;1;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2024-03-28;1;Rainha Guilhermina;FINANCEIRO;0.840168;0.023752
01.235.622/0001-61;2024-03-28;1;Rainha Guilhermina;ADVOCACIA;0.159832;0.004519
01.235.622/0001-61;2024-03-28;1;Touch;MÍDIA;0;0
01.235.622/0001-61;2024-03-28;1;Touch;HOSPITALAR;0.393182;0.001968
01.235.622/0001-61;2024-03-28;1;Touch;IMOBILIÁRIO;0.318653;0.001595
01.235.622/0001-61;2024-03-28;1;Touch;ADVOCACIA;0;0
01.235.622/0001-61;2024-03-28;1;Touch;FISIOTERAPIA;0.117497;0.000588
01.235.622/0001-61;2024-03-28;1;Touch;ARQUITETURA;0.170667;0.000854
01.235.622/0001-61;2024-03-28;1;Itumbiara;ENSINO;1;0.030566
01.235.622/0001-61;2024-03-28;1;Edificio Center Shopping;ENSINO;1;0.060446
01.235.622/0001-61;2024-03-28;1;Hotel Aretê;ENSINO;1;0
01.235.622/0001-61;2024-03-28;1;Instituto Dominus;ENSINO;1;0.006229
01.235.622/0001-61;2024-03-28;1;Colégio Eleva;ENSINO;1;0.19992
01.235.622/0001-61;2024-03-28;1;Innovitá;DISPONIVEL;0;0
01.235.622/0001-61;2024-06-30;1;Av Mem de Sá;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Barão de Mesquita;ENSINO;1;0.015942
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;COMÉRCIO;0.152994;0.00369
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;CONSULTORIA;0;0
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;CONTABILIDADE;0.162905;0.003929
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;ENGENHARIA;0;0
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;FINANCEIRO;0.144606;0.003487
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;LOGISTICA;0;0
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;TELECOMUNICAÇÃO;0.113511;0.002737
01.235.622/0001-61;2024-06-30;1;Cardeal Leme;TI;0.425985;0.010273
01.235.622/0001-61;2024-06-30;1;Carioca;COMERCIO;0.275818;0.006973
01.235.622/0001-61;2024-06-30;1;Carioca;FINANCEIRO;0.724182;0.018308
01.235.622/0001-61;2024-06-30;1;CESBOM;ENSINO;1;0.055478
01.235.622/0001-61;2024-06-30;1;Citta America;COMERCIO;0.002166;0.000946
01.235.622/0001-61;2024-06-30;1;Citta America;ENSINO;0.764812;0.334109
01.235.622/0001-61;2024-06-30;1;Citta America;ACADEMIA;0.233022;0.101796
01.235.622/0001-61;2024-06-30;1;Citta Office;MIDIA;1;0.036146
01.235.622/0001-61;2024-06-30;1;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Dom Gerado 46;LOGÍSTICA;1;0.005477
01.235.622/0001-61;2024-06-30;1;Dom Gerado 42;MIDIA;1;0.012118
01.235.622/0001-61;2024-06-30;1;Golden Corporate;ENGENHARIA;0.558045;0.011308
01.235.622/0001-61;2024-06-30;1;Golden Corporate;MÍDIA;0;0
01.235.622/0001-61;2024-06-30;1;Golden Corporate;SEGUROS;0.441955;0.008955
01.235.622/0001-61;2024-06-30;1;Ícono Parque;COMÉRCIO;0.814701;0.011091
01.235.622/0001-61;2024-06-30;1;Ícono Parque;HOSPITALAR;0;0
01.235.622/0001-61;2024-06-30;1;Ícono Parque;IMOBILIÁRIO;0.054273;0.000739
01.235.622/0001-61;2024-06-30;1;Ícono Parque;ESTÉTICA;0.131027;0.001784
01.235.622/0001-61;2024-06-30;1;Largo de Santa Rita;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Marechal Camara;TI;1;0.007324
01.235.622/0001-61;2024-06-30;1;Presidente Antonio Carlos;FINANCEIRO;1;0.005423
01.235.622/0001-61;2024-06-30;1;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Rio Branco 45;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2024-06-30;1;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2024-06-30;1;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Uruguaiana, 76;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Uruguaiana, 78;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;São Pedro da Aldeia;ÁGUA E ESGOTO;1;0.01153
01.235.622/0001-61;2024-06-30;1;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2024-06-30;1;Rainha Guilhermina;FINANCEIRO;0.840168;0.023752
01.235.622/0001-61;2024-06-30;1;Rainha Guilhermina;ADVOCACIA;0.159832;0.004519
01.235.622/0001-61;2024-06-30;1;Touch;MÍDIA;0;0
01.235.622/0001-61;2024-06-30;1;Touch;HOSPITALAR;0.393182;0.001968
01.235.622/0001-61;2024-06-30;1;Touch;IMOBILIÁRIO;0.318653;0.001595
01.235.622/0001-61;2024-06-30;1;Touch;ADVOCACIA;0;0
01.235.622/0001-61;2024-06-30;1;Touch;FISIOTERAPIA;0.117497;0.000588
01.235.622/0001-61;2024-06-30;1;Touch;ARQUITETURA;0.170667;0.000854
01.235.622/0001-61;2024-06-30;1;Itumbiara;ENSINO;1;0.030566
01.235.622/0001-61;2024-06-30;1;Edificio Center Shopping;ENSINO;1;0.060446
01.235.622/0001-61;2024-06-30;1;Hotel Aretê;ENSINO;1;0
01.235.622/0001-61;2024-06-30;1;Instituto Dominus;ENSINO;1;0.006229
01.235.622/0001-61;2024-06-30;1;Colégio Eleva;ENSINO;1;0.19992
01.235.622/0001-61;2024-06-30;1;Innovitá;DISPONÍVEL;0;0
01.497.954/0001-14;2024-03-31;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2024-03-31;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2024-03-31;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2024-03-31;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2024-03-31;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2024-03-31;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2024-03-31;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2024-06-30;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2024-06-30;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2024-06-30;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2024-06-30;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2024-06-30;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2024-06-30;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2024-06-30;1;Prédio Comercial;Serviços;0;0
01.601.918/0001-59;2024-03-31;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2024-03-31;1;Dantas Barreto;Serviço;1;0.139794
01.601.918/0001-59;2024-03-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2024-06-30;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2024-06-30;1;Dantas Barreto;Serviço;1;0.238299
01.601.918/0001-59;2024-06-30;1;Joaquim Floriano;Serviço;0;0
01.633.741/0001-72;2024-03-31;1;Edificio Memorial Office Building;Turismo;0.231266;0.222985
01.633.741/0001-72;2024-03-31;1;Edificio Memorial Office Building;Transporte;0.273559;0.263765
01.633.741/0001-72;2024-03-31;1;Edificio Memorial Office Building;Saúde;0.133917;0.129122
01.633.741/0001-72;2024-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2024-06-30;1;Edificio Memorial Office Building;Turismo;0.28676;0.276577
01.633.741/0001-72;2024-06-30;1;Edificio Memorial Office Building;Transporte;0.251979;0.243032
01.633.741/0001-72;2024-06-30;1;Edificio Memorial Office Building;Tecnologia;0.123552;0.118972
01.633.741/0001-72;2024-06-30;1;Edificio Memorial Office Building;SetorN;0;0
01.636.325/0001-28;2024-03-31;1;Moinhos Shopping;Vestuário;0.3488;0.2722
01.636.325/0001-28;2024-03-31;1;Moinhos Shopping;Artigos DiversosJoalherias e Óticas;0.1523;0.1188
01.636.325/0001-28;2024-03-31;1;Moinhos Shopping;Estética;0.1963;0.1582
01.636.325/0001-28;2024-03-31;1;Hotel Hilton Porto Alegre;Hotelaria;1;0.0557
01.636.325/0001-28;2024-03-31;1;Edifício Lafayette;Serviços Financeiros;0;0
01.636.325/0001-28;2024-06-30;2;Moinhos Shopping;Vestuário;0.3506;0.2835
01.636.325/0001-28;2024-06-30;2;Moinhos Shopping;Artigos DiversosJoalherias e Óticas;0.1617;0.1096
01.636.325/0001-28;2024-06-30;2;Moinhos Shopping;Estética;0.1823;0.1702
01.636.325/0001-28;2024-06-30;2;Hotel Hilton Porto Alegre;Hotelaria;1;0.0557
01.636.325/0001-28;2024-06-30;2;Edifício Lafayette;Serviços Financeiros;0;0
01.657.856/0001-05;2024-03-31;1;Shopping Center Piedade;Variedades (âncora);0.263757;0.258665
01.657.856/0001-05;2024-03-31;1;Shopping Center Piedade;Mall;0.229116;0.224693
01.657.856/0001-05;2024-03-31;1;Shopping Center Piedade;Roupas e acessórios;0.172986;0.169646
01.657.856/0001-05;2024-06-30;1;Shopping Center Piedade;Variedades (âncora);0.337384;0.332988
01.657.856/0001-05;2024-06-30;1;Shopping Center Piedade;Mall;0.244207;0.241025
01.657.856/0001-05;2024-06-30;1;Shopping Center Piedade;Roupas e acessórios;0.145696;0.143798
02.027.437/0001-44;2024-03-31;1;Ed Brasílio Machado;Serviços;0.769856;0.738896
02.027.437/0001-44;2024-03-31;1;Ed Brasílio Machado;Industria;0.230144;0.220888
02.027.437/0001-44;2024-06-30;3;Ed Brasílio Machado;Serviços;0.696031;0.687473
02.027.437/0001-44;2024-06-30;3;Ed Brasílio Machado;Industria;0.303969;0.300232
02.508.235/0001-14;2024-03-31;1;Contagem;Logística;1;0.990646
02.508.235/0001-14;2024-06-30;1;Contagem;Logística;1;0.988622
03.251.720/0001-18;2024-03-31;1;Centro Empresarial Agua Branca - Torre New York;Serviços Diversos;0.62860684746937;0.20416271464992
03.251.720/0001-18;2024-03-31;1;Centro Empresarial Agua Branca - Torre New York;Serviços Médico - Hospitalares;0.14699828297378;0.04774298692676
03.251.720/0001-18;2024-03-31;1;Centro Empresarial Agua Branca - Torre New York;Equipamentos Elétricos;0.13431507350485;0.04362365783247
03.251.720/0001-18;2024-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Diversos;0.50325259669092;0.23224228395019
03.251.720/0001-18;2024-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Telecomunicações;0.30120221564703;0.13899956195494
03.251.720/0001-18;2024-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Médico - Hospitalares;0.18776492053756;0.08665023147044
03.251.720/0001-18;2024-06-30;1;Centro Empresarial Agua Branca - Torre New York;Serviços Diversos;0.55101939009747;0.20834038535388
03.251.720/0001-18;2024-06-30;1;Centro Empresarial Agua Branca - Torre New York;Serviços Médico - Hospitalares;0.20277107124097;0.0766677250931
03.251.720/0001-18;2024-06-30;1;Centro Empresarial Agua Branca - Torre New York;Equipamentos Elétricos;0.11555418419685;0.04369102738938
03.251.720/0001-18;2024-06-30;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Diversos;0.46695519824509;0.22249895068829
03.251.720/0001-18;2024-06-30;1;Centro Empresarial Agua Branca - Torre Los Angeles;Telecomunicações;0.29515503796966;0.14063808794809
03.251.720/0001-18;2024-06-30;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Médico - Hospitalares;0.18213243286157;0.08678407553937
03.507.519/0001-59;2024-03-31;1;Shopping Center;Comércio;0.951885;0.938257
03.507.519/0001-59;2024-03-31;1;Shopping Center;Serviço;0.048115;0.047426
03.507.519/0001-59;2024-06-30;1;Shopping Center;Comércio;0.95088;0.931139
03.507.519/0001-59;2024-06-30;1;Shopping Center;Serviço;0.04912;0.0481
03.683.056/0001-86;2024-03-31;1;JK FINANCIAL CENTER;Comércio;0.39691;0.131165
03.683.056/0001-86;2024-03-31;1;JK FINANCIAL CENTER;Serviço;0.254769;0.084192
03.683.056/0001-86;2024-03-31;1;JATOBÁ;Serviço;1;0.012951
03.683.056/0001-86;2024-03-31;1;INTERNACIONAL RIO;Serviço;0.939596;0.020666
03.683.056/0001-86;2024-03-31;1;CANDELÁRIA CORPORATE;Serviço;1;0.017928
03.683.056/0001-86;2024-03-31;1;PQ CULTURAL PAULISTA;Comércio;0.252591;0.022963
03.683.056/0001-86;2024-03-31;1;PQ CULTURAL PAULISTA;Serviço;0.747409;0.067948
03.683.056/0001-86;2024-03-31;1;PARQUE SANTOS;Serviço;1;0.094481
03.683.056/0001-86;2024-03-31;1;CONTINENTAL SQUARE;Comércio;0.613078;0.079847
03.683.056/0001-86;2024-03-31;1;CONTINENTAL SQUARE;Serviço;0.101883;0.013269
03.683.056/0001-86;2024-03-31;1;EDIFÍCIO GIRASSOL;Serviço;1;0.098351
03.683.056/0001-86;2024-03-31;1;EDIFÍCIO BRAVO! PAULISTA;Serviço;0.44044;0.036854
03.683.056/0001-86;2024-06-30;1;JK FINANCIAL CENTER;Comércio;0.378171;0.134231
03.683.056/0001-86;2024-06-30;1;JK FINANCIAL CENTER;Serviço;0.621829;0.220717
03.683.056/0001-86;2024-06-30;1;JATOBÁ;Serviço;1;0.016381
03.683.056/0001-86;2024-06-30;1;INTERNACIONAL RIO;Serviço;1;0.021302
03.683.056/0001-86;2024-06-30;1;CANDELÁRIA CORPORATE;Serviço;1;0.01064
03.683.056/0001-86;2024-06-30;1;PQ CULTURAL PAULISTA;Comércio;0.162617;0.015132
03.683.056/0001-86;2024-06-30;1;PQ CULTURAL PAULISTA;Serviço;0.837383;0.077921
03.683.056/0001-86;2024-06-30;1;PARQUE SANTOS;Serviço;1;0.104613
03.683.056/0001-86;2024-06-30;1;CONTINENTAL SQUARE;Comércio;0.842888;0.136075
03.683.056/0001-86;2024-06-30;1;CONTINENTAL SQUARE;Serviço;0.157112;0.025364
03.683.056/0001-86;2024-06-30;1;EDIFÍCIO GIRASSOL;Serviço;1;0.060252
03.683.056/0001-86;2024-06-30;1;EDIFÍCIO BRAVO! PAULISTA;Comércio;0.217389;0.016381
03.683.056/0001-86;2024-06-30;1;EDIFÍCIO BRAVO! PAULISTA;Serviço;0.782611;0.058973
04.066.582/0001-60;2024-03-31;1;Instituto de Espec Pediatricas de SP - Hospital da Crianca;Serviços Médico - Hospitalares;1;0.9784433917294
04.066.582/0001-60;2024-06-30;1;Instituto de Espec Pediatricas de SP - Hospital da Crianca;Serviços Médico - Hospitalares;1;0.977626
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.031283
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.022971
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Engenharia;1;0.027104
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.03054
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.009218
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.060284
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.059527
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.059527
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.045069
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Seguros;1;0.055213
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.026463
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.038336
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Co Working;1;0.147454
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços financeiros;1;0.020967
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Vago;0;0
04.141.645/0001-03;2024-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Hotelaria;1;0.349777
04.141.645/0001-03;2024-03-31;1;Edifício Lafayette;Serviços Financeiros;0;0
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.026731
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.01963
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Engenharia;1;0.023161
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.026098
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.023632
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.051514
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.052765
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.052765
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.019257
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Seguros;1;0.043826
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.022613
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.016379
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Co Working;1;0.126004
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços financeiros;1;0.026875
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Vago;1;0
04.141.645/0001-03;2024-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Hotelaria;1;0.454206
04.141.645/0001-03;2024-06-30;1;Edifício Lafayette;Serviços Financeiros;0;0
04.644.612/0001-78;2024-03-28;1;IMOVEL CESTO;Setor1;0;0
04.644.612/0001-78;2024-03-28;1;IMOVEL CESTO;Setor2;0;0
04.644.612/0001-78;2024-03-28;1;IMOVEL CESTO;Setor3;0;0
04.644.612/0001-78;2024-03-28;1;IMOVEL CESTO;SetorN;0;0
04.644.612/0001-78;2024-06-28;1;IMOVEL CESTO;Setor1;0;0
04.644.612/0001-78;2024-06-28;1;IMOVEL CESTO;Setor2;0;0
04.644.612/0001-78;2024-06-28;1;IMOVEL CESTO;Setor3;0;0
04.644.612/0001-78;2024-06-28;1;IMOVEL CESTO;SetorN;0;0
04.644.612/0001-78;2024-09-30;1;IMOVEL CESTO;Setor1;0;0
04.644.612/0001-78;2024-09-30;1;IMOVEL CESTO;Setor2;0;0
04.644.612/0001-78;2024-09-30;1;IMOVEL CESTO;Setor3;0;0
04.644.612/0001-78;2024-09-30;1;IMOVEL CESTO;SetorN;0;0
04.722.883/0001-02;2024-03-31;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Telecomunicações;0.13077829949769;0.11862516643123
04.722.883/0001-02;2024-03-31;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Comércio e Distribuição;0.13885996530891;0.12595580886641
04.722.883/0001-02;2024-03-31;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Outros;0.15054954558024;0.13655908487263
04.722.883/0001-02;2024-06-30;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Telecomunicações;0.14215278791892;0.09273082356134
04.722.883/0001-02;2024-06-30;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Comércio e Distribuição;0.17582191755816;0.11469427686921
04.722.883/0001-02;2024-06-30;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Outros;0.19495932548978;0.1271782219561
05.437.916/0001-27;2024-03-31;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.394765;0.293323
05.437.916/0001-27;2024-03-31;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.321996;0.239253
05.437.916/0001-27;2024-03-31;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.212378;0.157803
05.437.916/0001-27;2024-03-31;1;Centro de Distribuição Anhanguera - CDA;SetorN;0;0
05.437.916/0001-27;2024-03-31;1;Centro de Distribuição -Rio de Janeiro;LogísticoSetor2;1;0.140948
05.437.916/0001-27;2024-03-31;1;Centro de Distribuição -Rio de Janeiro;Setor3;0;0
05.437.916/0001-27;2024-03-31;1;Centro de Distribuição -Rio de Janeiro;SetorN;0;0
05.437.916/0001-27;2024-03-31;1;Torre de Elevadores - Interlagos - SP;Serviços;1;0
05.437.916/0001-27;2024-03-31;1;Torre de Elevadores - Interlagos - SP;Setor2;0;0
05.437.916/0001-27;2024-03-31;1;Torre de Elevadores - Interlagos - SP;Setor3;0;0
05.437.916/0001-27;2024-03-31;1;Torre de Elevadores - Interlagos - SP;SetorN;0;0
05.437.916/0001-27;2024-06-30;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.394765;0.294377
05.437.916/0001-27;2024-06-30;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.321996;0.240113
05.437.916/0001-27;2024-06-30;1;Centro de Distribuição Anhanguera - CDA;Logístico;0.212378;0.158371
05.437.916/0001-27;2024-06-30;1;Centro de Distribuição Anhanguera - CDA;SetorN;0;0
05.437.916/0001-27;2024-06-30;1;Centro de Distribuição -Rio de Janeiro;LogísticoSetor2;1;0.141455
05.437.916/0001-27;2024-06-30;1;Centro de Distribuição -Rio de Janeiro;Setor3;0;0
