CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FDO INV. IMOB. VBI CRI;Lucro na Venda;34527239.5;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FDO. INVEST. IMOB. MOGNO CRI HIGH GRADE;Lucro na Venda;24000000;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII CSHG REAL ESTATE;Lucro na Venda;857717.47;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII MALLS BRASIL PLURAL;Lucro na Venda;2915573.06;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS;Lucro na Venda;4017753.07;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII MAXI RENDA;Lucro na Venda;30088354.89;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII PRIME OFFICES I;Lucro na Venda;164999999.71;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII PROJETO AGUA BRANCA;Lucro na Venda;1165336.08;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII RBR RENDIMENTO HIGH GRADE;Lucro na Venda;387451.74;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII Rio Bravo Renda Varejo ;Lucro na Venda;116910.04;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII VINCI SHOPPING CENTERS;Lucro na Venda;5376742.35;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FII XP MALLS;Lucro na Venda;36598901.83;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - Floripa Shopping - Fundo de Investimento Imobiliario;Lucro na Venda;632640.3;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO BB RENDA DE PAPÉIS II;Lucro na Venda;289556.88;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ANHANGUERA EDUCACION;Lucro na Venda;136019.15;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI;Lucro na Venda;1304621.44;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII CAMPUS FARIA LIMA;Lucro na Venda;2024561.67;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII HOSPITAL NOSSA SENHO;Lucro na Venda;262280.09;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII HOTEL MAXINVEST;Lucro na Venda;262418.8;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SHOPPING JARDIM SUL;Lucro na Venda;35930.21;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE;Lucro na Venda;3759792.23;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO - GENERAL SHOPPING ATIVO E RENDA - FII;Lucro na Venda;384187.94;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL;Lucro na Venda;117635.05;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS;Lucro na Venda;11000000;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - HEDGE TOP FOFII 3 FDO INV IMOB;Lucro na Venda;121825.76;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - HSI MALL FUNDO DE INVESTIMENTO;Lucro na Venda;15501217.29;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - IRÍDIUM RECEBÍVEIS IMOBILIÁRIOS;Lucro na Venda;52627963.28;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - KINEA HIGH YIELD CRI FDO INV IMOB - FII;Lucro na Venda;30698748.61;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII;Lucro na Venda;21867615.01;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - MULTI SHOPPINGS FDO INV IMOB - FII;Lucro na Venda;17728454.41;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - PÁTRIA EDIFÍCIOS CORPORATIVOS FDO INV IMOB - FII;Lucro na Venda;8741732.27;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - RB CAPITAL LOGÍSTICO;Lucro na Venda;28589900;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;Lucro na Venda;231.66;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - RBR Properties FII - Fundo de Investimento Imobiliário;Lucro na Venda;1413814.96;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - SANTANDER PAPEIS IMOB CDI FDO INV IMOB;Lucro na Venda;8673.06;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.;Lucro na Venda;8885320.84;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - SDI LOGÍSTICA RIO - FII;Lucro na Venda;859868.85;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - VALORA CRI ÍNDICE DE PREÇO FDO INVEST. IMOB. FII;Lucro na Venda;20051241.57;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - VALORA RE I FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;2259957.42;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - Vinci Logística FII - Fundo de Investimento Imobiliário;Lucro na Venda;456536.6;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - VINCI OFFICES FDO INV IMOB;Lucro na Venda;14403890.35;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - VOTORANTIM LOGÍSTICA;Lucro na Venda;28132171.32;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - XP CREDITO IMOBILIÁRIO - FDO INV IMOB;Lucro na Venda;14718635.97;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - XP INDUSTRIAL FII;Lucro na Venda;801430.24;Capital
11.026.627/0001-38;2020-12-01;1;COTA DE FII - XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Lucro na Venda;99869.61;Capital
11.160.521/0001-22;2020-12-01;1;BBPO11;Aplicação em ativos-alvo do Fundo;15002496.27;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;BCRI11;Aplicação em ativos-alvo do Fundo;1256630;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;CPTS11;Aplicação em ativos-alvo do Fundo;6399930;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;FII SUCCESPAR;Aplicação em ativos-alvo do Fundo;10000000;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;HSML11;Aplicação em ativos-alvo do Fundo;85371.8;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;IRDM11;Aplicação em ativos-alvo do Fundo;30802099.11;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;LOFT13B;Aplicação em ativos-alvo do Fundo;1559836.8;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;MCCI11;Aplicação em ativos-alvo do Fundo;9608254.91;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;XPCI11;Aplicação em ativos-alvo do Fundo;8002619.92;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;CRI - GAIA SECURITIZADORA S.A.;Aplicação em ativos-alvo do Fundo;140126759.16;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;CRI - ISEC SECURITIZADORA S/A;Aplicação em ativos-alvo do Fundo;135335181.81;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;CRI - RB CAPITAL SECURITIZADORA S.A.;Aplicação em ativos-alvo do Fundo;214530485.64;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;CRI - TRUE SECURITIZADORA  S.A;Aplicação em ativos-alvo do Fundo;164700980.82;Caixa do fundo
11.160.521/0001-22;2020-12-01;1;CRI - VERTICE COMPANHIA SECURITIZADORA;Aplicação em ativos-alvo do Fundo;54935000;Caixa do fundo
11.664.201/0001-00;2020-12-01;1;RB CAPITAL SECURITIZADORA S.A. 1ª Emissão 261ª Série;Renda;10000000;Capital
11.664.201/0001-00;2020-12-01;1;RB CAPITAL SECURITIZADORA S.A. 1ª Emissão 268ª Série;Renda;10000000;Capital
11.664.201/0001-00;2020-12-01;1;HABITASEC SECURITIZADORA S.A. 1ª Emissão 146ª Série;Renda;331818.37;Capital
11.664.201/0001-00;2020-12-01;1;TRUE SECURITIZADORA S.A. 1ª Emissão 212ª Série;Renda;30008704.72;Capital
11.664.201/0001-00;2020-12-01;1;HABITASEC SECURITIZADORA S.A. 1ª Emissão 146ª Série;Renda;513020.37;Capital
11.664.201/0001-00;2020-12-01;1;BARIGUI SECURITIZADORA SA 1ª Emissão 79ª Série;Renda;18202097.28;Capital
11.664.201/0001-00;2020-12-01;1;ISEC SECURITIZADORA S.A. 4ª Emissão 47ª Série;Renda;6876561.87;Capital
11.664.201/0001-00;2020-12-01;1;ISEC SECURITIZADORA S.A. 4ª Emissão 93ª Série;Renda;39999944.09;Capital
11.664.201/0001-00;2020-12-01;1;TRUE SECURITIZADORA S.A. 1ª Emissão 212ª Série;Renda;6765915.6;Capital
11.664.201/0001-00;2020-12-01;1;BARIGUI SECURITIZADORA SA 1ª Emissão 84ª Série;Renda;40016587.42;Capital
11.664.201/0001-00;2020-12-01;1;HABITASEC SECURITIZADORA S.A. 1ª Emissão 193ª Série;Renda;39081000;Capital
11.664.201/0001-00;2020-12-01;1;ISEC SECURITIZADORA S.A. 4ª Emissão 93ª Série;Renda;20047326.35;Capital
11.664.201/0001-00;2020-12-01;1;ISEC SECURITIZADORA S.A. 4ª Emissão 47ª Série;Renda;10110605.38;Capital
11.664.201/0001-00;2020-12-01;1;GAIA SECURITIZADORA S.A. 5ª Emissão 26ª Série;Renda;2649726.09;Capital
11.664.201/0001-00;2020-12-01;1;BARIGUI SECURITIZADORA SA 1ª Emissão 75ª Série;Renda;3757959.99;Capital
11.664.201/0001-00;2020-12-01;1;TRAVESSIA SECURITIZADORA S.A. 1ª Emissão 40ª Série;Renda;24985000;Capital
11.664.201/0001-00;2020-12-01;1;OURINVEST SECURITIZADORA S.A. 1ª Emissão 5ª Série;Renda;5059906.2;Capital
11.664.201/0001-00;2020-12-01;1;VERT COMPANHIA SECURITIZADORA 27ª Emissão 1ª Série;Renda;17067000;Capital
11.664.201/0001-00;2020-12-01;1;TRAVESSIA SECURITIZADORA S.A. 1ª Emissão 44ª Série;Renda;39999645.78;Capital
11.664.201/0001-00;2020-12-01;1;ISEC SECURITIZADORA S.A. 4ª Emissão 132ª Série;Renda;37534249.34;Capital
11.664.201/0001-00;2020-12-01;1;TRUE SECURITIZADORA S.A. 1ª Emissão 290ª Série;Renda;28690000;Capital
11.664.201/0001-00;2020-12-01;1;RB CAPITAL SECURITIZADORA S.A. 1ª Emissão 313ª Série;Renda;24456000;Capital
11.728.688/0001-47;2020-05-01;1;LCI - Banco ABC;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;10000000;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;LCI - Banco ABC;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;10000000;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;LCI - Banco ABC;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;5000000;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;LCI - Banco ABC;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;5000000;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;CRI - HABITASEC SECURITIZADORA S.A;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;6276568.64;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;CRI - HABITASEC SECURITIZADORA S.A;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;3701412.38;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;CRI - ISEC SECURITIZADORA S/A;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;21324075.17;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;FII - SDIL11;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;575785.22;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;FII - FIIB11;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;1033426.3;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;FII - HSML11;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;136401.71;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;FII - VVPR11;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;5872030;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;FII - SPVJ11;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;10000000;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;FII - XPIN;Melhor alocação de Caixa visando maximizar a rentabilidade ao Cotista;58620673.32;Caixa do fundo
11.728.688/0001-47;2020-05-01;1;Sinal Imóvel Extrema sujeito a superação de cond. Precedente;Aplicação em ativo alvo do Fundo;9200000;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;CRI - ISEC SECURITIZADORA S/A;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;166324075.17;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;CRI - RB CAPITAL SECURITIZADORA S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;18739216.93;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;CRI - TRUE SECURITIZADORA  S.A;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;65000000;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;CRI - HABITASEC SECURITIZADORA S.A;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;9977981.02;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;LCI - BANCO ABC;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;30000000;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;BRCO11;Aplicação em ativos-alvo do Fundo;15569332.42;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;BTLG11;Aplicação em ativos-alvo do Fundo;12428513.72;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;FII SUCCESPAR;Aplicação em ativos-alvo do Fundo;10000000;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;FIIB11;Aplicação em ativos-alvo do Fundo;5119563.93;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;HLOG11;Aplicação em ativos-alvo do Fundo;29999999.75;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;HSML11;Aplicação em ativos-alvo do Fundo;136401.71;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;PNDL11;Aplicação em ativos-alvo do Fundo;1350000;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;PQAG11;Aplicação em ativos-alvo do Fundo;37021240.35;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;RBRL11;Aplicação em ativos-alvo do Fundo;4999915.9;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;SDIL11;Aplicação em ativos-alvo do Fundo;5707607.3;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;VILG11;Aplicação em ativos-alvo do Fundo;3999986.91;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;VVPR11;Aplicação em ativos-alvo do Fundo;7782430.66;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;XPIN11;Aplicação em ativos-alvo do Fundo;58620673.32;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;XPLG11;Aplicação em ativos-alvo do Fundo;31235767.58;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;IRA - GALPÃO EXTREMA;Aplicação em ativos-alvo do Fundo;89714126.05;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;IMÓVEL LOGÍSTICO PERNAMBUCO;Aplicação em ativos-alvo do Fundo;35844460;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;TERRENO PERNAMBUCO;Aplicação em ativos-alvo do Fundo;2931000;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;IRA - GR LOUVEIRA;Aplicação em ativos-alvo do Fundo;156139000;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;IRA - BETIM;Aplicação em ativos-alvo do Fundo;194379392.58;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;IRA - ITUPEVA;Aplicação em ativos-alvo do Fundo;151700878.7;Caixa do fundo
11.728.688/0001-47;2020-12-01;1;TERRENOS EXTREMA (via aquisição de cotas de SPE);Aplicação em ativos-alvo do Fundo;44149198.66;Caixa do fundo
11.839.593/0001-09;2020-06-01;2;IMÓVEL - BRF FORTALEZA;Renda e Lucro na Venda;120000000;Capital
12.005.956/0001-65;2020-06-01;1;Boulevard Corporate Tower;Receita de Aluguel mensal auferida pelo imóvel;54550349.13;Disponibilidades
12.005.956/0001-65;2020-06-01;1;TS Part FII;Receita de Aluguel mensal auferida pelo imóvel;147217956.14;Disponibilidades
12.005.956/0001-65;2020-06-01;1;Letras de Crédito Imobiliário - LCI;Alocação do caixa do Fundo;374000000;Disponibilidades
12.516.185/0001-70;2020-12-01;1;FII BC FUND - BRCR11;Benefícios futuros;10345397.94;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII CAP REIT - CPFF11;Benefícios futuros;1326005;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII CAPI SEC - CPTS13;Benefícios futuros;170181.1;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII CSHG CRI - HGCR11;Benefícios futuros;1683670.2;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII HG REAL - HGRE11;Benefícios futuros;77401;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII CSHG CRI - HGRE13;Benefícios futuros;349953;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII HG REAL - HGRE14;Benefícios futuros;5495;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII JS REAL - JSRE11;Benefícios futuros;346225.2;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII KINEA RI - KNCR11;Benefícios futuros;6604744.65;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII KINEA IP - KNIP11;Benefícios futuros;3021859.62;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII KINEA - KNRI11;Benefícios futuros;3320417.92;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII MOGNO - MGFF11;Benefícios futuros;3364714.54;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII RBRALPHA - RBRF11;Benefícios futuros;657032.5;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII RBRALPHA - RBRF13;Benefícios futuros;24034.2;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII RBRHGRAD - RBRR11;Benefícios futuros;2111251.4;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII RIOB VA CI - RBVA11;Benefícios futuros;1301422;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII RIOB VA CI - RBVA13;Benefícios futuros;30000084;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;FII XP PROP - XPPR11;Benefícios futuros;2542320.78;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;C&A - Alphaville;Benefícios futuros;48000000;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;LAB 1404;Benefícios futuros;17300000;Recursos próprios / emissão de cotas
12.516.185/0001-70;2020-12-01;1;BMA Corporate;Benefícios futuros;142000000;Recursos próprios / emissão de cotas
13.000.836/0001-38;2020-06-01;1;GBX TIETE II EMP - ON;Participação;194107468.52;Fluxo de Caixa
13.320.290/0001-00;2020-12-01;1;Fazenda_Bom_Jesus;Benefícios futuros;873868.47;Capital
13.320.290/0001-00;2020-12-01;1;Fazenda_Brejões;Benefícios futuros;1479805.55;Capital
13.371.132/0001-71;2020-12-01;1;FII;Ganho de capital e renda;284510809.74;Recursos em caixa
13.371.132/0001-71;2020-12-01;1;LFT;Liquidez;1135369961.26;Recursos em caixa
13.371.132/0001-71;2020-12-01;1;Imóveis para Renda Acabados;Ganho de capital e renda;1088905407.57;Recursos em caixa
13.584.584/0001-31;2020-12-01;1;CPG EMPREENDIMENTOS S.A - ON;Participação (ações 222.360);14490000;Fluxo de Caixa
13.584.584/0001-31;2020-12-01;1;VHRE3 - VHR EMPREEND E PAR - ON;Participação (ações 6.921.888,00);48688521.91;Fluxo de Caixa
13.584.584/0001-31;2020-12-01;1;Fundos Renda Fixa e LTN;Gestão de Liquidez do Fundo;1794840.17;Fluxo de Caixa
13.584.584/0001-31;2020-12-01;1;Cemitério Morumby - 131;Direito de uso;1703000;Fluxo de Caixa
