CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
01.235.622/0001-61;2021-12-01;1;Green Village - Vila Velha, ES;Incorporação Residencial;21348386.79;Recursos Próprios
01.235.622/0001-61;2021-12-01;1;Fernandes Guimarães, nº 75 - Rio de Janeiro, RJ;Incorporação Residencial;330000;Recursos Próprios
01.235.622/0001-61;2021-12-01;1;Rua Barão da Torre, nº 662;Incorporação Residencial;13426000;Recursos Próprios
01.235.622/0001-61;2021-12-01;1;Alberto de Campos, 100;Incorporação Residencial;16599006.12;Recursos Próprios
01.235.622/0001-61;2021-12-01;1;Sorocaba 420, 422 e 436;Incorporação Residencial;14000000;Recursos Próprios
03.683.056/0001-86;2021-12-01;1;Edificio JK Financial Center;.;128142097.85;Recursos próprios / estruturação de CRI
03.683.056/0001-86;2021-12-01;1;Edificio Girassol;.;33763203.38;Recursos próprios
04.782.236/0001-88;2021-12-01;2;Terreno 900m² Matrícula 3684;Investimento;450000;Caixa disponível
04.782.236/0001-88;2021-12-01;2;Terreno 450m² Matrícula 160949;Investimento;225000;Caixa disponível
07.583.627/0001-61;2021-12-01;1;N/A;N/A;0;N/A
08.431.747/0001-06;2021-12-01;1;Shopping Praça da Moça - 23,06%;Renda;90752549.07;Patrimônio
08.693.497/0001-82;2021-12-01;1;CORP VERDEDA;Aumento de renda;14190820.47;Caixa
08.693.497/0001-82;2021-12-01;1;EXT_FII VERE;Aumento de renda;367325.69;Caixa
09.072.017/0001-29;2021-12-01;1;EDIFÍCIO BERRINI ONE (EXPANSÃO: DUAS UNIDADES ADICIONAIS);Aplicação em ativos-alvo do Fundo;36200000;Caixa do fundo
09.517.273/0001-82;2021-12-01;1;LOJA HABITARTE;Rentabilidade;24100000;Caixa
09.517.273/0001-82;2021-12-01;1;MADUREIRA;Rentabilidade;43550000;Caixa
09.517.273/0001-82;2021-12-01;1;JANDIRA;Rentabilidade;37700000;Caixa
09.517.273/0001-82;2021-12-01;1;SANT ANTONIO;Rentabilidade;27700000;Caixa
09.552.812/0001-14;2021-12-01;1;CRI 19L0853159;Renda;4012963.68;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21B0695001;Renda;76667092.69;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21B0695002;Renda;26000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21C0818300;Renda;12627397.46;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21D0695718;Renda;5900000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21D0696194;Renda;5000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21G0479767;Renda;81952530.07;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21G0688208;Renda;31500000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21G0707741;Renda;25000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21H0012919;Renda;20500000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21I0566602;Renda;20000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21I0855537;Renda;30000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21I0855623;Renda;30000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21J0195709;Renda;35000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21K0908334;Renda;20000000;Capital
09.552.812/0001-14;2021-12-01;1;CRI 21L0329277;Renda;30000000;Capital
09.552.812/0001-14;2021-12-01;1;KINEA SECURITIES FII;Renda;2093.52;Capital
09.552.812/0001-14;2021-12-01;1;HEDGE RECEBÍVEIS IMOBILIÁRIOS FII;Renda;12020851.28;Capital
09.552.812/0001-14;2021-12-01;1;FII MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS;Renda;5135.39;Capital
09.552.812/0001-14;2021-12-01;1;KINEA ÍNDICES DE PREÇOS  FII;Renda;35617999.68;Capital
10.427.246/0001-06;2021-12-01;1;Edifício Torre Almirante;Renda;384000000;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;Lucro na Venda;779310.27;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIÁRIO;Lucro na Venda;55000000;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - CORE METROPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Lucro na Venda;10000000;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Lucro na Venda;8009831.47;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Lucro na Venda;47826.93;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;Lucro na Venda;127911300;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Lucro na Venda;12099887.5;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIARIO MOGNO FUNDO DE FUNDOS;Lucro na Venda;417077.5;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - MOGNO LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Lucro na Venda;23451320;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - RIO BRAVO CREDITO IMOB HIGH GRADE FUND DE INVEST;Lucro na Venda;41703296.21;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Lucro na Venda;28589900;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Lucro na Venda;8753374.61;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - SUNO RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB;Lucro na Venda;15000000;Capital
11.026.627/0001-38;2021-12-01;1;COTA DE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO;Lucro na Venda;25000057.13;Capital
11.026.627/0001-38;2021-12-01;1;CRI 21I0855537;Lucro na Venda;60000000;Capital
11.026.627/0001-38;2021-12-01;1;CRI 21I0855623;Lucro na Venda;60000000;Capital
11.026.627/0001-38;2021-12-01;1;CRI 21J0195709;Lucro na Venda;15000000;Capital
11.160.521/0001-22;2021-12-01;1;CRI - BARIGUI SECURITIZADORA S.A.;Aplicação em ativos-alvo do Fundo;10737526.97;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;CRI - GAIA SECURITIZADORA S.A.;Aplicação em ativos-alvo do Fundo;201383895.91;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;CRI - RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;Aplicação em ativos-alvo do Fundo;97452349.52;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;CRI - TRUE SECURITIZADORA  S.A;Aplicação em ativos-alvo do Fundo;20268462.56;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;CRI - VERT COMPANHIA SECURITIZADORA;Aplicação em ativos-alvo do Fundo;62674443.46;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;CRI - VIRGO COMPANHIA SECURITIZADORA;Aplicação em ativos-alvo do Fundo;86524783.15;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;ARCT11;Aplicação em ativos-alvo do Fundo;63883.74;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;BARI11;Aplicação em ativos-alvo do Fundo;26350584.6;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;BBPO11;Aplicação em ativos-alvo do Fundo;11813.82;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;CCRF11;Aplicação em ativos-alvo do Fundo;15000000;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;CPTS11;Aplicação em ativos-alvo do Fundo;13554666.78;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;GAME11;Aplicação em ativos-alvo do Fundo;20000000;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;IRDM11;Aplicação em ativos-alvo do Fundo;801392.76;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;JFLL11;Aplicação em ativos-alvo do Fundo;10000000;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;KNIP11;Aplicação em ativos-alvo do Fundo;14999914.51504;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;MGCR11;Aplicação em ativos-alvo do Fundo;1000000;Caixa do fundo
11.160.521/0001-22;2021-12-01;1;SPVJ11;Aplicação em ativos-alvo do Fundo;15000099.36;Caixa do fundo
11.326.746/0001-06;2021-12-01;1;FBV SPE;Beneficios Futuros;4797722.5;Recursos Proprios
11.326.746/0001-06;2021-12-01;1;GJPBN;Beneficios Futuros;2596803.33;Recursos Proprios
11.326.746/0001-06;2021-12-01;1;Valinhos - Rua das Industrias;Beneficios Futuros;2309195.4;Recursos Proprios
11.664.201/0001-00;2021-12-01;2;OPEA SECURITIZADORA S.A. 1ª Emissão 239ª Série;Renda;40000161.87;Capital
11.664.201/0001-00;2021-12-01;2;OPEA SECURITIZADORA S.A. 1ª Emissão 239ª Série;Renda;39652994.59;Capital
11.664.201/0001-00;2021-12-01;2;PLANETA SECURITIZADORA S.A. 4ª Emissão 174ª Série;Renda;14985000;Capital
11.664.201/0001-00;2021-12-01;2;PLANETA SECURITIZADORA S.A. 4ª Emissão 173ª Série;Renda;27925187.51;Capital
11.664.201/0001-00;2021-12-01;2;HABITASEC SECURITIZADORA S.A. 1ª Emissão 222ª Série;Renda;7092000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 204ª Série;Renda;7330000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 206ª Série;Renda;7345000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 207ª Série;Renda;7345000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 214ª Série;Renda;4830000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 215ª Série;Renda;4845000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 216ª Série;Renda;4845000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 217ª Série;Renda;4845000;Capital
11.664.201/0001-00;2021-12-01;2;OPEA SECURITIZADORA S.A. 1ª Emissão 316ª Série;Renda;49985000;Capital
11.664.201/0001-00;2021-12-01;2;TRUE SECURITIZADORA S.A. 1ª Emissão 371ª Série;Renda;35000000;Capital
11.664.201/0001-00;2021-12-01;2;OPEA SECURITIZADORA S.A. 1ª Emissão 335ª Série;Renda;30294368.36;Capital
11.664.201/0001-00;2021-12-01;2;TRAVESSIA SECURITIZADORA S.A. 1ª Emissão 50ª Série;Renda;25985000;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 133ª Série;Renda;29904623.54;Capital
11.664.201/0001-00;2021-12-01;2;TRUE SECURITIZADORA S.A. 1ª Emissão 362ª Série;Renda;17784000;Capital
11.664.201/0001-00;2021-12-01;2;BARI SECURITIZADORA S.A. 1ª Emissão 85ª Série;Renda;20845027.35;Capital
11.664.201/0001-00;2021-12-01;2;TRUE SECURITIZADORA S.A. 1ª Emissão 467ª Série;Renda;16501464.44;Capital
11.664.201/0001-00;2021-12-01;2;TRUE SECURITIZADORA S.A. 1ª Emissão 468ª Série;Renda;788839.21;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 214ª Série;Renda;1743233.92;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 215ª Série;Renda;1743233.92;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 216ª Série;Renda;1743233.92;Capital
11.664.201/0001-00;2021-12-01;2;VIRGO COMPANHIA DE SECURITIZACAO 4ª Emissão 217ª Série;Renda;1743233.92;Capital
11.664.201/0001-00;2021-12-01;2;OPEA SECURITIZADORA S.A. 1ª Emissão 261ª Série;Renda;13702218.77;Capital
11.664.201/0001-00;2021-12-01;2;OPEA SECURITIZADORA S.A. 1ª Emissão 268ª Série;Renda;13702218.77;Capital
11.664.201/0001-00;2021-12-01;2;TRAVESSIA SECURITIZADORA S.A. 1ª Emissão 91ª Série;Renda;19097100.56;Capital
11.664.201/0001-00;2021-12-01;2;OPEA SECURITIZADORA S.A. 1ª Emissão 354ª Série;Renda;20000008.22;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada RBSec 16E0707976;Renda;28329786.51;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada VERT 21E0076526;Renda;20169440.54;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada True 19H0235501;Renda;21600029.94;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada Habitasec 21G0507867;Renda;14491165.01;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada RBSec 21F1144360;Renda;21009571.24;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada Habitasec 21G0864354;Renda;21571367.53;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada RBSec 20F0674264;Renda;14768319.79;Capital
11.664.201/0001-00;2021-12-01;2;Compromissada True 18J0796632;Renda;12459879.75;Capital
11.664.201/0001-00;2021-12-01;2;Cotas de FII - QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO;Renda;50000000;Capital
11.664.201/0001-00;2021-12-01;2;Cotas de FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO MOGNO CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS HIGH GRADE;Renda;15030000;Capital
11.664.201/0001-00;2021-12-01;2;Cotas de FII - EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO FII;Renda;5000000;Capital
11.664.201/0001-00;2021-12-01;2;Cotas de FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I;Renda;38500000;Capital
11.664.201/0001-00;2021-12-01;2;Cotas de FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I;Renda;1498485.76;Capital
11.664.201/0001-00;2021-12-01;2;Cotas de FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I;Renda;38862964;Capital
11.728.688/0001-47;2021-12-01;1;HGLG ITUPEVA FASE II (via aquisição de cotas de SPE);Aplicação em ativos-alvo do Fundo;9228000;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;HGLG WASHINGTON LUIZ;Aplicação em ativos-alvo do Fundo;109267521;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;HGLG RIBEIRÃO PRETO;Aplicação em ativos-alvo do Fundo;168073361.75;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;HGLG ITUPEVA FASE I (via aquisição de cotas de SPE);Aplicação em ativos-alvo do Fundo;33430000;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;HGLG SÃO CARLOS;Aplicação em ativos-alvo do Fundo;181299929.81;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;HGLG CONE G04;Aplicação em ativos-alvo do Fundo;30000000;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;BRCO11;Aplicação em ativos-alvo do Fundo;5003350.17;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;FIIB11;Aplicação em ativos-alvo do Fundo;5915578.11;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;GTLG11;Aplicação em ativos-alvo do Fundo;77000000;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;HSLG11;Aplicação em ativos-alvo do Fundo;87509.4;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;LGCP11;Aplicação em ativos-alvo do Fundo;638499.82;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;MGCR11;Aplicação em ativos-alvo do Fundo;1000000;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;PATL11;Aplicação em ativos-alvo do Fundo;1833344.78;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;PNDL11;Aplicação em ativos-alvo do Fundo;6915719.1;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;VILG11;Aplicação em ativos-alvo do Fundo;2547974;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;VVPR11;Aplicação em ativos-alvo do Fundo;3012300;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;XPIN11;Aplicação em ativos-alvo do Fundo;24253048.42;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;XPLG11;Aplicação em ativos-alvo do Fundo;3999958.26;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;CRI - BARIGUI SECURITIZADORA S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;7701021.86;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;CRI - GAIA SECURITIZADORA S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;86895922.46;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;CRI - HABITASEC SECURITIZADORA S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;69828738.77;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;CRI - RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;20000095.66;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;CRI - TRUE SECURITIZADORA  S.A;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;55419426.67;Caixa do fundo
11.728.688/0001-47;2021-12-01;1;CRI - VERT COMPANHIA SECURITIZADORA;Melhor alocação de caixa visando maximizar a rentabilidade ao Cotista;1795132.22;Caixa do fundo
11.839.593/0001-09;2021-06-01;1;AÇÕES COMPANHIA FECHADA - REC BETIM;Renda;153558723;Capital
11.839.593/0001-09;2021-06-01;1;AÇÕES COMPANHIA FECHADA - REC JUNDIAÍ;Renda;270000000;Capital
11.839.593/0001-09;2021-06-01;1;AÇÕES COMPANHIA FECHADA - GRP 23;Renda;53466746.38;Capital
11.839.593/0001-09;2021-06-01;1;AÇÕES COMPANHIA FECHADA - GRP 28;Renda;72547818.62;Capital
11.839.593/0001-09;2021-06-01;1;AÇÕES COMPANHIA FECHADA - GRP 20;Renda;68771348.29;Capital
11.839.593/0001-09;2021-06-01;1;IMÓVEL - FORD;Renda;245330000;Capital
12.005.956/0001-65;2021-06-01;2;SHAULA EMPREENDIMENTOS E PARTI;Receita de Aluguel mensal auferida pelo imóvel;249862424.87;7ª emissão / Disponibilidades
12.005.956/0001-65;2021-06-01;2;Edifício Joaquim Floriano - Aquisição de 3 conjuntos.;Receita de Aluguel mensal auferida pelo imóvel;9075905.03;Disponibilidades
12.516.185/0001-70;2021-12-01;1;FII BC FUND - BRCR11;Benefícios futuros;12091617.43;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII CAP REIT - CPFF11;Benefícios futuros;2611977.95;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII EQI RECE - EQIR11;Benefícios futuros;3000000;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII CSHG CRI - HGCR11;Benefícios futuros;5807;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII KINEA- KNRI11;Benefícios futuros;3456245.76;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII MOGNO - MGFF11;Benefícios futuros;4164649.17;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII RBRALPHA - RBRF11;Benefícios futuros;758387.13;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII RIOB VA CI - RBVA11;Benefícios futuros;22550602.74;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;FII XP PROP - XPPR11;Benefícios futuros;1246469.61;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;CARDEAL_CORPORATE;Benefícios futuros;30110224.59;Recursos próprios / emissão de cotas
12.516.185/0001-70;2021-12-01;1;SEDE DA GLOBO DE SP;Benefícios futuros;522109484.58;Recursos próprios / emissão de cotas
12.978.943/0001-72;2021-06-01;1;Letras de Crédito Imobiliário;Renda;15200000;Patrimônio
13.371.132/0001-71;2021-12-01;1;FII;Ganho de capital e renda;13958443.55;Recursos em caixa
13.371.132/0001-71;2021-12-01;1;LFT;Liquidez;535970346.97;Recursos em caixa
13.371.132/0001-71;2021-12-01;1;Imóveis para Renda Acabados;Ganho de capital e renda;353144751.56;Recursos em caixa
13.584.584/0001-31;2021-12-01;1;VHRE3 - VHR EMPREEND E PAR - ON;Participação (ações 13.637.304);95299856.94;Fluxo de Caixa
13.584.584/0001-31;2021-12-01;1;Fundos Renda Fixa e LTN;Gestão de Liquidez do Fundo;955352.4;Fluxo de Caixa
13.584.584/0001-31;2021-12-01;1;Cemitério Morumby - 2.873;Direito de uso;44910600;Fluxo de Caixa
13.584.584/0001-31;2021-12-01;1;Empreendimento Comercial;Imóvel Quarteirão n.31 - Letra D - Matrícula n.o 30.491;24443174.89;Fluxo de Caixa
13.584.584/0001-31;2021-12-01;1;Cortel Holding S.A - ON;Participação (ações 2.311.106 );100487183.48;Fluxo de Caixa
13.842.683/0001-76;2021-12-01;1;n/p;n/p;n/p;n/p
13.974.819/0001-00;2021-12-01;1;N/A;N/A;0;N/A
14.413.342/0001-48;2021-12-01;1;FII ALIANZA REAL ESTATE II ;Benefícios futuros;31909534.87;Recursos próprios / emissão de cotas
15.394.563/0001-89;2021-12-01;1;CRI Gaia 14F0679871;Auferir receita por meio da variação do papel;6088293.66;Disponibilidades
15.447.108/0001-02;2021-12-01;1;Imóvel - Shopping Light;Renda;288238011.85;Capital
15.447.108/0001-02;2021-12-01;1;Imóvel - Shopping Prado;Renda;56191739;Capital
15.447.108/0001-02;2021-12-01;1;Imóvel - Shopping Morumbi;Renda;306446728;Capital
15.447.108/0001-02;2021-12-01;1;MAIS SHOPPING FII;Renda;434735409.2;Capital
15.576.907/0001-70;2021-12-01;1;Renner;imóvel para renda;68016950;propria
16.671.412/0001-93;2021-12-01;1;Centro Logístico Contagem;Imóvel para Renda;350000000;Recursos próprios / emissão de cotas
16.706.958/0001-32;2021-06-01;2;CRI - TRUE SECURITIZADORA S.A. - Série nº 287 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;12500000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - TRUE SECURITIZADORA S.A. - Série nº 181 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;19509358.44;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - TRUE SECURITIZADORA S.A. - Série nº 319 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;28152540.24;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - HABITASEC SECURITIZADORA S.A. - Série nº 210 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;24000000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - CIBRASEC-CIA BRAS DE SECURITIZAÇÃO - Série nº 307 da 2 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;4463089.67;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - GAIA SECURITIZADORA S.A. - Série nº 113 da 4 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;5727556.58;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - BARIGUI SECURITIZADORA SA - Série nº 66 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;8023494.06;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - ISEC SECURITIZADORA S.A. - Série nº 100 da 4 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;6438933.76;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - ISEC SECURITIZADORA S.A. - Série nº 134 da 4 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;50000000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - RB CAPITAL SECURITIZADORA S.A. - Série nº 303 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;20000000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - ISEC SECURITIZADORA S.A. - Série nº 158 da 4 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;50717222.54;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - CIBRASEC-CIA BRAS DE SECURITIZAÇÃO - Série nº 310 da 2 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;20000000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - RB CAPITAL SECURITIZADORA S.A. - Série nº 330 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;11500000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - ISEC SECURITIZADORA S.A. - Série nº 267 da 4 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;19000000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.706.958/0001-32;2021-06-01;2;CRI - RB CAPITAL SECURITIZADORA S.A. - Série nº 358 da 1 ª Emissão;Aquisição de ativos imobiliários através da aquisição de CRI conforme previsto na Política de Investimento do Fundo;8250000;Recursos disponíveis no FII oriundos do fluxo ordinário de pagamento de títulos.
16.915.968/0001-88;2021-12-01;1;Terreno situado na Rua Cidade de Bagdá (SP);Desenvolvimento de empreendimento residencial multifamiliar vertical.;4536720;Emissão de cotas
16.915.968/0001-88;2021-12-01;1;ALIANSCE SONAE SHOPPING CENTERS SA;Ganho de Capital e dividendos;5135982;Emissão de cotas
